t_ms,roll,pitch,yaw,ax,ay,az
6788,321.87,20,26.56,3.6,-3.89,7.26
6807,321.935,20.125,26.655,3.505,-3.84,7.185
6826,322,20.25,26.75,3.41,-3.79,7.11
6832.5,322.03,20.31,26.78,3.385,-3.785,7.085
6839,322.06,20.37,26.81,3.36,-3.78,7.06
6845.5,322.09,20.435,26.905,3.315,-3.81,7.145
6852,322.12,20.5,27,3.27,-3.84,7.23
6858,322.155,20.53,27.065,3.24,-3.825,7.28
6864,322.19,20.56,27.13,3.21,-3.81,7.33
6870.5,322.22,20.59,27.19,3.195,-3.79,7.355
6877,322.25,20.62,27.25,3.18,-3.77,7.38
6883,322.25,20.62,27.28,3.185,-3.75,7.415
6889,322.25,20.62,27.31,3.19,-3.73,7.45
6895.5,322.28,20.655,27.375,3.19,-3.735,7.495
6902,322.31,20.69,27.44,3.19,-3.74,7.54
6908,322.34,20.69,27.47,3.145,-3.75,7.575
6914,322.37,20.69,27.5,3.1,-3.76,7.61
6920.5,322.405,20.72,27.5,3.045,-3.8,7.71
6927,322.44,20.75,27.5,2.99,-3.84,7.81
6933,322.44,20.78,27.53,3.02,-3.88,7.835
6939,322.44,20.81,27.56,3.05,-3.92,7.86
6945,322.44,20.845,27.56,3.125,-3.965,7.975
6951,322.44,20.88,27.56,3.2,-4.01,8.09
6957.5,322.44,20.88,27.56,3.365,-4.165,8.36
6964,322.44,20.88,27.56,3.53,-4.32,8.63
6970.5,322.405,20.845,27.56,3.545,-4.31,8.615
6977,322.37,20.81,27.56,3.56,-4.3,8.6
6983,322.37,20.81,27.56,3.56,-4.235,8.56
6989,322.37,20.81,27.56,3.56,-4.17,8.52
6995.5,322.34,20.78,27.56,3.66,-4.08,8.365
7002,322.31,20.75,27.56,3.76,-3.99,8.21
7008,322.31,20.75,27.56,3.76,-3.99,8.225
7014,322.31,20.75,27.56,3.76,-3.99,8.24
7020.5,322.28,20.75,27.53,3.72,-4.005,8.265
7027,322.25,20.75,27.5,3.68,-4.02,8.29
7033,322.25,20.75,27.5,3.69,-4.04,8.255
7039,322.25,20.75,27.5,3.7,-4.06,8.22
7045,322.25,20.75,27.5,3.65,-4.045,8.185
7051,322.25,20.75,27.5,3.6,-4.03,8.15
7057.5,322.25,20.78,27.5,3.645,-4.02,8.105
7064,322.25,20.81,27.5,3.69,-4.01,8.06
7070,322.25,20.81,27.5,3.7,-4.005,8.04
7076,322.25,20.81,27.5,3.71,-4,8.02
7082,322.25,20.81,27.53,3.695,-4.015,8
7088,322.25,20.81,27.56,3.68,-4.03,7.98
7094.5,322.25,20.81,27.56,3.61,-4.03,7.915
7101,322.25,20.81,27.56,3.54,-4.03,7.85
7107,322.25,20.78,27.56,3.48,-4.025,7.845
7113,322.25,20.75,27.56,3.42,-4.02,7.84
7119,322.25,20.72,27.56,3.41,-3.985,7.79
7125,322.25,20.69,27.56,3.4,-3.95,7.74
7131,322.25,20.655,27.56,3.575,-4,7.48
7137,322.25,20.62,27.56,3.75,-4.05,7.22
7143.5,322.25,20.62,27.56,3.725,-4.06,7.285
7150,322.25,20.62,27.56,3.7,-4.07,7.35
7156.5,322.25,20.62,27.56,3.645,-4.115,7.53
7163,322.25,20.62,27.56,3.59,-4.16,7.71
7169,322.25,20.62,27.56,3.54,-4.2,7.795
7175,322.25,20.62,27.56,3.49,-4.24,7.88
7181,322.25,20.655,27.56,3.455,-4.255,7.87
7187,322.25,20.69,27.56,3.42,-4.27,7.86
7193.5,322.28,20.69,27.53,3.425,-4.265,7.88
7200,322.31,20.69,27.5,3.43,-4.26,7.9
7206.5,322.28,20.69,27.5,3.495,-4.255,7.94
7213,322.25,20.69,27.5,3.56,-4.25,7.98
7219,322.25,20.69,27.47,3.545,-4.26,7.975
7225,322.25,20.69,27.44,3.53,-4.27,7.97
7231,322.25,20.72,27.44,3.565,-4.245,7.985
7237,322.25,20.75,27.44,3.6,-4.22,8
7243.5,322.25,20.75,27.44,3.54,-4.23,8.045
7250,322.25,20.75,27.44,3.48,-4.24,8.09
7256.5,322.25,20.72,27.405,3.475,-4.24,8.085
7263,322.25,20.69,27.37,3.47,-4.24,8.08
7269,322.25,20.69,27.37,3.45,-4.235,8.065
7275,322.25,20.69,27.37,3.43,-4.23,8.05
7281.5,322.25,20.69,27.37,3.475,-4.225,8.075
7288,322.25,20.69,27.37,3.52,-4.22,8.1
7295,322.25,20.69,27.405,3.55,-4.21,8.025
7302,322.25,20.69,27.44,3.58,-4.2,7.95
7308,322.22,20.69,27.44,3.665,-4.235,7.965
7314,322.19,20.69,27.44,3.75,-4.27,7.98
7320,322.19,20.655,27.44,3.77,-4.29,8.035
7326,322.19,20.62,27.44,3.79,-4.31,8.09
7332,322.19,20.62,27.47,3.825,-4.295,8.12
7338,322.19,20.62,27.5,3.86,-4.28,8.15
7344.5,322.155,20.62,27.5,3.865,-4.275,8.175
7351,322.12,20.62,27.5,3.87,-4.27,8.2
7357.5,322.12,20.62,27.5,3.885,-4.275,8.135
7364,322.12,20.62,27.5,3.9,-4.28,8.07
7370,322.12,20.62,27.5,3.9,-4.295,8.03
7376,322.12,20.62,27.5,3.9,-4.31,7.99
7383,322.12,20.655,27.5,3.915,-4.315,8.045
7390,322.12,20.69,27.5,3.93,-4.32,8.1
7396,322.155,20.69,27.5,3.905,-4.305,8.215
7402,322.19,20.69,27.5,3.88,-4.29,8.33
7408.5,322.19,20.72,27.5,3.88,-4.295,8.275
7415,322.19,20.75,27.5,3.88,-4.3,8.22
7421,322.22,20.75,27.5,3.845,-4.24,8.12
7427,322.25,20.75,27.5,3.81,-4.18,8.02
7433,322.25,20.75,27.47,3.78,-4.16,7.995
7439,322.25,20.75,27.44,3.75,-4.14,7.97
7445.5,322.28,20.78,27.44,3.765,-4.11,7.985
7452,322.31,20.81,27.44,3.78,-4.08,8
7458.5,322.34,20.845,27.405,3.685,-4.09,8.105
7465,322.37,20.88,27.37,3.59,-4.1,8.21
7471,322.405,20.91,27.37,3.52,-4.065,8.175
7477,322.44,20.94,27.37,3.45,-4.03,8.14
7483,322.47,20.94,27.34,3.385,-4.06,7.995
7489,322.5,20.94,27.31,3.32,-4.09,7.85
7495.5,322.5,20.94,27.28,3.385,-4.065,7.695
7502,322.5,20.94,27.25,3.45,-4.04,7.54
7508.5,322.53,20.94,27.19,3.51,-4.065,7.61
7515,322.56,20.94,27.13,3.57,-4.09,7.68
7521,322.56,20.94,27.13,3.615,-4.09,7.74
7527,322.56,20.94,27.13,3.66,-4.09,7.8
7533,322.56,20.94,27.095,3.78,-4.17,7.885
7539,322.56,20.94,27.06,3.9,-4.25,7.97
7545.5,322.56,20.91,27.06,3.94,-4.255,7.995
7552,322.56,20.88,27.06,3.98,-4.26,8.02
7558.5,322.595,20.88,27.03,4.115,-4.37,8.105
7565,322.63,20.88,27,4.25,-4.48,8.19
7571,322.63,20.845,26.97,4.255,-4.525,8.21
7577,322.63,20.81,26.94,4.26,-4.57,8.23
7583,322.66,20.78,26.94,4.35,-4.595,8.28
7589,322.69,20.75,26.94,4.44,-4.62,8.33
7595.5,322.72,20.685,26.94,4.515,-4.64,8.335
7602,322.75,20.62,26.94,4.59,-4.66,8.34
7608.5,322.815,20.465,26.905,4.685,-4.855,8.555
7615,322.88,20.31,26.87,4.78,-5.05,8.77
7621,322.91,20.25,26.905,4.825,-5.09,8.835
7627,322.94,20.19,26.94,4.87,-5.13,8.9
7633,323,20.065,26.905,5.08,-5.11,8.88
7639,323.06,19.94,26.87,5.29,-5.09,8.86
7645.5,323.125,19.845,26.87,5.125,-5.295,8.775
7652,323.19,19.75,26.87,4.96,-5.5,8.69
7658.5,323.285,19.53,26.745,5.165,-5.605,8.685
7665,323.38,19.31,26.62,5.37,-5.71,8.68
7671,323.47,19.125,26.53,5.655,-5.835,8.575
7677,323.56,18.94,26.44,5.94,-5.96,8.47
7683,323.655,18.75,26.315,5.875,-5.97,8.49
7689,323.75,18.56,26.19,5.81,-5.98,8.51
7695.5,323.845,18.375,26.065,5.81,-5.96,8.475
7702,323.94,18.19,25.94,5.81,-5.94,8.44
7708.5,324.19,17.72,25.655,5.935,-5.78,8.175
7715,324.44,17.25,25.37,6.06,-5.62,7.91
7721,324.595,16.97,25.185,6,-5.575,7.83
7727,324.75,16.69,25,5.94,-5.53,7.75
7733,324.905,16.405,24.845,5.87,-5.495,7.68
7739,325.06,16.12,24.69,5.8,-5.46,7.61
7746,325.25,15.84,24.5,5.75,-5.375,7.605
7753,325.44,15.56,24.31,5.7,-5.29,7.6
7759,325.905,14.97,23.965,5.76,-5.215,7.625
7765,326.37,14.38,23.62,5.82,-5.14,7.65
7771,326.625,14.095,23.435,5.775,-5.025,7.73
7777,326.88,13.81,23.25,5.73,-4.91,7.81
7783,327.19,13.56,23.06,5.475,-4.775,7.895
7789,327.5,13.31,22.87,5.22,-4.64,7.98
7807.5,329.06,12.625,21.905,4.385,-4.575,7.8
7826,330.62,11.94,20.94,3.55,-4.51,7.62
7832,331.06,11.815,20.69,3.39,-4.46,7.62
7838,331.5,11.69,20.44,3.23,-4.41,7.62
7845,331.97,11.595,20.19,3.065,-4.37,7.635
7852,332.44,11.5,19.94,2.9,-4.33,7.65
7858,332.94,11.405,19.72,2.46,-4.24,7.63
7864,333.44,11.31,19.5,2.02,-4.15,7.61
7870.5,334.41,11.155,19.03,1.88,-4.135,7.62
7877,335.38,11,18.56,1.74,-4.12,7.63
7883,335.875,10.905,18.34,1.65,-4.115,7.655
7889,336.37,10.81,18.12,1.56,-4.11,7.68
7896,336.84,10.685,17.905,1.4,-4.065,7.785
7903,337.31,10.56,17.69,1.24,-4.02,7.89
7909,338.31,10.375,17.345,1.055,-4.05,8.03
7915,339.31,10.19,17,0.87,-4.08,8.17
7921.5,339.78,10.095,16.81,0.64,-4.055,8.27
7928,340.25,10,16.62,0.41,-4.03,8.37
7934,340.75,9.905,16.435,0.28,-4.03,8.415
7940,341.25,9.81,16.25,0.15,-4.03,8.46
7947,341.75,9.72,16.065,0,-4,8.42
7954,342.25,9.63,15.88,-0.15,-3.97,8.38
7960,343.155,9.505,15.47,-0.43,-3.81,8.36
7966,344.06,9.38,15.06,-0.71,-3.65,8.34
7972,344.5,9.315,14.905,-0.725,-3.595,8.355
7978,344.94,9.25,14.75,-0.74,-3.54,8.37
7984,345.345,9.155,14.565,-0.73,-3.475,8.395
7990,345.75,9.06,14.38,-0.72,-3.41,8.42
7997,346.125,9,14.22,-0.665,-3.29,8.455
8004,346.5,8.94,14.06,-0.61,-3.17,8.49
8010,347.155,8.72,13.78,-0.555,-3.105,8.495
8016,347.81,8.5,13.5,-0.5,-3.04,8.5
8022,348.155,8.375,13.345,-0.46,-3.03,8.495
8028,348.5,8.25,13.19,-0.42,-3.02,8.49
8034,348.78,8.125,13.065,-0.385,-2.92,8.58
8040,349.06,8,12.94,-0.35,-2.82,8.67
8047,349.375,7.875,12.785,-0.34,-2.755,8.715
8054,349.69,7.75,12.63,-0.33,-2.69,8.76
8060,350.22,7.5,12.345,-0.32,-2.61,8.73
8066,350.75,7.25,12.06,-0.31,-2.53,8.7
8072,351,7.155,11.935,-0.28,-2.435,8.635
8078,351.25,7.06,11.81,-0.25,-2.34,8.57
8084,351.5,6.935,11.655,-0.25,-2.29,8.56
8090,351.75,6.81,11.5,-0.25,-2.24,8.55
8097,352,6.685,11.345,-0.235,-2.21,8.49
8104,352.25,6.56,11.19,-0.22,-2.18,8.43
8110,352.685,6.34,10.94,-0.185,-2.07,8.415
8116,353.12,6.12,10.69,-0.15,-1.96,8.4
8122.5,353.34,5.995,10.565,-0.115,-1.935,8.42
8129,353.56,5.87,10.44,-0.08,-1.91,8.44
8135,353.75,5.715,10.345,-0.055,-1.875,8.485
8141,353.94,5.56,10.25,-0.03,-1.84,8.53
8147.5,354.125,5.405,10.155,0.025,-1.75,8.59
8154,354.31,5.25,10.06,0.08,-1.66,8.65
8160.5,354.655,4.935,9.875,0.14,-1.57,8.68
8167,355,4.62,9.69,0.2,-1.48,8.71
8173,355.155,4.465,9.595,0.155,-1.41,8.665
8179,355.31,4.31,9.5,0.11,-1.34,8.62
8185,355.5,4.185,9.405,0.085,-1.33,8.585
8191,355.69,4.06,9.31,0.06,-1.32,8.55
8197.5,355.875,3.935,9.25,0.04,-1.325,8.5
8204,356.06,3.81,9.19,0.02,-1.33,8.45
8210.5,356.435,3.59,9,-0.105,-1.345,8.515
8217,356.81,3.37,8.81,-0.23,-1.36,8.58
8223,356.965,3.31,8.75,-0.29,-1.36,8.595
8229,357.12,3.25,8.69,-0.35,-1.36,8.61
8235,357.31,3.125,8.66,-0.38,-1.35,8.64
8241,357.5,3,8.63,-0.41,-1.34,8.67
8248,357.655,2.905,8.565,-0.425,-1.325,8.685
8255,357.81,2.81,8.5,-0.44,-1.31,8.7
8261,358.095,2.625,8.44,-0.425,-1.3,8.715
8267,358.38,2.44,8.38,-0.41,-1.29,8.73
8273,358.505,2.345,8.38,-0.385,-1.27,8.76
8279,358.63,2.25,8.38,-0.36,-1.25,8.79
8285,358.75,2.125,8.38,-0.345,-1.23,8.9
8291,358.87,2,8.38,-0.33,-1.21,9.01
8298,358.995,1.905,8.38,-0.36,-1.215,9.07
8305,359.12,1.81,8.38,-0.39,-1.22,9.13
8311,359.34,1.655,8.38,-0.375,-1.265,9.22
8317,359.56,1.5,8.38,-0.36,-1.31,9.31
8323,359.685,1.405,8.41,-0.435,-1.35,9.35
8329,359.81,1.31,8.44,-0.51,-1.39,9.39
8335,359.905,1.25,8.44,-0.535,-1.41,9.41
8341,0,1.19,8.44,-0.56,-1.43,9.43
8348,0.125,1.125,8.44,-0.62,-1.42,9.47
8355,0.25,1.06,8.44,-0.68,-1.41,9.51
8361,0.405,0.97,8.47,-0.685,-1.4,9.45
8367,0.56,0.88,8.5,-0.69,-1.39,9.39
8373.5,0.655,0.845,8.5,-0.705,-1.405,9.38
8380,0.75,0.81,8.5,-0.72,-1.42,9.37
8386,0.815,0.75,8.53,-0.74,-1.39,9.355
8392,0.88,0.69,8.56,-0.76,-1.36,9.34
8398.5,0.91,0.565,8.595,-0.71,-1.38,9.355
8405,0.94,0.44,8.63,-0.66,-1.4,9.37
8411.5,1.03,0.25,8.69,-0.595,-1.43,9.385
8418,1.12,0.06,8.75,-0.53,-1.46,9.4
8424,1.155,360,8.78,-0.61,-1.46,9.405
8430,1.19,-0.06,8.81,-0.69,-1.46,9.41
8436,1.25,359.845,8.875,-0.7,-1.475,9.395
8442,1.31,-0.25,8.94,-0.71,-1.49,9.38
8448.5,1.34,359.655,8.97,-0.8,-1.545,9.43
8455,1.37,-0.44,9,-0.89,-1.6,9.48
8461.5,1.465,359.375,9.095,-0.91,-1.575,9.515
8468,1.56,-0.81,9.19,-0.93,-1.55,9.55
8474,1.59,359.095,9.22,-0.91,-1.55,9.48
8480,1.62,-1,9.25,-0.89,-1.55,9.41
8486,1.62,358.94,9.28,-0.835,-1.585,9.44
8492,1.62,-1.12,9.31,-0.78,-1.62,9.47
8499,1.655,358.785,9.375,-0.8,-1.58,9.49
8506,1.69,-1.31,9.44,-0.82,-1.54,9.51
8512,1.69,358.5,9.5,-0.795,-1.56,9.565
8518,1.69,-1.69,9.56,-0.77,-1.58,9.62
8524,1.69,358.25,9.595,-0.77,-1.595,9.62
8530,1.69,-1.81,9.63,-0.77,-1.61,9.62
8536,1.69,358.125,9.66,-0.78,-1.63,9.625
8542,1.69,-1.94,9.69,-0.79,-1.65,9.63
8549,1.69,358,9.72,-0.805,-1.635,9.63
8556,1.69,-2.06,9.75,-0.82,-1.62,9.63
8562,1.69,357.815,9.815,-0.865,-1.62,9.615
8568,1.69,-2.31,9.88,-0.91,-1.62,9.6
8574,1.655,357.625,9.91,-0.9,-1.665,9.55
8580,1.62,-2.44,9.94,-0.89,-1.71,9.5
8586,1.59,357.47,9.94,-0.895,-1.665,9.45
8592,1.56,-2.62,9.94,-0.9,-1.62,9.4
8599,1.53,357.315,9.97,-0.955,-1.665,9.36
8606,1.5,-2.75,10,-1.01,-1.71,9.32
8612,1.435,357.125,10.065,-0.96,-1.715,9.28
8618,1.37,-3,10.13,-0.91,-1.72,9.24
8624.5,1.31,356.94,10.16,-0.865,-1.71,9.29
8631,1.25,-3.12,10.19,-0.82,-1.7,9.34
8637,1.185,356.785,10.22,-0.81,-1.715,9.365
8643,1.12,-3.31,10.25,-0.8,-1.73,9.39
8649.5,1.06,356.595,10.315,-0.755,-1.75,9.425
8656,1,-3.5,10.38,-0.71,-1.77,9.46
8662.5,0.875,356.345,10.44,-0.66,-1.76,9.515
8669,0.75,-3.81,10.5,-0.61,-1.75,9.57
8675,0.685,356.125,10.565,-0.585,-1.76,9.58
8681,0.62,-3.94,10.63,-0.56,-1.77,9.59
8687,0.56,356,10.66,-0.545,-1.79,9.55
8693,0.5,-4.06,10.69,-0.53,-1.81,9.51
8699.5,0.47,355.91,10.69,-0.535,-1.82,9.49
8706,0.44,-4.12,10.69,-0.54,-1.83,9.47
8712.5,0.375,355.815,10.72,-0.625,-1.88,9.425
8719,0.31,-4.25,10.75,-0.71,-1.93,9.38
8725,0.31,355.75,10.75,-0.76,-1.945,9.38
8731,0.31,-4.25,10.75,-0.81,-1.96,9.38
8737,0.28,355.75,10.78,-0.76,-1.96,9.275
8743,0.25,-4.25,10.81,-0.71,-1.96,9.17
8750,0.22,355.72,10.81,-0.745,-1.955,9.205
8757,0.19,-4.31,10.81,-0.78,-1.95,9.24
8763,0.125,355.625,10.875,-0.82,-2.005,9.255
8769,0.06,-4.44,10.94,-0.86,-2.06,9.27
8775,0.03,355.53,10.97,-0.85,-2.055,9.265
8781,0,-4.5,11,-0.84,-2.05,9.26
8787,359.935,355.44,11.06,-0.805,-2.075,9.305
8793,359.87,-4.62,11.12,-0.77,-2.1,9.35
8811.5,359.655,355.095,11.34,-0.69,-2.185,9.275
8830,359.44,-5.19,11.56,-0.61,-2.27,9.2
8836,359.405,354.72,11.625,-0.63,-2.28,9.21
8842,359.37,-5.37,11.69,-0.65,-2.29,9.22
8848.5,359.34,354.565,11.75,-0.68,-2.29,9.23
8855,359.31,-5.5,11.81,-0.71,-2.29,9.24
8861.5,359.25,354.44,11.905,-0.695,-2.27,9.26
8868,359.19,-5.62,12,-0.68,-2.25,9.28
8874.5,359.125,354.22,12.125,-0.65,-2.26,9.32
8881,359.06,-5.94,12.25,-0.62,-2.27,9.36
8887,359,354.03,12.31,-0.635,-2.28,9.365
8893,358.94,-6,12.37,-0.65,-2.29,9.37
8900,358.905,353.97,12.435,-0.69,-2.325,9.33
8907,358.87,-6.06,12.5,-0.73,-2.36,9.29
8913.5,358.81,353.91,12.595,-0.73,-2.39,9.115
8920,358.75,-6.12,12.69,-0.73,-2.42,8.94
8926,358.72,353.845,12.69,-0.75,-2.47,8.965
8932,358.69,-6.19,12.69,-0.77,-2.52,8.99
8938,358.69,353.81,12.72,-0.75,-2.515,9.035
8944,358.69,-6.19,12.75,-0.73,-2.51,9.08
8951,358.66,353.78,12.78,-0.745,-2.51,9.13
8958,358.63,-6.25,12.81,-0.76,-2.51,9.18
8964,358.595,353.78,12.905,-0.815,-2.53,9.2
8970,358.56,-6.19,13,-0.87,-2.55,9.22
8976,358.53,353.81,13.03,-0.89,-2.575,9.2
8982,358.5,-6.19,13.06,-0.91,-2.6,9.18
8988,358.5,353.81,13.095,-0.905,-2.61,9.16
8994,358.5,-6.19,13.13,-0.9,-2.62,9.14
9001,358.5,353.81,13.13,-0.9,-2.625,9.105
9008,358.5,-6.19,13.13,-0.9,-2.63,9.07
9014,358.44,353.78,13.19,-0.86,-2.675,9.045
9020,358.38,-6.25,13.25,-0.82,-2.72,9.02
9026,358.38,353.75,13.28,-0.815,-2.76,9.04
9032,358.38,-6.25,13.31,-0.81,-2.8,9.06
9038,358.345,353.75,13.31,-0.795,-2.83,9.125
9044,358.31,-6.25,13.31,-0.78,-2.86,9.19
9051,358.28,353.78,13.345,-0.76,-2.9,9.24
9058,358.25,-6.19,13.38,-0.74,-2.94,9.29
9064,358.22,353.845,13.44,-0.79,-2.935,9.205
9070,358.19,-6.12,13.5,-0.84,-2.93,9.12
9076.5,358.19,353.88,13.5,-0.765,-2.935,9.055
9083,358.19,-6.12,13.5,-0.69,-2.94,8.99
9089,358.16,353.88,13.53,-0.65,-2.94,8.96
9095,358.13,-6.12,13.56,-0.61,-2.94,8.93
9101.5,358.13,353.91,13.625,-0.565,-2.95,9.005
9108,358.13,-6.06,13.69,-0.52,-2.96,9.08
9114.5,358.065,353.94,13.595,-0.485,-2.96,9.1
9121,358,-6.06,13.5,-0.45,-2.96,9.12
9127,358,353.94,13.44,-0.41,-2.985,9.065
9133,358,-6.06,13.38,-0.37,-3.01,9.01
9139,357.97,353.94,13.315,-0.36,-3.035,8.96
9145,357.94,-6.06,13.25,-0.35,-3.06,8.91
9152,357.94,354,13.28,-0.315,-3.055,8.925
9159,357.94,-5.94,13.31,-0.28,-3.05,8.94
9165,357.905,354.03,13.31,-0.195,-2.98,8.985
9171,357.87,-6,13.31,-0.11,-2.91,9.03
9177,357.84,353.97,13.28,-0.035,-2.915,9.025
9183,357.81,-6.06,13.25,0.04,-2.92,9.02
9189,357.78,353.875,13.19,0.045,-2.95,9.02
9195,357.75,-6.19,13.13,0.05,-2.98,9.02
9202,357.75,353.75,13.095,0.035,-2.985,8.97
9209,357.75,-6.31,13.06,0.02,-2.99,8.92
9215,357.75,353.565,12.935,0.075,-3.01,8.815
9221,357.75,-6.56,12.81,0.13,-3.03,8.71
9227,357.78,353.5,12.845,0.12,-3.005,8.725
9233,357.81,-6.44,12.88,0.11,-2.98,8.74
9239,357.84,353.625,12.91,0.125,-2.95,8.755
9245,357.87,-6.31,12.94,0.14,-2.92,8.77
9252,357.935,353.75,12.97,0.135,-2.915,8.77
9259,358,-6.19,13,0.13,-2.91,8.77
9265,358.095,353.97,13.03,0.15,-2.845,8.685
9271,358.19,-5.87,13.06,0.17,-2.78,8.6
9277,358.25,354.22,13.095,0.17,-2.77,8.585
9283,358.31,-5.69,13.13,0.17,-2.76,8.57
9289,358.405,354.375,13.13,0.15,-2.74,8.565
9295,358.5,-5.56,13.13,0.13,-2.72,8.56
9302,358.565,354.5,13.16,0.105,-2.72,8.51
9309,358.63,-5.44,13.19,0.08,-2.72,8.46
9315.5,358.785,354.655,13.22,0.055,-2.71,8.455
9322,358.94,-5.25,13.25,0.03,-2.7,8.45
9328,359.03,354.78,13.25,0.02,-2.655,8.46
9334,359.12,-5.19,13.25,0.01,-2.61,8.47
9340,359.215,354.845,13.28,0.03,-2.585,8.435
9346,359.31,-5.12,13.31,0.05,-2.56,8.4
9352.5,359.405,354.91,13.31,0.05,-2.52,8.375
9359,359.5,-5.06,13.31,0.05,-2.48,8.35
9365.5,359.685,354.875,13.28,-0.03,-2.39,8.35
9372,359.87,-5.19,13.25,-0.11,-2.3,8.35
9378,0,354.75,13.25,-0.15,-2.275,8.355
9384,0.13,-5.31,13.25,-0.19,-2.25,8.36
9390,0.22,354.625,13.22,-0.235,-2.21,8.365
9396,0.31,-5.44,13.19,-0.28,-2.17,8.37
9402.5,0.435,354.5,13.16,-0.375,-2.07,8.455
9409,0.56,-5.56,13.13,-0.47,-1.97,8.54
9415.5,0.81,354.285,13.095,-0.58,-1.95,8.55
9422,1.06,-5.87,13.06,-0.69,-1.93,8.56
9428,1.215,354.035,13.03,-0.88,-1.87,8.55
9434,1.37,-6.06,13,-1.07,-1.81,8.54
9440,1.495,353.815,13,-1.185,-1.77,8.525
9446,1.62,-6.31,13,-1.3,-1.73,8.51
9453,1.78,353.595,13,-1.375,-1.72,8.505
9460,1.94,-6.5,13,-1.45,-1.71,8.5
9466,2.22,353.28,12.97,-1.7,-1.69,8.485
9472,2.5,-6.94,12.94,-1.95,-1.67,8.47
9478,2.655,352.97,12.97,-2.025,-1.635,8.51
9484,2.81,-7.12,13,-2.1,-1.6,8.55
9490,2.935,352.755,13,-2.165,-1.575,8.58
9496,3.06,-7.37,13,-2.23,-1.55,8.61
9503,3.185,352.535,13.03,-2.285,-1.545,8.605
9510,3.31,-7.56,13.06,-2.34,-1.54,8.6
9516,3.53,352.22,13.095,-2.55,-1.48,8.68
9522,3.75,-8,13.13,-2.76,-1.42,8.76
9528,3.845,351.905,13.16,-2.84,-1.395,8.79
9534,3.94,-8.19,13.19,-2.92,-1.37,8.82
9540,4.03,351.685,13.22,-2.97,-1.35,8.86
9546,4.12,-8.44,13.25,-3.02,-1.33,8.9
9553,4.185,351.465,13.315,-3.06,-1.32,8.955
9560,4.25,-8.63,13.38,-3.1,-1.31,9.01
9566,4.375,351.185,13.47,-3.21,-1.295,9.125
9572,4.5,-9,13.56,-3.32,-1.28,9.24
9578.5,4.56,350.935,13.625,-3.36,-1.33,9.265
9585,4.62,-9.13,13.69,-3.4,-1.38,9.29
9591,4.655,350.78,13.72,-3.48,-1.4,9.305
9597,4.69,-9.31,13.75,-3.56,-1.42,9.32
9603.5,4.72,350.595,13.815,-3.595,-1.425,9.345
9610,4.75,-9.5,13.88,-3.63,-1.43,9.37
9616.5,4.78,350.31,14.035,-3.735,-1.45,9.53
9623,4.81,-9.88,14.19,-3.84,-1.47,9.69
9629,4.81,350.03,14.25,-3.85,-1.47,9.77
9635,4.81,-10.06,14.31,-3.86,-1.47,9.85
9641,4.78,349.875,14.405,-3.87,-1.485,9.885
9647,4.75,-10.19,14.5,-3.88,-1.5,9.92
9653.5,4.72,349.715,14.565,-3.85,-1.52,9.95
9660,4.69,-10.38,14.63,-3.82,-1.54,9.98
9666.5,4.595,349.465,14.72,-3.76,-1.59,10.025
9673,4.5,-10.69,14.81,-3.7,-1.64,10.07
9679,4.47,349.28,14.875,-3.725,-1.655,10.115
9685,4.44,-10.75,14.94,-3.75,-1.67,10.16
9691,4.375,349.22,14.97,-3.75,-1.7,10.18
9697,4.31,-10.81,15,-3.75,-1.73,10.2
9704,4.25,349.155,15,-3.75,-1.76,10.19
9711,4.19,-10.88,15,-3.75,-1.79,10.18
9717,4.065,348.965,14.97,-3.8,-1.86,10.11
9723,3.94,-11.19,14.94,-3.85,-1.93,10.04
9729,3.845,348.685,14.875,-3.86,-1.945,9.945
9735,3.75,-11.44,14.81,-3.87,-1.96,9.85
9741,3.655,348.56,14.78,-3.85,-1.975,9.82
9747,3.56,-11.44,14.75,-3.83,-1.99,9.79
9754,3.5,348.56,14.75,-3.825,-1.965,9.745
9761,3.44,-11.44,14.75,-3.82,-1.94,9.7
9767.5,3.22,348.56,14.69,-3.63,-1.98,9.64
9774,3,-11.44,14.63,-3.44,-2.02,9.58
9780,2.905,348.59,14.595,-3.395,-2,9.575
9786,2.81,-11.38,14.56,-3.35,-1.98,9.57
9792,2.685,348.62,14.53,-3.35,-1.975,9.575
9798,2.56,-11.38,14.5,-3.35,-1.97,9.58
9816.5,2.03,348.59,14.375,-3.285,-1.955,9.265
9835,1.5,-11.44,14.25,-3.22,-1.94,8.95
9841,1.375,348.465,14.22,-3.175,-1.93,8.91
9847,1.25,-11.63,14.19,-3.13,-1.92,8.87
9854,1.095,348.31,14.19,-3.075,-1.915,8.885
9861,0.94,-11.75,14.19,-3.02,-1.91,8.9
9867,0.595,348.125,14.22,-2.945,-1.925,8.915
9873,0.25,-12,14.25,-2.87,-1.94,8.93
9879.5,0.06,347.935,14.28,-2.825,-1.89,8.92
9886,359.87,-12.13,14.31,-2.78,-1.84,8.91
9892,359.685,347.81,14.345,-2.81,-1.845,8.96
9898,359.5,-12.25,14.38,-2.84,-1.85,9.01
9904.5,359.31,347.655,14.44,-2.77,-1.82,8.84
9911,359.12,-12.44,14.5,-2.7,-1.79,8.67
9917.5,358.78,347.465,14.595,-2.665,-1.775,8.525
