t_ms,roll,pitch,yaw,ax,ay,az
25024,30.19,-41.13,172.13,-6.27,-0.87,-6.77
25030.5,30.19,318.87,172.095,-6.285,-0.8,-6.84
25037,30.19,-41.13,172.06,-6.3,-0.73,-6.91
25043,30.19,318.87,172.06,-6.29,-0.765,-6.89
25049,30.19,-41.13,172.06,-6.28,-0.8,-6.87
25055,30.19,318.87,172.06,-6.305,-0.815,-6.87
25061,30.19,-41.13,172.06,-6.33,-0.83,-6.87
25067.5,30.19,318.87,172.06,-6.36,-0.855,-6.895
25074,30.19,-41.13,172.06,-6.39,-0.88,-6.92
25080.5,30.22,318.87,172.095,-6.36,-0.855,-6.935
25087,30.25,-41.13,172.13,-6.33,-0.83,-6.95
25093,30.25,318.87,172.16,-6.29,-0.825,-6.98
25099,30.25,-41.13,172.19,-6.25,-0.82,-7.01
25105,30.25,318.87,172.19,-6.275,-0.825,-7
25111,30.25,-41.13,172.19,-6.3,-0.83,-6.99
25117.5,30.28,318.87,172.22,-6.295,-0.815,-6.99
25124,30.31,-41.13,172.25,-6.29,-0.8,-6.99
25130.5,30.31,318.87,172.31,-6.3,-0.855,-6.955
25137,30.31,-41.13,172.37,-6.31,-0.91,-6.92
25143,30.28,318.87,172.405,-6.32,-0.925,-6.915
25149,30.25,-41.13,172.44,-6.33,-0.94,-6.91
25155,30.25,318.905,172.47,-6.325,-0.945,-6.89
25161,30.25,-41.06,172.5,-6.32,-0.95,-6.87
25167.5,30.25,318.94,172.56,-6.305,-0.945,-6.855
25174,30.25,-41.06,172.62,-6.29,-0.94,-6.84
25180.5,30.28,318.97,172.715,-6.28,-0.87,-6.91
25187,30.31,-41,172.81,-6.27,-0.8,-6.98
25193,30.34,319.03,172.905,-6.25,-0.795,-6.965
25199,30.37,-40.94,173,-6.23,-0.79,-6.95
25205,30.37,319.06,173.095,-6.22,-0.79,-6.925
25211,30.37,-40.94,173.19,-6.21,-0.79,-6.9
25218,30.405,319.09,173.315,-6.235,-0.82,-6.885
25225,30.44,-40.88,173.44,-6.26,-0.85,-6.87
25231,30.47,319.185,173.595,-6.245,-0.85,-6.85
25237,30.5,-40.75,173.75,-6.23,-0.85,-6.83
25243,30.53,319.25,173.845,-6.235,-0.785,-6.87
25249,30.56,-40.75,173.94,-6.24,-0.72,-6.91
25255,30.59,319.28,174,-6.21,-0.715,-6.93
25261,30.62,-40.69,174.06,-6.18,-0.71,-6.95
25268,30.655,319.31,174.155,-6.15,-0.665,-6.95
25275,30.69,-40.69,174.25,-6.12,-0.62,-6.95
25281,30.72,319.375,174.405,-6.155,-0.65,-6.915
25287,30.75,-40.56,174.56,-6.19,-0.68,-6.88
25293,30.78,319.44,174.59,-6.18,-0.71,-6.85
25299,30.81,-40.56,174.62,-6.17,-0.74,-6.82
25305,30.81,319.44,174.655,-6.19,-0.78,-6.795
25311,30.81,-40.56,174.69,-6.21,-0.82,-6.77
25318,30.81,319.44,174.72,-6.255,-0.79,-6.795
25325,30.81,-40.56,174.75,-6.3,-0.76,-6.82
25331,30.845,319.405,174.72,-6.255,-0.7,-6.865
25337,30.88,-40.63,174.69,-6.21,-0.64,-6.91
25343.5,30.88,319.37,174.69,-6.21,-0.595,-6.91
25350,30.88,-40.63,174.69,-6.21,-0.55,-6.91
25356,30.88,319.34,174.69,-6.215,-0.525,-6.9
25362,30.88,-40.69,174.69,-6.22,-0.5,-6.89
25368.5,30.91,319.31,174.72,-6.245,-0.51,-6.9
25375,30.94,-40.69,174.75,-6.27,-0.52,-6.91
25381.5,30.97,319.28,174.78,-6.235,-0.615,-6.82
25388,31,-40.75,174.81,-6.2,-0.71,-6.73
25394,31.03,319.25,174.84,-6.215,-0.705,-6.73
25400,31.06,-40.75,174.87,-6.23,-0.7,-6.73
25406,31.09,319.22,174.87,-6.23,-0.665,-6.715
25412,31.12,-40.81,174.87,-6.23,-0.63,-6.7
25418.5,31.12,319.19,174.87,-6.24,-0.585,-6.73
25425,31.12,-40.81,174.87,-6.25,-0.54,-6.76
25431.5,31.185,319.155,174.87,-6.17,-0.47,-6.82
25438,31.25,-40.88,174.87,-6.09,-0.4,-6.88
25444,31.25,319.12,174.87,-6.105,-0.415,-6.89
25450,31.25,-40.88,174.87,-6.12,-0.43,-6.9
25456,31.25,319.12,174.87,-6.155,-0.425,-6.905
25462,31.25,-40.88,174.87,-6.19,-0.42,-6.91
25469,31.25,319.12,174.87,-6.21,-0.435,-6.92
25476,31.25,-40.88,174.87,-6.23,-0.45,-6.93
25482,31.28,319.12,174.87,-6.25,-0.495,-6.93
25488,31.31,-40.88,174.87,-6.27,-0.54,-6.93
25494,31.31,319.09,174.84,-6.27,-0.49,-6.94
25500,31.31,-40.94,174.81,-6.27,-0.44,-6.95
25506,31.31,319.06,174.81,-6.25,-0.445,-6.955
25512,31.31,-40.94,174.81,-6.23,-0.45,-6.96
25519,31.34,319.06,174.81,-6.205,-0.44,-6.965
25526,31.37,-40.94,174.81,-6.18,-0.43,-6.97
25532.5,31.37,319.03,174.81,-6.185,-0.475,-6.93
25539,31.37,-41,174.81,-6.19,-0.52,-6.89
25545,31.37,318.97,174.81,-6.19,-0.52,-6.885
25551,31.37,-41.06,174.81,-6.19,-0.52,-6.88
25557,31.37,318.94,174.78,-6.175,-0.54,-6.875
25563,31.37,-41.06,174.75,-6.16,-0.56,-6.87
25569.5,31.37,318.905,174.72,-6.165,-0.555,-6.88
25576,31.37,-41.13,174.69,-6.17,-0.55,-6.89
25582.5,31.37,318.84,174.655,-6.175,-0.52,-6.905
25589,31.37,-41.19,174.62,-6.18,-0.49,-6.92
25595,31.37,318.81,174.62,-6.19,-0.52,-6.88
25601,31.37,-41.19,174.62,-6.2,-0.55,-6.84
25607.5,31.37,318.81,174.62,-6.245,-0.625,-6.8
25614,31.37,-41.19,174.62,-6.29,-0.7,-6.76
25620.5,31.37,318.81,174.62,-6.29,-0.65,-6.795
25627,31.37,-41.19,174.62,-6.29,-0.6,-6.83
25633.5,31.405,318.78,174.59,-6.265,-0.59,-6.845
25640,31.44,-41.25,174.56,-6.24,-0.58,-6.86
25646,31.47,318.72,174.56,-6.18,-0.59,-6.865
25652,31.5,-41.31,174.56,-6.12,-0.6,-6.87
25658,31.5,318.69,174.56,-6.11,-0.615,-6.85
25664,31.5,-41.31,174.56,-6.1,-0.63,-6.83
25670.5,31.5,318.69,174.56,-6.14,-0.565,-6.88
25677,31.5,-41.31,174.56,-6.18,-0.5,-6.93
25683.5,31.5,318.66,174.53,-6.175,-0.58,-6.875
25690,31.5,-41.37,174.5,-6.17,-0.66,-6.82
25696,31.53,318.63,174.5,-6.2,-0.645,-6.815
25702,31.56,-41.37,174.5,-6.23,-0.63,-6.81
25708,31.56,318.63,174.5,-6.225,-0.615,-6.83
25714,31.56,-41.37,174.5,-6.22,-0.6,-6.85
25720.5,31.56,318.63,174.5,-6.205,-0.585,-6.89
25727,31.56,-41.37,174.5,-6.19,-0.57,-6.93
25733.5,31.59,318.63,174.47,-6.18,-0.565,-6.935
25740,31.62,-41.37,174.44,-6.17,-0.56,-6.94
25746,31.655,318.66,174.47,-6.195,-0.565,-6.925
25752,31.69,-41.31,174.5,-6.22,-0.57,-6.91
25758,31.69,318.69,174.5,-6.23,-0.575,-6.9
25764,31.69,-41.31,174.5,-6.24,-0.58,-6.89
25770.5,31.69,318.69,174.5,-6.245,-0.58,-6.9
25777,31.69,-41.31,174.5,-6.25,-0.58,-6.91
25783.5,31.72,318.69,174.5,-6.245,-0.58,-6.93
25790,31.75,-41.31,174.5,-6.24,-0.58,-6.95
25796,31.75,318.69,174.5,-6.25,-0.575,-6.945
25802,31.75,-41.31,174.5,-6.26,-0.57,-6.94
25808,31.78,318.69,174.5,-6.27,-0.58,-6.95
25814,31.81,-41.31,174.5,-6.28,-0.59,-6.96
25820.5,31.81,318.72,174.5,-6.29,-0.59,-6.975
25827,31.81,-41.25,174.5,-6.3,-0.59,-6.99
25833.5,31.84,318.72,174.53,-6.27,-0.585,-6.97
25840,31.87,-41.31,174.56,-6.24,-0.58,-6.95
25846,31.905,318.69,174.56,-6.23,-0.585,-6.945
25852,31.94,-41.31,174.56,-6.22,-0.59,-6.94
25859,31.94,318.69,174.56,-6.235,-0.575,-6.925
25866,31.94,-41.31,174.56,-6.25,-0.56,-6.91
25884.5,31.97,318.69,174.53,-6.305,-0.59,-6.88
25903,32,-41.31,174.5,-6.36,-0.62,-6.85
25909,32,318.69,174.5,-6.35,-0.65,-6.82
25915,32,-41.31,174.5,-6.34,-0.68,-6.79
25921.5,32.03,318.66,174.5,-6.33,-0.68,-6.79
25928,32.06,-41.37,174.5,-6.32,-0.68,-6.79
25934.5,32.06,318.63,174.47,-6.28,-0.615,-6.805
25941,32.06,-41.37,174.44,-6.24,-0.55,-6.82
25947,32.095,318.595,174.44,-6.22,-0.51,-6.82
25953,32.13,-41.44,174.44,-6.2,-0.47,-6.82
25959,32.13,318.56,174.44,-6.165,-0.475,-6.805
25965,32.13,-41.44,174.44,-6.13,-0.48,-6.79
25971.5,32.13,318.56,174.44,-6.14,-0.45,-6.82
25978,32.13,-41.44,174.44,-6.15,-0.42,-6.85
25984.5,32.16,318.53,174.44,-6.155,-0.44,-6.855
25991,32.19,-41.5,174.44,-6.16,-0.46,-6.86
25997,32.19,318.5,174.44,-6.17,-0.445,-6.875
26003,32.19,-41.5,174.44,-6.18,-0.43,-6.89
26009,32.19,318.5,174.44,-6.195,-0.425,-6.915
26015,32.19,-41.5,174.44,-6.21,-0.42,-6.94
26021.5,32.19,318.5,174.44,-6.215,-0.415,-6.98
26028,32.19,-41.5,174.44,-6.22,-0.41,-7.02
26034.5,32.19,318.5,174.44,-6.195,-0.405,-7.005
26041,32.19,-41.5,174.44,-6.17,-0.4,-6.99
26047,32.19,318.5,174.47,-6.18,-0.41,-6.98
26053,32.19,-41.5,174.5,-6.19,-0.42,-6.97
26060,32.19,318.5,174.5,-6.215,-0.435,-6.96
26067,32.19,-41.5,174.5,-6.24,-0.45,-6.95
26073.5,32.19,318.5,174.53,-6.265,-0.51,-6.95
26080,32.19,-41.5,174.56,-6.29,-0.57,-6.95
26086.5,32.16,318.5,174.56,-6.275,-0.595,-6.925
26093,32.13,-41.5,174.56,-6.26,-0.62,-6.9
26099,32.13,318.5,174.56,-6.26,-0.615,-6.91
26105,32.13,-41.5,174.56,-6.26,-0.61,-6.92
26111,32.13,318.5,174.56,-6.275,-0.615,-6.92
26117,32.13,-41.5,174.56,-6.29,-0.62,-6.92
26123,32.13,318.5,174.59,-6.255,-0.62,-6.895
26129,32.13,-41.5,174.62,-6.22,-0.62,-6.87
26135.5,32.13,318.5,174.62,-6.225,-0.61,-6.875
26142,32.13,-41.5,174.62,-6.23,-0.6,-6.88
26148,32.095,318.5,174.655,-6.255,-0.615,-6.87
26154,32.06,-41.5,174.69,-6.28,-0.63,-6.86
26160,32.06,318.5,174.69,-6.275,-0.64,-6.865
26166,32.06,-41.5,174.69,-6.27,-0.65,-6.87
26172.5,32.06,318.5,174.69,-6.27,-0.67,-6.87
26179,32.06,-41.5,174.69,-6.27,-0.69,-6.87
26185.5,32.06,318.5,174.72,-6.265,-0.745,-6.84
26192,32.06,-41.5,174.75,-6.26,-0.8,-6.81
26198,32.06,318.5,174.75,-6.24,-0.795,-6.805
26204,32.06,-41.5,174.75,-6.22,-0.79,-6.8
26211,32.06,318.5,174.75,-6.22,-0.74,-6.815
26218,32.06,-41.5,174.75,-6.22,-0.69,-6.83
26224.5,32.06,318.5,174.75,-6.195,-0.645,-6.875
26231,32.06,-41.5,174.75,-6.17,-0.6,-6.92
26237,32.06,318.5,174.75,-6.195,-0.585,-6.93
26243,32.06,-41.5,174.75,-6.22,-0.57,-6.94
26249,32.06,318.5,174.75,-6.19,-0.6,-6.925
26255,32.06,-41.5,174.75,-6.16,-0.63,-6.91
26261,32.06,318.5,174.78,-6.065,-0.65,-6.825
26267,32.06,-41.5,174.81,-5.97,-0.67,-6.74
26273.5,32.06,318.5,174.81,-6.09,-0.64,-6.75
26280,32.06,-41.5,174.81,-6.21,-0.61,-6.76
26286,32.06,318.5,174.81,-6.18,-0.635,-6.785
26292,32.06,-41.5,174.81,-6.15,-0.66,-6.81
26298,32.06,318.5,174.81,-6.125,-0.56,-6.77
26304,32.06,-41.5,174.81,-6.1,-0.46,-6.73
26310,32.06,318.53,174.81,-6.19,-0.475,-6.89
26316,32.06,-41.44,174.81,-6.28,-0.49,-7.05
26322.5,32.06,318.56,174.84,-6.2,-0.54,-6.99
26329,32.06,-41.44,174.87,-6.12,-0.59,-6.93
26335.5,32.06,318.595,174.905,-6.175,-0.615,-6.93
26342,32.06,-41.37,174.94,-6.23,-0.64,-6.93
26348,32.06,318.595,174.94,-6.215,-0.685,-6.885
26354,32.06,-41.44,174.94,-6.2,-0.73,-6.84
26361,32.06,318.56,174.905,-6.245,-0.73,-6.875
26368,32.06,-41.44,174.87,-6.29,-0.73,-6.91
26374,32.06,318.56,174.87,-6.235,-0.645,-6.9
26380,32.06,-41.44,174.87,-6.18,-0.56,-6.89
26386.5,32.06,318.595,174.905,-6.205,-0.555,-6.89
26393,32.06,-41.37,174.94,-6.23,-0.55,-6.89
26399,32.095,318.63,174.94,-6.195,-0.525,-6.88
26405,32.13,-41.37,174.94,-6.16,-0.5,-6.87
26411,32.13,318.66,174.94,-6.205,-0.48,-6.91
26417,32.13,-41.31,174.94,-6.25,-0.46,-6.95
26423.5,32.13,318.69,174.97,-6.27,-0.49,-6.955
26430,32.13,-41.31,175,-6.29,-0.52,-6.96
26436.5,32.16,318.69,175,-6.24,-0.58,-6.935
26443,32.19,-41.31,175,-6.19,-0.64,-6.91
26449,32.19,318.72,175.03,-6.215,-0.645,-6.905
26455,32.19,-41.25,175.06,-6.24,-0.65,-6.9
26461,32.19,318.75,175.06,-6.23,-0.63,-6.92
26467,32.19,-41.25,175.06,-6.22,-0.61,-6.94
26473.5,32.22,318.75,175.06,-6.2,-0.53,-6.975
26480,32.25,-41.25,175.06,-6.18,-0.45,-7.01
26486.5,32.25,318.75,175.09,-6.175,-0.535,-6.98
26493,32.25,-41.25,175.12,-6.17,-0.62,-6.95
26499,32.28,318.78,175.12,-6.14,-0.635,-6.915
26505,32.31,-41.19,175.12,-6.11,-0.65,-6.88
26512,32.31,318.81,175.12,-6.105,-0.62,-6.865
26519,32.31,-41.19,175.12,-6.1,-0.59,-6.85
26525,32.31,318.81,175.12,-6.055,-0.565,-6.89
26531,32.31,-41.19,175.12,-6.01,-0.54,-6.93
26537.5,32.31,318.81,175.09,-5.99,-0.565,-6.945
26544,32.31,-41.19,175.06,-5.97,-0.59,-6.96
26550,32.31,318.81,175.06,-5.985,-0.57,-6.96
26556,32.31,-41.19,175.06,-6,-0.55,-6.96
26563,32.31,318.81,175.03,-6.015,-0.575,-6.975
26570,32.31,-41.19,175,-6.03,-0.6,-6.99
26576,32.31,318.81,175,-5.98,-0.655,-7.03
26582,32.31,-41.19,175,-5.93,-0.71,-7.07
26588.5,32.31,318.81,175,-5.895,-0.72,-7.08
26595,32.31,-41.19,175,-5.86,-0.73,-7.09
26601.5,32.31,318.84,175,-5.825,-0.72,-7.145
26608,32.31,-41.13,175,-5.79,-0.71,-7.2
26614.5,32.28,318.87,174.97,-6.13,-0.845,-7.255
26621,32.25,-41.13,174.94,-6.47,-0.98,-7.31
26627.5,32.25,318.84,174.905,-6.47,-1.15,-7.4
26634,32.25,-41.19,174.87,-6.47,-1.32,-7.49
26640.5,32.25,318.78,174.87,-6.335,-1.285,-7.405
26647,32.25,-41.25,174.87,-6.2,-1.25,-7.32
26653.5,32.25,318.72,174.84,-6.31,-1.305,-7.35
26660,32.25,-41.31,174.81,-6.42,-1.36,-7.38
26666,32.28,318.66,174.78,-6.195,-1.35,-7.32
26672,32.31,-41.37,174.75,-5.97,-1.34,-7.26
26678.5,32.31,318.44,174.625,-6.2,-1.12,-7.435
26685,32.31,-41.75,174.5,-6.43,-0.9,-7.61
26692.5,32.31,318.125,174.375,-6.51,-0.635,-7.815
26700,32.31,-42,174.25,-6.59,-0.37,-8.02
26706.5,32.31,317.75,174.185,-5.985,-0.715,-7.95
26713,32.31,-42.5,174.12,-5.38,-1.06,-7.88
26719,32.345,317.405,174.185,-5.565,-1.065,-7.565
26725,32.38,-42.69,174.25,-5.75,-1.07,-7.25
26732.5,32.41,317.25,174.345,-5.825,-1.135,-7.225
26740,32.44,-42.81,174.44,-5.9,-1.2,-7.2
26746.5,32.535,317,174.595,-5.825,-1.34,-7.11
26753,32.63,-43.19,174.75,-5.75,-1.48,-7.02
26759,32.69,316.715,174.845,-5.64,-1.49,-7
26765,32.75,-43.38,174.94,-5.53,-1.5,-6.98
26772,32.845,316.56,175.03,-5.53,-1.505,-6.98
26779,32.94,-43.5,175.12,-5.53,-1.51,-6.98
26785.5,33.035,316.405,175.185,-5.555,-1.405,-7.05
26792,33.13,-43.69,175.25,-5.58,-1.3,-7.12
26798,33.345,316.125,175.435,-5.61,-1.315,-7.12
26804,33.56,-44.06,175.62,-5.64,-1.33,-7.12
26810,33.655,315.94,175.62,-5.67,-1.335,-7.115
26816,33.75,-44.06,175.62,-5.7,-1.34,-7.11
26822,33.845,315.94,175.59,-5.72,-1.365,-7.08
26828,33.94,-44.06,175.56,-5.74,-1.39,-7.05
26835,34.035,315.905,175.53,-5.865,-1.42,-6.975
26842,34.13,-44.13,175.5,-5.99,-1.45,-6.9
26848.5,34.38,315.685,175.655,-6.04,-1.485,-6.87
26855,34.63,-44.5,175.81,-6.09,-1.52,-6.84
26861,34.755,315.405,175.84,-6.18,-1.48,-6.815
26867,34.88,-44.69,175.87,-6.27,-1.44,-6.79
26885.5,39.535,314.905,175.84,-6.475,-1.42,-6.66
26904,44.19,-45.5,175.81,-6.68,-1.4,-6.53
26910,44.375,314.375,175.78,-6.7,-1.37,-6.485
26916,44.56,-45.75,175.75,-6.72,-1.34,-6.44
26923,44.84,314.155,175.655,-6.73,-1.28,-6.405
26930,45.12,-45.94,175.56,-6.74,-1.22,-6.37
26936.5,45.405,313.935,175.5,-6.82,-1.155,-6.275
26943,45.69,-46.19,175.44,-6.9,-1.09,-6.18
26949,46.345,313.59,175.22,-6.945,-1.05,-6.18
26955,47,-46.63,175,-6.99,-1.01,-6.18
26961,47.375,313.245,174.905,-7.035,-0.965,-6.19
26967,47.75,-46.88,174.81,-7.08,-0.92,-6.2
26974,48.125,313.03,174.685,-7.065,-0.87,-6.16
26981,48.5,-47.06,174.56,-7.05,-0.82,-6.12
26987.5,49.155,312.78,174.375,-7.06,-0.805,-6.045
26994,49.81,-47.38,174.19,-7.07,-0.79,-5.97
27000,50.125,312.53,174.125,-7.07,-0.745,-5.915
27006,50.44,-47.56,174.06,-7.07,-0.7,-5.86
27012,50.72,312.41,174,-7.07,-0.655,-5.77
27018,51,-47.62,173.94,-7.07,-0.61,-5.68
27025,51.28,312.315,173.875,-7.05,-0.56,-5.625
27032,51.56,-47.75,173.81,-7.03,-0.51,-5.57
27038.5,52.125,312.185,173.685,-6.915,-0.4,-5.475
27045,52.69,-47.88,173.56,-6.8,-0.29,-5.38
27051,53,312.09,173.5,-6.785,-0.27,-5.31
27057,53.31,-47.94,173.44,-6.77,-0.25,-5.24
27063,53.625,312.06,173.345,-6.73,-0.2,-5.235
27069,53.94,-47.94,173.25,-6.69,-0.15,-5.23
27075.5,54.315,312.06,173.125,-6.68,-0.085,-5.245
27082,54.69,-47.94,173,-6.67,-0.02,-5.26
27088.5,55.375,312.125,172.75,-6.69,0.005,-5.265
27095,56.06,-47.81,172.5,-6.71,0.03,-5.27
27101,56.375,312.22,172.405,-6.82,-0.03,-5.225
27107,56.69,-47.75,172.31,-6.93,-0.09,-5.18
27113,56.97,312.345,172.22,-7.07,-0.21,-5.085
27119,57.25,-47.56,172.13,-7.21,-0.33,-4.99
27125.5,57.53,312.5,172.035,-7.215,-0.4,-4.96
27132,57.81,-47.44,171.94,-7.22,-0.47,-4.93
27138.5,58.405,312.75,171.78,-7.23,-0.505,-4.89
27145,59,-47.06,171.62,-7.24,-0.54,-4.85
27151,59.345,313.03,171.53,-7.285,-0.55,-4.88
27157,59.69,-46.88,171.44,-7.33,-0.56,-4.91
27163,60.065,313.245,171.345,-7.375,-0.62,-4.95
27169,60.44,-46.63,171.25,-7.42,-0.68,-4.99
27176,60.815,313.5,171.125,-7.445,-0.72,-5.055
27183,61.19,-46.37,171,-7.47,-0.76,-5.12
27189,62,313.94,170.72,-7.765,-0.805,-5.435
27195,62.81,-45.75,170.44,-8.06,-0.85,-5.75
27201,63.22,314.405,170.315,-8.225,-0.865,-5.825
27207,63.63,-45.44,170.19,-8.39,-0.88,-5.9
27213,64.095,314.75,170,-8.565,-0.91,-6.005
27219,64.56,-45.06,169.81,-8.74,-0.94,-6.11
27226,65,315.125,169.625,-9.085,-1.065,-6.315
27233,65.44,-44.69,169.44,-9.43,-1.19,-6.52
27239,66.375,315.655,169.065,-9.77,-1.48,-6.615
27245,67.31,-44,168.69,-10.11,-1.77,-6.71
27251,55.81,316.155,168.47,-10.29,-1.56,-6.74
27257,44.31,-43.69,168.25,-10.47,-1.35,-6.77
27263,44.22,316.435,168,-10.84,-1.625,-6.75
27269,44.13,-43.44,167.75,-11.21,-1.9,-6.73
27276,44.035,316.655,167.5,-11.365,-1.92,-6.655
27283,43.94,-43.25,167.25,-11.52,-1.94,-6.58
27289.5,43.845,316.81,166.75,-11.215,-1.965,-6.26
27296,43.75,-43.13,166.25,-10.91,-1.99,-5.94
27302,43.78,316.87,166.03,-10.685,-1.93,-5.87
27308,43.81,-43.13,165.81,-10.46,-1.87,-5.8
27314,58.84,316.84,165.625,-10.315,-1.745,-5.815
27320,73.87,-43.19,165.44,-10.17,-1.62,-5.83
27326.5,74.37,316.81,165.22,-10.07,-1.45,-5.89
27333,74.87,-43.19,165,-9.97,-1.28,-5.95
27339.5,75.965,316.75,164.435,-9.63,-1.01,-6.02
27346,77.06,-43.31,163.87,-9.29,-0.74,-6.09
27352,77.59,316.655,163.56,-9.245,-0.88,-5.975
27358,78.12,-43.38,163.25,-9.2,-1.02,-5.86
27364,78.59,316.59,162.935,-8.995,-0.905,-5.625
27370,79.06,-43.44,162.62,-8.79,-0.79,-5.39
27376.5,79.5,316.56,162.31,-8.64,-0.86,-5.24
27383,79.94,-43.44,162,-8.49,-0.93,-5.09
27389.5,80.875,316.625,161.375,-8.16,-1.19,-4.81
27396,81.81,-43.31,160.75,-7.83,-1.45,-4.53
27402,82.31,316.75,160.405,-7.66,-1.59,-4.365
27408,82.81,-43.19,160.06,-7.49,-1.73,-4.2
27414,83.375,316.905,159.715,-7.405,-1.725,-4.225
27420,83.94,-43,159.37,-7.32,-1.72,-4.25
27427,84.53,317.125,159,-7.305,-1.655,-4.335
27434,85.12,-42.75,158.63,-7.29,-1.59,-4.42
27440,86.215,317.56,158,-6.97,-1.525,-4.44
27446,87.31,-42.13,157.37,-6.65,-1.46,-4.46
27452,87.78,318.09,157.155,-6.535,-1.52,-4.44
27458,88.25,-41.69,156.94,-6.42,-1.58,-4.42
27464,88.78,318.53,156.69,-6.305,-1.6,-4.38
27470,89.31,-41.25,156.44,-6.19,-1.62,-4.34
27477,89.935,318.97,156.155,-5.97,-1.725,-4.415
27484,90.56,-40.81,155.87,-5.75,-1.83,-4.49
27490,92.125,319.69,155.155,-5.45,-1.89,-4.66
27496,93.69,-39.81,154.44,-5.15,-1.95,-4.83
27502,94.595,320.47,154,-5.06,-1.82,-4.97
27508,95.5,-39.25,153.56,-4.97,-1.69,-5.11
27514,96.47,321.03,153.155,-5.025,-1.425,-5.7
27520,97.44,-38.69,152.75,-5.08,-1.16,-6.29
27527,98.345,321.625,152.375,-4.985,-1.095,-6.495
27534,99.25,-38.06,152,-4.89,-1.03,-6.7
27540,100.815,322.595,151.5,-4.8,-1.225,-6.705
27546,102.38,-36.75,151,-4.71,-1.42,-6.71
27552,103.095,323.595,150.78,-4.555,-1.8,-6.685
27558,103.81,-36.06,150.56,-4.4,-2.18,-6.66
27564,104.59,324.25,150.31,-4.27,-2.18,-6.685
27570,105.37,-35.44,150.06,-4.14,-2.18,-6.71
27577,70.125,324.905,149.78,-4.05,-2.395,-6.675
27584,34.88,-34.75,149.5,-3.96,-2.61,-6.64
27590,34.255,325.935,148.75,-3.795,-2.91,-6.73
27596,33.63,-33.38,148,-3.63,-3.21,-6.82
27602.5,33.315,326.995,147.595,-3.625,-3.205,-6.94
27609,33,-32.63,147.19,-3.62,-3.2,-7.06
27615,32.72,327.75,146.815,-3.43,-3.27,-7.21
27621,32.44,-31.87,146.44,-3.24,-3.34,-7.36
27627.5,75.125,328.505,146.03,-3.23,-3.385,-7.41
27634,117.81,-31.12,145.62,-3.22,-3.43,-7.46
27640.5,119.905,329.595,144.965,-3.105,-3.105,-7.795
27647,122,-29.69,144.31,-2.99,-2.78,-8.13
27653,122.935,330.655,144.06,-2.69,-3.07,-8.18
27659,123.87,-29,143.81,-2.39,-3.36,-8.23
27665,124.78,331.31,143.56,-2.225,-3.445,-8.21
27671,125.69,-28.38,143.31,-2.06,-3.53,-8.19
27677.5,126.595,331.965,143.06,-1.81,-3.89,-8.225
27684,127.5,-27.69,142.81,-1.56,-4.25,-8.26
27690.5,129.31,333.03,142.28,-1.845,-4.36,-8.175
27697,131.12,-26.25,141.75,-2.13,-4.47,-8.09
27703,132.06,334.155,141.5,-2.19,-4.45,-8.015
27709,133,-25.44,141.25,-2.25,-4.43,-7.94
27715,133.935,334.965,141.065,-2.275,-4.63,-7.785
27721,134.87,-24.63,140.88,-2.3,-4.83,-7.63
27728,135.745,335.75,140.69,-2.265,-4.845,-7.59
27735,136.62,-23.87,140.5,-2.23,-4.86,-7.55
27741,138.185,336.815,140.155,-2.285,-4.615,-7.67
27747,139.75,-22.5,139.81,-2.34,-4.37,-7.79
27753,140.5,337.815,139.685,-2.26,-4.605,-7.91
27759,141.25,-21.87,139.56,-2.18,-4.84,-8.03
27765,82.875,338.44,139.465,-2.06,-4.95,-7.985
27771,24.5,-21.25,139.37,-1.94,-5.06,-7.94
27778,24.28,339.03,139.28,-1.96,-5.105,-7.86
27785,24.06,-20.69,139.19,-1.98,-5.15,-7.78
27791.5,23.56,339.935,138.97,-2.1,-5.14,-7.895
27798,23.06,-19.44,138.75,-2.22,-5.13,-8.01
27804,22.78,340.845,138.655,-2.155,-5.18,-8.02
27810,22.5,-18.87,138.56,-2.09,-5.23,-8.03
27816,22.25,341.41,138.5,-1.965,-5.325,-8
27822,22,-18.31,138.44,-1.84,-5.42,-7.97
27828.5,21.75,342,138.375,-1.815,-5.59,-7.88
27835,21.5,-17.69,138.31,-1.79,-5.76,-7.79
27841.5,20.97,342.905,138.215,-2.105,-5.91,-7.525
27848,20.44,-16.5,138.12,-2.42,-6.06,-7.26
27854,20.19,343.81,138.03,-2.61,-6.04,-7.235
27860,19.94,-15.88,137.94,-2.8,-6.02,-7.21
27866,19.69,344.405,137.845,-2.79,-6.12,-7.265
27872,19.44,-15.31,137.75,-2.78,-6.22,-7.32
27890.5,18.75,345.535,137.315,-2.23,-6.01,-7.64
27909,18.06,-13.62,136.88,-1.68,-5.8,-7.96
27915.5,17.905,346.595,136.785,-1.63,-5.835,-7.92
27922,17.75,-13.19,136.69,-1.58,-5.87,-7.88
27928.5,17.53,347.03,136.595,-1.655,-5.82,-7.86
27935,17.31,-12.75,136.5,-1.73,-5.77,-7.84
27941.5,16.84,347.72,136.375,-2.005,-6.19,-7.705
27948,16.37,-11.81,136.25,-2.28,-6.61,-7.57
27954,16.125,348.44,136.185,-2.325,-6.94,-7.465
27960,15.88,-11.31,136.12,-2.37,-7.27,-7.36
27966,15.66,348.94,136.09,-2.435,-6.735,-7.28
