....
WiFi connected.
10.202.222.1
t_ms,roll,pitch,yaw,ax,ay,az
18641,67.50,-16.44,69.50,-6.810,-13.990,-13.640
18654,68.56,-16.50,69.44,-8.580,-15.460,-15.400
18667,68.94,-16.37,69.19,-11.600,-17.850,-17.340
18679,68.19,-16.44,69.00,-11.150,-17.000,-17.560
18691,67.50,-16.75,68.94,-10.870,-15.520,-17.490
18704,67.06,-17.37,68.94,-8.770,-12.370,-15.570
18717,66.69,-18.56,69.12,-5.370,-10.430,-12.310
18729,66.25,-18.62,69.06,-4.190,-9.800,-11.140
18741,65.69,-18.44,68.94,-4.040,-9.530,-10.620
18755,65.06,-18.06,68.81,-4.240,-9.470,-10.340
18767,63.31,-17.25,68.69,-2.370,-8.450,-8.750
18779,62.31,-16.87,68.81,-2.010,-7.890,-8.080
18791,61.25,-16.56,69.06,-2.020,-7.210,-6.960
18805,60.12,-16.19,69.44,-0.650,-6.430,-4.410
18817,58.06,-15.13,70.50,-0.680,-6.800,-2.230
18830,57.06,-14.50,71.19,-0.590,-7.210,-1.150
18842,56.00,-13.94,71.94,-0.150,-7.910,0.650
18879,51.44,-12.50,76.06,0.810,-13.140,8.590
18891,50.19,-12.25,77.19,0.990,-14.060,10.470
18905,48.94,-12.13,78.31,1.390,-14.590,12.110
18917,47.62,-12.06,79.37,3.880,-16.690,17.830
18930,45.00,-12.44,81.50,4.580,-17.490,19.510
18942,43.69,-12.88,82.37,7.090,-18.840,22.950
18956,42.44,-13.38,83.19,8.470,-19.620,24.610
18968,41.06,-14.31,83.69,7.930,-20.420,25.210
18980,41.00,-14.56,83.19,8.130,-18.220,23.620
18992,41.25,-14.69,82.12,8.150,-15.960,21.880
19006,41.88,-14.69,80.75,7.750,-13.690,19.760
19019,44.06,-14.56,77.50,5.070,-9.210,13.840
19031,45.44,-14.44,75.81,4.440,-8.240,11.860
19043,46.94,-14.44,74.25,2.920,-7.800,9.930
19056,48.50,-14.44,72.75,0.170,-7.640,7.620
19069,51.19,-14.81,70.06,0.890,-6.180,6.040
19081,52.38,-15.13,68.81,0.990,-5.620,5.320
19093,53.69,-15.50,67.75,0.700,-4.800,4.010
19106,55.12,-15.81,66.75,0.830,-4.160,3.000
19119,58.50,-15.81,64.87,-1.950,-5.950,-0.370
19131,60.50,-15.44,63.94,-2.840,-7.090,-1.770
19143,62.38,-14.94,63.00,-3.250,-7.870,-2.970
19156,63.94,-14.56,62.06,-2.630,-8.490,-3.530
19169,66.31,-14.44,60.94,-3.430,-11.670,-6.270
19181,67.19,-14.38,60.38,-3.440,-12.200,-7.360
19193,67.87,-13.88,59.75,-5.480,-11.950,-11.360
19207,69.06,-13.38,59.06,-8.100,-14.190,-11.200
19219,70.25,-11.38,58.19,-9.770,-18.740,-11.930
19231,69.44,-10.00,58.13,-12.160,-21.970,-12.360
19243,68.31,-9.13,58.31,-13.690,-22.360,-12.970
19257,67.44,-9.06,58.50,-13.960,-21.540,-13.110
19269,67.50,-11.38,58.38,-7.910,-15.920,-10.320
19282,67.69,-12.63,58.19,-6.820,-14.740,-9.090
19294,67.12,-13.13,58.00,-5.660,-13.890,-9.000
19307,65.69,-12.75,57.75,-4.410,-12.520,-9.500
19320,62.50,-11.56,57.38,-2.880,-10.720,-8.830
19332,61.25,-11.44,57.38,-2.070,-10.260,-7.970
19344,60.19,-11.56,57.50,-1.230,-9.270,-6.120
19357,59.25,-11.94,57.75,-0.820,-8.850,-5.240
19370,57.50,-12.81,58.56,0.130,-7.650,-3.230
19382,56.06,-12.63,59.13,0.770,-7.510,-2.200
19394,54.56,-12.37,59.81,0.200,-6.820,-1.290
19408,53.13,-12.19,60.56,0.650,-6.570,-0.430
19420,49.94,-12.19,62.75,1.350,-7.670,4.380
19432,48.31,-12.25,64.12,1.270,-9.400,6.430
19444,46.75,-12.37,65.56,0.750,-12.870,10.740
19458,45.12,-12.56,67.00,2.110,-13.770,12.900
19470,41.69,-13.25,69.56,4.310,-14.610,16.810
19483,40.00,-13.81,70.75,7.090,-14.450,20.930
19495,38.31,-14.56,71.87,8.000,-14.080,22.590
19508,36.69,-15.50,73.06,9.060,-13.810,23.930
19521,34.19,-17.31,74.94,10.950,-15.790,27.400
19533,33.63,-17.94,75.37,10.860,-15.900,27.210
19545,33.63,-18.19,75.31,10.340,-15.530,26.100
19558,34.13,-18.19,74.69,8.440,-13.960,22.200
19571,36.38,-17.81,72.31,6.390,-11.410,17.470
19583,37.81,-17.62,70.87,5.410,-9.740,15.100
19595,39.38,-17.56,69.50,3.530,-7.670,11.670
19609,41.00,-17.50,68.19,2.670,-6.980,10.270
19621,44.25,-17.62,65.94,2.120,-5.160,7.520
19633,45.88,-17.69,65.00,1.770,-4.820,6.660
19645,47.62,-17.81,64.25,0.760,-5.510,5.780
19659,49.44,-17.87,63.50,-0.560,-6.120,5.120
19672,53.06,-17.94,62.19,-0.950,-5.570,2.050
19684,54.88,-17.94,61.50,-1.100,-5.420,1.110
19696,56.63,-17.81,60.94,-1.430,-5.870,-0.610
19709,58.31,-17.81,60.50,-1.910,-6.420,-1.530
19722,61.19,-18.12,60.12,-2.740,-8.420,-2.350
19734,62.31,-18.44,60.12,-2.530,-10.060,-3.490
19746,63.44,-18.62,60.00,-3.550,-11.360,-4.010
19759,64.50,-18.56,59.69,-2.800,-10.310,-5.640
19772,66.81,-17.37,58.38,-7.700,-13.920,-11.570
19784,67.37,-16.19,58.00,-9.830,-16.600,-12.830
19796,67.19,-14.63,57.88,-12.770,-18.470,-14.230
19810,66.56,-13.31,58.13,-19.200,-24.200,-14.250
19822,66.75,-14.25,59.06,-17.160,-23.920,-12.720
19834,67.50,-16.06,59.31,-13.060,-17.380,-12.730
19846,68.31,-17.94,59.44,-11.610,-15.940,-11.390
19883,62.88,-16.19,58.13,-5.560,-11.980,-9.980
19895,61.25,-15.44,57.88,-4.460,-11.820,-9.270
19909,60.06,-15.19,57.88,-4.000,-11.540,-8.650
19921,59.25,-15.44,57.94,-1.850,-9.580,-6.530
19934,57.38,-15.81,58.38,-0.610,-8.460,-5.480
19946,55.88,-15.25,58.75,0.470,-6.750,-3.900
19960,54.31,-14.69,59.13,1.580,-6.240,-2.590
19972,51.25,-13.50,60.44,1.520,-6.260,-0.330
19985,49.69,-13.00,61.37,2.020,-7.260,1.920
19997,48.13,-12.63,62.50,1.920,-8.290,3.180
20010,46.44,-12.37,63.75,2.260,-9.110,4.820
20023,42.94,-12.37,66.44,3.550,-12.130,9.610
20035,41.13,-12.56,67.75,4.280,-13.100,11.480
20047,39.38,-12.75,69.06,5.150,-14.120,13.750
20061,37.63,-13.00,70.25,7.950,-15.930,19.450
20073,34.50,-13.94,72.37,10.040,-16.970,24.030
20085,33.19,-14.56,73.06,12.840,-16.780,26.380
20097,32.25,-15.19,73.50,13.300,-15.990,26.160
20111,31.81,-15.69,73.50,13.260,-15.250,25.510
20124,32.44,-15.81,72.44,11.510,-13.270,21.730
20136,33.38,-15.69,71.44,10.590,-12.450,19.950
20148,34.63,-15.50,70.25,9.890,-11.450,17.980
20161,36.06,-15.38,68.94,9.230,-10.340,16.090
20174,39.38,-15.19,66.31,6.330,-7.910,10.330
20186,41.19,-15.13,65.06,5.540,-7.490,9.120
20198,43.06,-15.06,63.81,4.360,-7.210,7.360
20211,45.00,-15.00,62.69,3.620,-7.140,6.670
20224,48.81,-15.19,60.63,2.340,-7.240,5.210
20236,50.69,-15.44,59.81,-0.090,-7.790,3.880
20248,52.31,-15.81,59.00,-0.140,-7.450,3.460
20262,53.87,-16.31,58.25,0.630,-6.880,3.050
20274,56.88,-17.50,57.00,-0.610,-6.650,-0.050
20286,58.31,-18.19,56.63,-1.300,-6.500,-1.320
20298,59.75,-18.87,56.31,-1.420,-6.750,-2.380
20312,61.06,-19.50,56.19,-3.780,-8.220,-5.530
20324,63.38,-20.62,56.31,-6.670,-9.920,-8.320
20336,64.37,-20.88,56.44,-10.230,-11.930,-10.420
20348,65.25,-20.88,56.44,-11.400,-12.190,-11.900
20362,66.44,-21.12,56.50,-12.690,-13.410,-12.550
20375,67.25,-21.06,56.44,-14.010,-15.640,-12.630
20387,66.75,-20.88,56.44,-14.230,-15.260,-12.010
20399,65.62,-20.62,56.50,-14.360,-15.120,-12.290
20412,64.62,-20.94,56.69,-14.470,-14.570,-12.540
20425,63.63,-22.87,57.44,-9.900,-9.220,-10.910
20437,62.88,-23.06,57.75,-8.870,-8.810,-9.510
20449,61.94,-22.69,58.00,-6.560,-9.760,-8.580
20462,61.00,-22.06,58.19,-6.630,-10.360,-8.190
20475,58.81,-20.69,58.81,-4.900,-10.540,-7.120
20487,57.62,-20.06,59.31,-3.020,-10.080,-5.260
20499,56.31,-19.50,60.00,-2.350,-9.990,-4.150
20513,55.00,-18.94,60.75,-1.940,-9.990,-3.340
20525,52.25,-17.81,62.38,-0.520,-11.710,-0.350
20537,50.88,-17.19,63.25,0.490,-12.360,1.120
20549,49.56,-16.62,64.00,0.700,-12.920,2.200
20563,48.19,-16.12,64.75,0.970,-13.820,4.320
20575,45.50,-15.44,66.25,1.760,-14.260,6.590
20588,44.25,-15.31,67.00,1.990,-14.700,8.890
20600,42.94,-15.31,67.69,2.250,-14.370,9.580
20613,41.75,-15.44,68.37,2.470,-14.070,10.200
20626,39.44,-16.00,69.62,2.810,-12.910,10.910
20638,38.38,-16.37,70.19,2.750,-12.700,11.320
20650,37.38,-16.94,70.75,2.850,-12.700,11.460
20663,36.38,-17.50,71.31,2.540,-12.800,11.620
20676,34.38,-19.00,72.00,2.630,-12.300,12.620
20688,33.44,-19.87,72.19,2.730,-11.670,12.600
20700,32.69,-20.69,72.25,3.830,-10.200,12.150
20714,32.06,-21.50,72.12,4.030,-9.710,11.850
20726,31.56,-22.87,71.75,3.340,-8.610,10.500
20738,31.69,-23.31,71.44,2.100,-7.920,8.880
20750,32.06,-23.69,71.00,1.480,-7.830,7.980
20764,32.63,-23.94,70.62,0.300,-7.670,6.890
20777,34.06,-24.19,69.69,-2.640,-7.820,4.280
20789,34.81,-24.25,69.19,-3.350,-7.830,3.690
20801,35.50,-24.37,68.81,-3.970,-7.730,2.920
20814,36.25,-24.50,68.44,-5.710,-7.670,1.370
20827,37.56,-24.63,67.87,-6.780,-7.890,0.580
20839,38.13,-24.69,67.62,-7.370,-8.190,0.330
20851,38.63,-24.69,67.37,-7.450,-8.310,0.440
20888,39.38,-25.25,66.75,-6.040,-7.490,1.310
