....
WiFi connected.
10.202.222.1
t_ms,roll,pitch,yaw,ax,ay,az
12664,64.44,-6.19,66.31,-0.240,-4.040,0.860
12677,66.31,-5.87,65.87,-0.730,-4.290,-0.700
12690,68.94,-5.25,65.94,4.290,-11.130,1.020
12702,69.94,-5.06,66.12,1.780,-13.720,0.060
12714,71.56,-5.19,66.12,-2.240,-14.050,-3.100
12728,73.31,-5.25,65.75,-1.240,-12.240,-6.030
12740,76.94,-4.87,64.62,-6.060,-12.580,-12.540
12752,77.50,-4.31,64.56,-5.030,-17.670,-12.860
12764,77.00,-3.81,65.12,-3.630,-21.040,-10.250
12778,76.12,-3.62,65.94,-0.640,-22.920,-7.940
12790,75.56,-5.62,68.75,-14.710,-23.720,-12.870
12802,76.75,-6.81,68.62,-9.380,-20.720,-12.180
12814,78.81,-8.31,68.12,-8.600,-19.380,-11.290
12851,75.75,-9.75,67.00,-7.210,-13.250,-10.300
12863,73.25,-9.94,66.81,-4.920,-13.410,-10.560
12877,72.06,-9.94,66.69,-4.330,-13.620,-10.050
12889,71.44,-10.19,66.50,-2.550,-11.760,-8.120
12902,70.62,-10.38,65.81,-2.050,-11.260,-7.360
12914,70.00,-10.13,65.31,-2.780,-10.590,-7.190
12928,68.81,-9.56,64.94,-0.290,-8.680,-6.210
12940,67.37,-8.88,64.69,0.300,-7.780,-5.300
12953,64.75,-7.94,64.94,-0.430,-7.910,-5.130
12965,63.69,-7.75,65.37,-1.010,-7.470,-3.500
12979,62.56,-7.69,65.94,0.010,-6.820,-2.990
12991,59.81,-7.37,67.44,1.270,-7.190,-0.910
13003,58.38,-7.12,68.37,1.260,-9.590,1.120
13015,56.94,-7.06,69.44,2.050,-11.120,3.510
13029,55.44,-7.06,70.62,3.000,-11.740,6.000
13041,52.56,-7.44,73.06,3.820,-12.960,12.810
13054,51.00,-7.87,74.31,4.980,-13.140,14.950
13066,49.25,-8.50,75.56,5.960,-12.800,16.180
13079,47.50,-9.38,77.00,6.690,-13.990,19.810
13092,44.19,-11.31,79.75,8.800,-15.000,24.010
13104,42.81,-12.19,80.75,11.640,-15.380,28.570
13116,41.75,-12.94,81.50,13.060,-15.280,30.320
13129,41.06,-13.62,81.81,13.340,-14.310,30.250
13142,41.44,-14.50,81.25,11.480,-10.660,23.370
13154,42.44,-14.63,80.31,9.860,-9.290,19.970
13166,44.00,-14.44,79.00,7.890,-8.400,16.770
13180,45.88,-14.13,77.56,4.170,-6.930,11.820
13192,49.69,-13.38,74.56,3.130,-5.290,9.160
13204,51.50,-13.19,73.31,2.750,-4.990,8.660
13216,53.13,-13.13,72.37,1.970,-4.770,7.840
13230,54.69,-13.25,71.50,1.620,-5.100,7.320
13243,57.62,-13.50,69.94,0.740,-5.280,5.150
13255,59.19,-13.44,69.00,2.090,-4.240,2.640
13267,60.94,-13.19,68.06,0.800,-4.210,0.710
13280,62.75,-12.81,67.25,-0.470,-4.430,-0.850
13293,66.06,-12.19,66.44,-2.350,-6.290,-3.170
13305,67.37,-12.06,66.50,-2.540,-7.290,-3.610
13317,68.31,-12.13,66.69,-1.950,-8.290,-3.950
13330,69.12,-12.06,67.00,-0.240,-10.880,-4.600
13343,70.31,-11.63,67.31,4.580,-12.710,-4.010
13355,69.25,-11.38,67.62,-3.130,-15.750,-10.280
13367,69.19,-10.44,67.69,-7.530,-17.230,-11.730
13381,69.12,-9.50,67.75,-7.010,-16.560,-12.670
13393,70.44,-8.88,68.31,-11.660,-20.630,-10.880
13405,72.12,-9.38,68.69,-11.610,-21.940,-9.950
13417,73.69,-10.00,69.00,-10.840,-22.060,-10.040
13431,74.75,-11.00,69.19,-11.340,-19.660,-9.580
13443,74.37,-12.31,69.44,-7.620,-15.630,-9.840
13455,73.62,-12.81,69.44,-6.750,-14.510,-9.290
13467,72.75,-13.19,69.37,-5.740,-12.770,-9.800
13481,72.00,-13.38,69.25,-5.450,-12.350,-9.690
13493,70.50,-13.38,68.81,-2.910,-11.520,-7.980
13506,69.50,-13.19,68.69,-2.160,-11.530,-6.990
13518,68.44,-13.00,68.62,-1.580,-11.400,-6.100
13531,67.37,-12.88,68.62,-1.530,-11.040,-5.630
13544,65.31,-12.69,68.69,-0.900,-9.300,-5.000
13556,64.25,-12.56,68.81,-0.540,-8.980,-4.700
13568,63.25,-12.31,68.94,0.120,-8.280,-4.510
13581,62.38,-12.06,69.19,-1.020,-7.460,-5.070
13594,60.50,-11.63,70.19,-1.530,-7.040,-3.840
13606,59.50,-11.44,71.00,-0.170,-7.680,-0.500
13618,58.50,-11.19,71.94,0.190,-7.890,1.130
13632,57.62,-10.94,72.94,0.800,-8.580,2.910
13644,56.13,-10.19,74.75,1.250,-9.780,6.230
13656,55.38,-9.88,75.62,2.140,-10.720,7.940
13668,54.63,-9.56,76.50,2.930,-12.240,10.080
13682,54.00,-9.44,77.50,2.050,-15.100,13.580
13695,52.50,-9.63,79.56,1.910,-16.270,17.030
13707,51.44,-10.13,80.62,3.400,-16.530,19.260
13719,50.06,-10.88,81.69,7.420,-17.010,23.630
13732,48.75,-11.81,82.62,8.290,-17.100,25.210
13745,46.94,-13.50,83.50,9.210,-13.840,25.350
13757,46.75,-14.06,83.06,9.300,-11.900,24.310
13769,46.94,-14.31,82.19,9.450,-9.890,23.030
13782,47.56,-14.38,81.00,8.940,-8.280,21.170
13795,49.63,-14.31,78.25,4.900,-4.610,13.390
13807,51.00,-14.19,76.87,3.070,-4.020,11.400
13819,52.38,-14.06,75.62,1.740,-3.500,9.870
13856,57.13,-13.94,72.25,-1.460,-3.610,6.780
13868,58.06,-14.00,71.62,0.530,-3.030,6.420
13882,58.94,-13.94,70.94,3.120,-2.390,6.120
13894,59.88,-13.69,70.19,-0.730,-3.840,0.890
13907,62.62,-12.88,69.19,-2.120,-4.980,-0.580
13919,63.87,-12.56,68.94,-2.310,-5.470,-1.350
13933,64.94,-12.31,68.81,-2.820,-8.350,-2.880
13945,66.31,-12.13,68.87,-2.510,-11.070,-3.240
13958,66.69,-12.13,68.87,0.770,-10.380,-3.040
13970,67.19,-12.06,68.75,0.570,-11.870,-5.280
13983,67.75,-11.88,68.69,-1.830,-14.070,-7.320
13996,68.87,-10.44,68.56,-7.990,-17.710,-11.110
14008,69.87,-9.63,68.44,-9.010,-18.800,-11.700
14020,71.31,-8.94,68.31,-11.340,-20.900,-10.970
14033,73.19,-8.94,68.37,-12.440,-23.080,-10.440
14046,74.62,-10.19,68.94,-11.260,-22.590,-10.220
14058,73.87,-11.00,69.25,-10.900,-20.780,-10.840
14070,73.19,-11.88,69.44,-9.940,-18.670,-11.120
14084,72.87,-12.81,69.44,-8.510,-15.690,-10.520
14096,71.31,-13.19,68.94,-5.520,-14.750,-8.640
14108,70.37,-13.06,68.50,-4.280,-13.370,-8.560
14120,69.25,-12.81,68.06,-3.380,-12.600,-8.400
14134,68.19,-12.81,67.69,-3.160,-12.160,-8.390
14147,66.12,-13.25,67.37,-1.130,-10.150,-6.670
14159,64.81,-13.25,67.31,-0.780,-9.670,-6.230
14171,63.75,-13.00,67.25,-0.440,-9.390,-5.890
14184,62.62,-12.75,67.25,-0.190,-8.570,-4.780
14197,60.63,-12.13,67.31,-0.620,-7.740,-3.430
14209,59.63,-11.81,67.50,-0.860,-7.570,-2.780
14221,58.56,-11.63,67.94,0.290,-6.360,-1.210
14234,57.50,-11.38,68.31,0.180,-5.970,-0.880
14247,55.69,-10.81,69.81,1.420,-6.740,1.760
14259,54.81,-10.50,70.69,1.330,-7.740,2.970
14271,53.87,-10.19,71.56,1.080,-8.600,3.780
14285,52.81,-10.00,72.56,1.560,-8.850,5.030
14297,50.44,-10.19,74.62,3.660,-9.540,9.610
14309,49.13,-10.56,75.75,3.970,-9.840,10.850
14321,47.81,-11.12,77.00,4.820,-10.130,12.380
14335,46.56,-11.88,78.31,6.290,-10.810,14.820
14347,44.50,-13.50,80.87,5.130,-13.070,17.130
14359,43.75,-14.25,82.00,5.030,-15.850,20.090
14371,43.13,-14.87,82.88,5.290,-16.940,21.130
14385,42.81,-15.44,83.31,5.870,-17.610,21.700
14397,43.31,-16.00,83.00,5.110,-16.320,19.820
14410,44.13,-16.00,82.31,4.270,-15.160,18.460
14422,45.06,-15.94,81.25,3.810,-13.720,17.140
14435,46.13,-15.81,80.00,3.340,-10.530,14.740
14448,48.63,-15.44,77.44,1.750,-7.830,11.960
14460,49.94,-15.25,76.25,1.270,-7.020,11.090
14472,51.25,-15.06,75.19,0.400,-6.520,9.820
14485,52.56,-14.87,74.19,-0.190,-6.310,9.230
14498,55.25,-14.50,72.50,-1.160,-6.790,7.600
14510,56.56,-14.38,71.62,-1.980,-6.710,6.320
14522,57.75,-14.25,70.81,-2.240,-6.460,5.150
14536,58.81,-14.13,70.12,-1.620,-5.630,4.130
14548,60.94,-13.81,69.19,1.120,-3.870,1.720
14560,62.19,-13.56,69.12,2.470,-4.310,1.530
14572,63.81,-13.25,69.25,-0.240,-9.300,0.030
14586,65.56,-12.81,69.31,-4.060,-12.030,-1.380
14599,68.37,-11.81,68.81,-2.810,-12.640,-3.270
14611,69.50,-11.38,68.31,-2.870,-11.900,-6.620
14623,70.50,-10.88,67.94,-3.340,-12.600,-7.940
14636,71.19,-10.44,67.62,-2.680,-12.640,-8.870
14649,71.44,-9.44,67.75,-5.900,-15.020,-11.610
14661,71.50,-9.13,68.00,-7.790,-17.280,-12.860
14673,72.31,-9.38,68.12,-9.180,-19.320,-12.940
14686,73.62,-10.00,68.12,-12.880,-20.640,-13.100
14699,73.25,-10.44,67.81,-11.670,-18.800,-15.750
14711,72.44,-10.56,67.56,-11.750,-17.670,-15.810
14723,71.31,-10.56,67.37,-8.100,-15.090,-14.410
14737,70.37,-10.75,67.19,-7.610,-14.630,-13.900
14749,68.06,-10.88,66.81,-4.700,-12.620,-11.270
14761,66.62,-10.81,66.62,-4.270,-12.040,-10.520
14773,65.12,-10.75,66.50,-3.710,-11.840,-9.910
14787,63.56,-10.63,66.31,-3.780,-11.520,-9.320
14799,60.25,-10.38,66.12,-1.790,-9.130,-6.950
14811,58.50,-10.25,66.19,-1.180,-9.140,-5.620
14823,56.63,-10.19,66.37,0.320,-8.070,-3.330
14860,48.81,-10.44,68.19,3.300,-12.170,5.180
14872,46.75,-10.50,68.81,4.010,-12.990,7.260
14886,44.56,-10.88,69.44,4.690,-13.490,8.760
14898,42.31,-11.50,70.12,6.460,-13.300,12.970
14911,37.50,-13.75,72.19,6.530,-12.840,14.120
14923,35.00,-15.25,73.56,6.610,-13.000,15.110
14937,32.56,-16.81,75.00,8.660,-14.460,19.030
14949,30.12,-18.44,76.50,12.050,-15.180,22.940
14962,26.56,-20.94,78.81,11.980,-15.280,24.810
14974,25.62,-21.75,79.25,11.930,-15.250,25.180
14988,25.25,-22.25,79.25,11.630,-14.640,24.490
15000,26.19,-22.62,77.87,9.960,-10.570,19.160
15012,27.37,-22.50,76.81,8.580,-9.390,16.980
15024,28.94,-22.31,75.69,7.240,-8.200,14.860
15038,30.75,-22.06,74.44,6.140,-6.920,12.930
15050,34.63,-21.50,72.31,4.420,-3.380,8.210
15063,36.63,-21.12,71.50,3.780,-2.970,7.230
15075,38.75,-20.81,70.94,2.070,-3.940,6.320
15088,40.81,-20.50,70.56,1.070,-4.540,5.960
15101,44.88,-20.06,70.19,0.700,-5.200,4.890
15113,46.94,-19.94,70.00,1.040,-3.660,2.720
15125,49.13,-19.56,69.87,1.130,-2.750,1.230
15138,51.56,-18.87,69.75,0.100,-3.480,-0.010
15151,56.56,-16.87,69.75,-3.860,-8.540,-3.020
15163,58.75,-15.94,69.75,-4.380,-10.110,-4.100
15175,60.50,-15.25,69.94,-2.900,-11.530,-3.940
15189,61.88,-14.94,70.25,-2.250,-15.520,-4.250
15201,64.12,-15.38,70.94,-1.710,-14.750,-6.050
15213,64.87,-15.56,71.12,-2.200,-12.810,-9.100
15225,66.06,-15.44,71.25,-7.240,-13.470,-15.940
15239,67.87,-15.00,71.37,-11.210,-17.730,-18.200
15251,71.25,-13.75,71.37,-17.250,-25.800,-18.130
15263,71.19,-13.50,71.37,-17.800,-26.180,-18.150
15275,70.00,-13.88,71.50,-17.480,-24.020,-18.030
15289,68.19,-14.94,71.69,-14.290,-20.710,-17.630
15301,65.25,-17.94,72.31,-6.720,-13.570,-14.190
15314,64.56,-19.12,72.44,-5.740,-12.600,-13.660
15326,64.19,-19.94,72.37,-5.240,-10.750,-11.990
15339,62.94,-20.06,72.06,-2.850,-10.750,-10.890
15352,60.06,-20.00,71.44,-1.600,-8.700,-7.630
15364,58.38,-19.87,71.19,-2.160,-7.510,-7.740
15376,56.94,-19.94,71.25,-1.490,-6.920,-6.010
15389,55.50,-20.00,71.37,-0.750,-6.890,-4.540
15402,52.75,-19.87,71.87,0.960,-5.100,-2.040
15414,51.69,-19.56,72.25,0.680,-5.020,-1.560
15426,50.69,-19.19,72.75,0.360,-5.670,-0.950
15440,49.81,-18.62,73.44,0.000,-7.450,2.080
15452,47.75,-17.69,75.12,-0.350,-9.260,5.050
15464,46.44,-17.50,76.19,-0.200,-10.660,7.120
15476,45.00,-17.50,77.37,1.250,-12.930,11.850
15490,43.44,-17.75,78.69,1.280,-13.770,13.930
15502,40.38,-18.56,81.00,4.230,-14.380,19.590
15515,39.00,-18.87,81.81,6.030,-14.260,21.310
15527,37.81,-19.12,82.44,7.690,-14.290,22.520
15540,37.06,-19.19,82.94,8.510,-14.660,23.380
15553,36.75,-18.87,83.25,6.680,-16.680,23.410
15565,37.19,-18.62,82.94,6.210,-16.780,22.810
15577,37.88,-18.37,82.31,4.510,-14.970,19.310
15590,38.88,-18.06,81.31,3.670,-13.420,17.100
15603,41.37,-17.31,78.56,2.160,-10.360,13.190
15616,42.81,-16.94,77.00,1.370,-8.130,10.610
15628,44.19,-16.50,75.56,2.050,-7.250,9.950
15641,45.63,-16.12,74.25,2.210,-6.800,9.520
15654,48.63,-15.69,72.19,0.670,-7.200,8.370
15666,50.12,-15.56,71.44,-0.370,-7.490,7.880
15678,51.63,-15.56,70.62,-0.940,-7.560,7.240
15691,53.06,-15.56,69.87,-0.900,-6.540,5.090
15704,56.00,-15.50,68.31,-0.590,-5.510,2.580
15716,57.50,-15.31,67.69,-1.200,-5.970,1.690
15728,59.00,-15.06,67.12,-0.780,-6.120,-0.270
15741,60.44,-14.81,66.75,-1.000,-6.890,-1.360
15754,63.06,-14.50,66.69,-1.970,-9.350,-4.060
15766,64.19,-14.50,66.94,-2.860,-11.290,-4.570
15778,65.19,-14.50,67.25,-4.270,-13.470,-4.930
15791,65.94,-14.56,67.37,-3.540,-15.030,-5.050
15804,67.50,-14.44,66.75,-4.800,-13.820,-12.360
15816,68.31,-14.00,66.19,-5.360,-13.720,-14.630
15828,69.06,-13.00,65.62,-10.270,-17.300,-16.220
15865,66.00,-9.19,65.50,-9.490,-16.670,-13.900
15877,65.56,-10.06,65.62,-7.650,-14.550,-13.430
15891,65.62,-11.31,65.81,-6.000,-13.730,-12.390
15904,65.75,-13.06,66.06,-4.960,-12.320,-10.730
15916,65.00,-13.06,65.94,-4.420,-11.890,-11.120
15928,64.00,-12.81,65.81,-3.540,-11.330,-10.120
15942,62.75,-12.50,65.69,-2.320,-10.270,-8.960
15955,60.19,-12.13,65.75,-1.740,-9.300,-6.990
15967,58.81,-12.19,66.06,-1.670,-8.350,-6.080
15979,57.25,-12.31,66.69,0.160,-6.890,-3.550
15992,55.75,-12.50,67.44,0.070,-6.640,-2.220
16005,52.94,-12.69,69.44,0.840,-8.300,1.740
16017,51.56,-12.69,70.44,1.130,-9.280,3.570
16029,50.25,-12.56,71.56,1.000,-10.200,5.460
16042,48.94,-12.56,72.69,1.210,-11.420,7.310
16055,46.00,-12.81,75.06,2.210,-15.200,14.790
16067,44.50,-13.25,76.31,2.500,-15.970,16.590
16079,42.88,-13.81,77.56,4.860,-16.900,21.270
16093,41.19,-14.50,78.69,6.730,-16.770,23.370
16105,38.06,-16.00,80.69,9.920,-17.240,27.540
16117,36.94,-16.69,81.31,11.330,-17.040,29.390
16129,36.31,-17.25,81.50,10.910,-16.520,28.540
16143,36.25,-17.56,81.19,10.080,-15.510,26.650
16155,37.63,-17.69,79.06,7.290,-10.440,18.720
16168,38.88,-17.56,77.56,6.110,-8.610,16.180
16180,40.31,-17.44,76.00,5.720,-7.080,14.240
16193,41.94,-17.25,74.56,4.830,-4.920,11.400
16206,45.50,-17.00,72.25,2.010,-4.460,8.750
16218,47.38,-16.87,71.37,1.940,-4.630,8.300
16230,49.19,-16.81,70.69,1.990,-5.970,7.480
16243,51.00,-16.75,70.06,1.940,-6.530,6.800
16256,54.94,-16.69,68.81,-0.110,-7.330,2.790
16268,56.94,-16.56,68.12,-0.320,-6.870,1.260
16280,58.94,-16.44,67.44,-0.330,-5.990,-0.450
16294,61.00,-16.19,66.75,-0.080,-5.110,-1.910
16306,65.12,-15.25,66.12,-0.590,-7.900,-3.580
16318,67.19,-14.81,66.25,-2.730,-10.510,-3.870
16330,69.00,-14.50,66.50,-2.090,-12.340,-5.180
16344,70.44,-14.38,66.81,-0.050,-13.420,-5.800
16357,72.87,-14.56,67.25,-2.860,-16.430,-10.910
16369,74.06,-14.56,67.31,-7.380,-19.810,-15.460
16381,74.94,-14.19,67.19,-10.130,-20.450,-17.680
16394,75.19,-13.31,66.75,-11.640,-21.040,-18.760
16407,74.44,-10.94,65.94,-14.320,-23.170,-16.560
16419,73.62,-10.69,65.81,-12.050,-20.800,-15.450
16431,73.06,-11.50,65.81,-10.140,-17.590,-14.870
16444,72.50,-12.94,66.06,-5.500,-13.220,-13.170
16457,71.31,-15.50,66.87,-4.490,-12.580,-13.050
16469,71.00,-16.25,67.00,-5.790,-11.870,-12.630
16481,69.87,-16.19,66.87,-3.040,-10.010,-11.980
16494,68.69,-15.88,66.62,-2.440,-9.210,-10.870
16507,66.06,-15.31,66.62,-1.000,-6.800,-7.430
16519,64.75,-15.25,66.94,-1.270,-6.440,-6.640
16531,63.38,-15.13,67.44,-0.860,-6.240,-5.710
16545,62.00,-14.94,68.06,-0.590,-6.710,-4.610
16557,59.25,-14.31,69.50,0.600,-8.540,-0.550
16569,57.81,-13.88,70.19,1.750,-9.110,1.070
16581,56.37,-13.38,70.94,1.820,-11.100,4.120
16595,55.06,-12.94,71.81,1.730,-12.300,5.930
16608,52.19,-12.44,73.87,1.710,-14.510,9.420
16620,50.56,-12.50,75.12,2.540,-15.380,13.710
16632,48.69,-12.94,76.50,3.540,-15.430,15.810
16645,46.81,-13.50,77.87,4.920,-15.750,18.500
16658,43.00,-14.87,80.31,9.840,-16.020,27.490
16670,41.44,-15.50,81.25,10.650,-16.040,29.590
16682,40.19,-16.12,81.75,11.260,-15.740,30.760
16695,39.44,-16.62,81.87,11.720,-13.940,29.890
16708,39.38,-17.37,81.00,11.260,-11.950,26.230
16720,40.19,-17.50,80.06,8.780,-10.340,20.650
16732,41.50,-17.37,78.87,7.040,-9.490,17.650
16746,43.19,-17.19,77.44,5.640,-8.660,14.970
16758,47.06,-16.50,74.56,3.420,-6.630,9.690
16770,49.00,-16.31,73.25,2.990,-6.210,8.390
16782,50.88,-16.19,72.12,1.950,-5.780,7.030
16796,52.75,-16.19,71.25,0.690,-5.510,5.980
16809,56.31,-16.25,69.81,2.560,-4.210,4.340
16821,58.25,-16.19,69.31,1.450,-3.730,2.200
16833,60.38,-16.00,69.00,-3.670,-8.630,-1.000
16870,67.31,-15.81,68.44,-4.210,-9.190,-5.900
16882,68.50,-15.81,68.31,-1.460,-8.950,-5.650
16896,69.62,-15.50,68.06,1.230,-8.690,-5.590
16908,70.87,-15.00,67.87,-2.720,-14.810,-7.030
16921,73.25,-13.69,68.31,-2.760,-15.180,-9.460
16933,74.00,-13.31,68.69,-4.830,-16.630,-11.450
16947,75.50,-13.50,69.06,-9.710,-19.350,-15.320
16959,77.19,-13.31,69.31,-10.730,-19.660,-18.620
16971,77.37,-12.88,69.12,-12.980,-20.150,-17.530
16983,76.87,-12.37,69.00,-12.490,-18.780,-16.620
16997,75.56,-12.00,69.00,-10.050,-15.810,-15.350
17009,73.12,-13.00,69.44,-4.690,-10.840,-13.120
17021,72.56,-13.88,69.81,-4.130,-11.340,-11.440
17033,72.37,-14.56,70.19,-4.910,-11.410,-12.120
17047,71.37,-14.56,70.31,-3.760,-11.870,-12.380
17059,68.87,-14.19,70.31,-1.100,-8.600,-10.760
17072,67.50,-13.94,70.50,-0.790,-7.440,-10.230
17084,66.25,-13.81,71.06,-0.710,-6.070,-8.480
17097,64.87,-13.62,71.62,0.600,-6.020,-7.310
17110,62.13,-13.19,73.25,1.440,-6.980,-5.030
17122,60.94,-12.81,74.37,0.990,-7.740,-3.560
17134,59.63,-12.44,75.56,0.920,-8.240,-2.810
17147,58.31,-12.00,76.87,1.590,-8.900,-1.330
17160,55.75,-11.31,79.56,1.300,-13.030,3.640
17172,54.38,-11.00,80.94,0.770,-14.380,5.210
17184,52.75,-10.94,82.44,0.140,-15.340,6.640
17198,50.94,-11.06,83.94,2.200,-17.320,10.810
17210,46.88,-12.19,87.37,5.130,-18.680,15.700
17222,44.88,-13.00,89.13,7.920,-19.700,20.880
17234,43.06,-13.81,90.75,8.850,-20.540,23.280
17248,41.69,-14.56,92.06,9.710,-21.500,25.560
17260,40.25,-15.56,93.19,9.420,-22.030,26.940
17273,40.25,-15.88,92.88,9.130,-21.600,25.810
17285,40.75,-16.12,92.06,8.020,-20.270,23.960
17298,41.69,-16.19,90.81,7.050,-18.960,21.300
17311,44.38,-16.19,87.25,4.180,-12.920,13.170
17323,45.94,-16.12,85.44,3.570,-11.180,11.200
17335,47.50,-16.12,83.69,2.510,-8.800,8.460
17348,49.06,-16.12,82.12,2.440,-7.930,7.760
17361,52.44,-16.19,79.62,1.820,-7.220,6.410
17373,54.25,-16.25,78.56,-0.470,-8.130,4.860
17385,56.00,-16.31,77.56,-0.250,-8.140,4.110
17399,57.75,-16.37,76.56,-0.190,-7.670,2.670
17411,61.44,-16.19,74.62,-0.920,-5.790,-2.320
17423,63.25,-15.88,73.81,-0.440,-5.560,-3.850
17435,64.94,-15.50,73.12,-1.610,-6.890,-5.410
17449,66.37,-15.31,72.75,-3.420,-8.980,-6.720
17461,68.19,-15.56,72.44,-1.140,-10.030,-6.220
17473,68.94,-15.94,72.44,-1.460,-10.850,-7.850
17485,69.69,-16.19,72.31,-1.170,-11.020,-9.370
17499,70.44,-16.25,72.12,-2.340,-12.370,-10.270
17511,72.37,-16.19,71.44,-6.240,-13.890,-15.680
17524,73.12,-16.00,71.00,-8.620,-14.660,-17.540
17536,73.31,-15.88,70.69,-9.660,-15.590,-18.150
17549,72.69,-15.75,70.56,-10.840,-16.080,-19.130
17562,70.31,-16.12,70.75,-10.510,-14.770,-18.440
17574,69.69,-16.81,71.06,-9.020,-13.570,-16.710
17586,69.19,-17.44,71.37,-5.650,-11.470,-12.570
17599,68.50,-17.81,71.50,-4.890,-10.600,-12.150
17612,66.69,-17.87,71.44,-4.890,-9.640,-11.880
17624,65.44,-17.69,71.44,-4.100,-8.960,-11.860
17636,64.12,-17.44,71.50,-3.410,-8.630,-10.730
17650,62.75,-17.19,71.75,-2.340,-7.970,-9.310
17662,59.94,-16.44,72.56,-1.260,-7.120,-6.170
17674,58.50,-15.94,73.19,-0.710,-7.620,-4.580
17686,57.06,-15.50,73.94,-0.480,-8.450,-3.020
17700,55.56,-15.06,74.69,0.220,-9.610,-0.530
17712,52.38,-14.44,76.25,1.110,-9.750,1.420
17725,50.75,-14.19,77.12,1.360,-11.050,3.770
17737,49.06,-14.06,78.06,1.610,-11.700,5.560
17750,47.31,-14.00,79.12,2.940,-12.110,7.550
17763,43.69,-14.19,81.63,5.570,-14.490,13.930
17775,41.88,-14.56,83.00,6.450,-15.530,16.310
17787,40.19,-15.06,84.37,7.750,-16.200,18.390
17800,38.75,-15.56,85.69,7.430,-18.020,20.820
17813,36.63,-16.37,87.50,8.840,-19.320,24.340
17825,36.06,-16.69,87.81,9.510,-19.210,25.100
17837,35.88,-16.81,87.75,10.360,-17.870,24.550
17874,40.00,-16.44,84.75,5.010,-13.620,14.810
17886,41.69,-16.12,83.56,4.030,-13.050,13.000
17900,43.50,-15.94,82.37,2.700,-12.690,11.370
17912,45.31,-15.75,81.12,0.960,-10.390,7.170
17925,48.94,-15.69,78.69,-0.130,-9.820,5.930
17937,50.69,-15.69,77.56,-0.640,-9.290,4.990
17951,52.44,-15.75,76.50,0.920,-7.730,3.460
17963,56.13,-15.63,74.69,1.410,-7.240,1.310
17976,58.19,-15.44,74.00,-2.130,-9.710,-1.030
17988,60.12,-15.31,73.25,-3.090,-10.560,-1.830
18001,61.81,-15.25,72.56,-3.490,-11.190,-2.720
18014,64.12,-15.63,71.19,-1.570,-10.210,-4.860
18026,64.94,-16.00,70.62,-2.010,-9.890,-5.770
18038,65.62,-16.37,70.19,-0.870,-9.920,-6.160
18052,66.31,-16.62,69.75,0.160,-8.810,-8.510
18064,68.94,-16.62,68.94,-5.920,-12.750,-11.370
18076,70.00,-16.25,68.50,-7.110,-14.670,-12.670
18088,70.50,-15.69,67.94,-10.460,-16.760,-14.050
18102,70.06,-15.25,67.56,-12.150,-17.190,-15.220
18114,68.87,-16.06,67.31,-11.870,-15.460,-16.150
18126,68.94,-17.31,67.50,-9.830,-12.740,-15.210
18138,69.06,-18.56,67.81,-8.840,-11.850,-13.990
18152,68.37,-19.12,68.00,-8.450,-10.570,-13.310
18164,66.50,-19.06,67.87,-5.200,-9.470,-10.810
18177,65.37,-18.62,67.69,-5.420,-9.340,-11.320
18189,64.50,-18.31,67.62,-5.280,-9.470,-11.290
18202,63.75,-18.25,67.69,-3.980,-8.660,-9.690
18215,61.06,-18.06,68.31,-2.420,-7.930,-8.630
18227,59.69,-17.87,68.81,-0.750,-7.440,-6.800
18239,58.31,-17.56,69.44,-1.720,-8.150,-6.150
18252,57.06,-17.12,70.06,-1.750,-8.840,-5.570
18265,54.56,-16.25,71.44,-0.710,-7.600,-3.470
18277,53.31,-15.81,72.19,-1.570,-7.440,-3.350
18289,52.00,-15.44,73.19,-1.330,-7.330,-2.440
18303,50.69,-15.13,74.31,0.520,-7.670,0.200
18315,47.94,-14.69,77.06,0.860,-10.010,3.080
18327,46.63,-14.50,78.62,0.830,-11.600,4.700
18339,45.38,-14.25,80.19,0.680,-16.310,9.820
18353,44.13,-14.13,81.69,1.010,-18.520,12.660
18365,41.37,-14.25,84.13,4.790,-20.580,19.520
18378,39.81,-14.63,85.25,6.470,-20.630,21.300
18390,38.38,-15.19,86.31,7.950,-20.240,22.340
18403,37.13,-15.81,87.25,9.430,-19.880,23.500
18416,35.88,-16.44,88.31,11.110,-20.980,26.700
18428,36.25,-16.31,88.19,9.910,-21.280,26.200
18440,37.13,-16.06,87.50,8.130,-21.030,24.750
18453,38.31,-15.69,86.19,6.180,-18.260,19.680
18466,41.31,-15.13,82.50,4.670,-13.770,13.860
18478,42.88,-14.94,80.50,3.930,-8.360,8.690
18490,44.50,-14.87,78.62,3.580,-6.520,6.850
18504,46.13,-14.75,76.94,3.340,-5.560,6.050
18516,49.56,-14.50,74.31,3.800,-4.520,5.040
18528,51.44,-14.38,73.37,2.540,-4.780,3.670
18540,53.44,-14.31,72.62,1.610,-5.740,2.510
18554,55.44,-14.31,72.00,-0.110,-7.510,0.310
18566,59.06,-14.44,71.00,-1.010,-8.940,-1.890
18578,60.69,-14.63,70.56,-1.460,-9.220,-2.850
18590,62.06,-15.00,70.19,-1.510,-8.650,-5.850
18604,63.38,-15.31,69.87,-2.570,-9.320,-8.110
18616,65.37,-16.00,69.50,-2.100,-11.110,-11.310
18629,66.25,-16.19,69.44,-4.260,-12.930,-12.750
