22083,148.19,-37.00,14.06,-5.560,-1.940,6.880
22095,148.06,-36.50,14.06,-5.590,-2.220,6.890
22107,147.94,-36.38,14.06,-5.660,-3.010,7.460
22119,147.75,-36.44,14.19,-5.770,-3.420,7.630
22133,147.56,-36.50,14.38,-6.100,-3.750,7.900
22145,147.19,-36.56,14.50,-5.980,-3.590,8.170
22157,146.94,-36.56,14.50,-6.390,-3.400,7.720
22169,146.56,-36.50,14.56,-6.700,-3.050,7.380
22183,146.19,-36.50,14.63,-6.700,-2.370,7.140
22195,145.25,-36.50,14.81,-6.510,-2.270,6.990
22208,144.75,-36.50,14.94,-5.650,-2.230,7.440
22220,144.06,-36.56,15.13,-5.560,-2.500,7.620
22234,143.56,-36.63,15.31,-5.610,-2.510,7.740
22246,142.50,-36.88,15.75,-6.010,-2.870,8.050
22258,142.06,-36.88,15.94,-6.300,-2.800,7.800
22270,141.44,-36.88,16.12,-6.640,-2.880,7.280
22284,141.00,-36.75,16.31,-7.050,-2.680,7.100
22296,140.31,-36.25,16.56,-6.740,-2.610,7.060
22308,140.00,-35.94,16.69,-6.760,-3.120,7.600
22320,139.62,-35.63,16.75,-6.840,-3.590,8.070
22334,139.37,-35.31,16.81,-6.790,-3.370,8.010
22346,138.81,-34.56,16.75,-6.860,-3.280,7.660
22358,138.50,-34.13,16.69,-6.460,-3.110,6.850
22396,137.31,-32.38,16.69,-2.280,-3.420,8.610
22408,136.75,-31.31,16.62,-1.790,-3.630,9.050
22420,136.12,-30.81,16.56,-1.360,-3.570,8.960
22434,135.94,-30.37,16.50,-0.850,-2.940,8.590
22446,135.69,-29.75,16.56,-0.650,-2.810,7.610
22459,135.63,-29.56,16.81,-0.210,-2.760,8.060
22471,135.63,-29.44,17.00,0.240,-2.750,8.440
22485,135.69,-29.31,17.25,-0.440,-3.210,8.380
22497,136.06,-29.31,17.75,-6.490,-4.070,9.250
22509,136.12,-29.50,17.94,-4.640,-2.950,7.630
22521,136.37,-29.50,18.25,-5.720,-2.450,7.740
22535,136.81,-29.31,18.62,-11.580,-4.970,8.340
22547,137.25,-28.87,19.00,-11.260,-5.110,9.430
22559,137.31,-28.56,19.06,-11.720,-4.880,9.230
22571,137.19,-28.19,18.94,-11.130,-4.410,8.570
22585,137.12,-27.75,18.75,-10.090,-3.790,8.110
22597,136.69,-26.56,18.19,-3.910,-2.050,8.750
22609,136.37,-26.00,17.81,-2.370,-1.220,8.290
22621,136.00,-25.62,17.56,-1.690,-2.250,8.520
22635,135.81,-25.44,17.37,-2.260,-2.280,7.060
22647,135.31,-25.19,17.31,-0.700,-1.010,5.670
22660,135.12,-24.94,17.37,0.070,-1.430,6.030
22672,134.94,-24.69,17.56,0.660,-1.780,6.640
22686,134.81,-24.44,17.87,0.930,-2.800,7.100
22698,134.69,-24.19,18.37,0.720,-4.320,7.750
22710,134.63,-24.31,18.69,-0.470,-4.180,7.000
22722,134.63,-24.44,19.06,-1.340,-4.270,6.530
22736,134.75,-24.50,19.44,-3.840,-4.990,6.650
22748,134.75,-24.81,20.00,-4.920,-5.260,9.510
22760,134.69,-25.00,20.19,-4.670,-4.490,9.970
22772,134.69,-25.19,20.37,-5.280,-4.120,10.280
22786,134.81,-25.37,20.50,-7.180,-3.190,10.480
22798,135.12,-25.62,20.81,-8.820,-3.030,10.350
22810,135.31,-25.62,20.88,-9.470,-2.730,9.450
22822,135.50,-25.50,20.94,-10.720,-3.340,8.120
22836,135.69,-25.19,21.00,-11.110,-3.490,7.570
22848,135.75,-24.00,20.88,-6.280,-2.330,7.890
22860,135.56,-23.31,20.69,-4.010,-2.010,8.630
22872,135.44,-22.69,20.44,-2.720,-1.740,8.050
22886,135.37,-22.19,20.37,-3.180,-3.240,7.120
22898,134.81,-21.37,20.06,0.440,-2.840,6.460
22911,134.63,-21.12,20.00,-0.450,-3.990,6.770
22923,134.44,-20.88,20.00,0.460,-3.850,6.770
22937,134.19,-20.81,20.06,2.760,-3.820,7.450
22949,133.94,-21.00,20.31,3.880,-4.190,7.560
22961,133.94,-21.37,20.50,3.670,-5.280,7.620
22973,134.12,-21.69,20.75,2.940,-5.290,6.870
22987,134.44,-21.81,20.94,1.470,-5.510,6.760
22999,135.31,-22.00,21.44,-2.040,-5.530,8.560
23011,135.69,-22.25,21.69,-4.580,-6.630,9.850
23023,135.75,-22.75,21.87,-4.840,-5.030,10.800
23037,135.94,-23.31,22.06,-8.080,-4.120,9.600
23049,136.50,-24.00,22.31,-11.620,-2.780,8.390
23061,136.81,-24.00,22.37,-12.360,-3.620,9.110
23073,137.12,-23.87,22.31,-13.250,-3.930,9.290
23087,137.19,-23.69,22.13,-12.260,-3.700,9.160
23099,137.19,-23.12,21.69,-9.660,-2.980,8.450
23112,136.94,-22.62,21.31,-6.630,-2.440,8.900
23124,136.50,-22.13,20.81,-4.240,-1.940,8.820
23138,136.12,-21.87,20.44,-4.620,-2.710,8.930
23150,135.19,-21.50,19.87,-2.370,-3.370,7.730
23162,134.75,-21.37,19.75,-2.220,-3.830,7.570
23174,134.19,-21.25,19.56,1.200,-4.600,8.700
23188,133.75,-21.31,19.50,0.690,-5.310,8.260
23200,132.94,-21.87,19.31,1.500,-4.200,6.650
23212,132.56,-22.13,19.31,2.630,-3.770,6.750
23224,132.25,-22.44,19.31,2.560,-3.610,6.400
23238,132.00,-22.75,19.44,3.000,-3.730,6.650
23250,132.19,-23.44,19.87,0.810,-4.430,6.590
23262,132.50,-23.62,20.00,-0.110,-4.090,6.760
23274,132.94,-23.81,20.19,-0.840,-3.410,7.210
23288,133.31,-24.06,20.44,-3.470,-2.850,8.400
23300,134.00,-24.56,21.06,-6.610,-2.590,8.850
23313,134.25,-24.87,21.31,-7.430,-2.990,9.130
23325,134.44,-25.12,21.62,-11.570,-3.660,9.480
23339,134.56,-25.37,21.81,-12.940,-5.010,9.810
23351,134.44,-25.44,21.94,-14.140,-6.150,9.010
23363,134.25,-25.37,21.87,-13.510,-5.900,8.960
23400,132.94,-24.25,20.88,-4.690,-4.190,7.580
23412,131.56,-23.31,20.00,-2.250,-3.550,7.690
23424,130.87,-22.81,19.50,0.860,-3.010,7.640
23438,130.25,-22.31,19.12,2.460,-3.060,7.760
23451,129.50,-21.94,18.75,5.620,-2.300,8.250
23463,128.44,-21.50,18.31,3.480,-3.790,7.660
23475,128.06,-21.50,18.25,3.550,-2.510,7.260
23489,127.75,-21.50,18.12,2.820,-2.540,7.120
23501,127.31,-21.56,17.75,1.790,-2.990,6.740
23514,127.06,-21.50,17.44,1.030,-3.640,6.880
23526,127.06,-21.62,17.00,-0.460,-3.240,8.440
23540,127.25,-22.00,16.44,-2.070,-2.840,8.300
23552,127.81,-23.56,15.31,-6.160,-4.180,6.540
23564,127.94,-24.63,14.87,-6.040,-2.660,10.360
23576,128.06,-25.62,14.13,-7.590,-4.720,9.840
23590,128.12,-26.56,13.31,-9.750,-5.020,7.950
23602,128.00,-28.38,11.69,-10.560,-2.440,7.090
23614,127.62,-29.12,11.00,-10.400,-2.030,6.540
23626,127.62,-29.87,10.31,-8.810,-1.550,7.660
23640,127.38,-30.44,9.63,-6.910,-2.240,6.960
23652,126.87,-30.69,8.56,-4.510,-1.060,10.180
23664,126.87,-30.62,8.06,-4.050,-1.290,9.370
23676,127.06,-30.56,7.56,-3.040,-0.940,8.700
23691,127.19,-30.44,7.19,-2.900,-0.780,9.010
23703,127.62,-30.44,6.69,-2.220,-1.640,8.240
23715,127.94,-30.44,6.50,-4.190,-2.200,8.050
23727,128.12,-30.50,6.50,-3.980,-1.930,8.000
23741,128.25,-30.56,6.50,-2.610,-1.620,7.660
23753,128.69,-30.31,6.62,-4.950,-1.150,10.450
23765,129.00,-30.37,6.87,-5.350,-1.340,10.900
23777,129.38,-30.75,7.06,-6.270,-2.220,10.890
23791,129.75,-31.31,7.12,-5.140,-2.430,7.290
23803,130.44,-31.81,7.06,-7.460,-2.430,8.320
23815,130.81,-31.87,6.94,-7.990,-2.410,8.200
23827,131.00,-31.81,6.62,-8.260,-2.670,7.180
23841,131.19,-31.62,6.37,-9.130,-1.900,8.260
23853,131.25,-31.31,5.75,-6.640,-0.520,8.080
23865,131.12,-31.19,5.44,-5.650,-0.640,7.830
23877,131.00,-31.06,5.06,-5.170,-0.650,8.470
23891,130.94,-30.88,4.56,-5.910,-1.360,8.400
23903,130.81,-30.81,3.75,-6.170,-0.190,8.690
23915,130.75,-30.88,3.31,-5.430,0.090,7.950
23927,130.75,-30.94,2.87,-4.570,0.430,8.170
23941,130.75,-30.94,2.44,-6.220,-0.610,7.310
23953,130.50,-30.81,1.94,-5.180,-0.750,7.210
23965,130.37,-30.62,1.87,-4.900,-0.090,9.410
23977,130.19,-30.31,1.75,-4.970,-1.290,8.420
23991,130.06,-29.94,1.62,-4.830,-1.300,8.260
24003,130.00,-29.63,1.56,-5.450,-1.550,9.490
24016,129.63,-29.06,1.44,-3.150,-0.750,10.790
24028,129.44,-28.75,1.25,-1.870,0.320,11.940
24042,129.38,-28.44,0.75,-2.670,-2.240,7.990
24054,129.69,-28.31,-0.25,-5.090,-1.720,8.780
24066,129.69,-28.31,-0.75,-5.220,-1.780,7.090
24078,129.50,-28.31,-1.50,-1.810,-1.570,5.740
24092,129.19,-28.25,-2.19,-0.680,-0.760,7.500
24104,128.81,-28.06,-3.12,-0.500,0.150,10.180
24116,128.94,-28.00,-3.56,-0.920,-0.220,10.070
24128,129.12,-28.06,-3.94,-2.010,-0.900,10.230
24142,129.44,-28.31,-4.44,-3.840,-2.610,9.430
24154,130.19,-29.50,-5.12,-5.050,0.630,7.550
