345.25,-35.00,58.00,-11.960,-13.080,5.990
133613,334.06,-14.13,39.81,3.880,-4.420,6.810
133625,333.87,-14.38,40.00,2.230,-3.530,6.430
133639,333.56,-14.87,40.25,0.030,-3.750,7.050
133651,333.00,-16.37,40.75,-9.970,-8.430,7.810
133663,332.75,-17.19,41.19,-10.910,-9.980,7.730
133675,332.44,-18.12,41.50,-16.190,-11.150,7.640
133689,332.25,-18.75,41.81,-17.100,-13.540,8.010
133701,331.50,-19.50,42.13,-14.390,-15.290,10.750
133713,330.87,-19.75,42.19,-13.480,-12.890,11.210
133725,330.50,-19.62,42.06,-7.790,-9.280,10.280
133739,330.12,-19.00,41.88,-9.900,-10.720,9.200
133751,330.25,-17.50,41.19,-4.360,-8.470,6.250
133763,330.56,-16.69,40.94,-1.360,-7.050,5.540
133775,330.94,-15.81,40.69,0.810,-4.450,5.100
133789,331.31,-15.00,40.50,2.510,-4.560,6.000
133801,331.19,-13.75,40.25,11.860,0.070,6.320
133814,330.50,-13.44,40.19,11.200,0.140,6.250
133826,330.25,-13.38,40.12,6.730,-2.080,4.700
133840,330.56,-13.75,40.06,4.080,-1.820,1.510
133852,331.44,-14.50,40.31,4.150,-2.110,4.950
133864,331.87,-14.69,40.56,4.640,-4.160,4.500
133876,332.25,-14.81,40.81,4.340,-3.610,4.400
133890,332.25,-15.00,41.00,3.280,-5.450,5.310
133926,331.75,-17.37,41.88,-8.760,-8.820,7.840
133940,331.75,-18.06,42.13,-11.740,-11.630,9.150
133952,331.69,-19.37,42.56,-17.090,-14.040,9.800
133964,331.63,-19.69,42.56,-14.510,-14.240,9.290
133976,331.19,-19.94,42.56,-11.990,-11.750,10.220
133990,330.87,-20.06,42.50,-9.870,-10.270,8.770
134002,331.00,-19.06,41.88,-7.330,-10.410,6.250
134014,331.25,-18.37,41.56,-3.190,-7.880,6.390
134026,331.56,-17.56,41.19,-2.950,-7.930,7.370
134040,331.94,-16.81,40.94,-0.470,-4.490,6.760
134052,332.75,-15.69,40.50,5.920,-1.290,7.380
134065,332.69,-15.19,40.31,10.060,-0.170,5.740
134077,332.12,-14.87,40.19,9.650,1.340,6.100
134091,331.75,-14.75,40.12,2.810,-1.890,2.650
134103,332.25,-15.63,40.06,3.260,-2.620,-0.030
134115,332.56,-16.06,40.12,5.270,-3.470,4.600
134127,332.87,-16.25,40.31,4.870,-4.630,4.860
134141,333.38,-16.37,40.50,3.360,-5.550,4.410
134153,333.75,-16.87,40.88,0.980,-6.120,7.610
134165,333.69,-17.44,41.06,-1.010,-6.220,7.660
134177,333.69,-18.06,41.19,-3.820,-6.820,8.050
134191,333.81,-18.81,41.37,-7.090,-8.190,8.630
134203,334.12,-20.19,41.81,-14.080,-10.920,8.530
134215,334.25,-20.75,41.88,-16.280,-12.020,8.340
134227,334.44,-21.19,41.94,-15.270,-13.570,7.660
134241,334.56,-21.37,41.81,-14.610,-13.620,9.140
134253,334.56,-21.37,41.50,-9.580,-10.730,9.120
134265,334.81,-21.00,41.25,-9.950,-9.430,9.260
134277,335.13,-20.37,40.88,-5.570,-6.510,7.020
134291,335.56,-19.62,40.50,-5.210,-6.870,7.550
134303,336.56,-18.31,39.94,1.900,-3.090,5.540
134316,337.06,-17.75,39.75,4.860,-2.910,6.030
134328,337.06,-17.12,39.63,9.510,-1.350,5.950
134342,336.56,-16.62,39.38,8.740,-0.520,6.630
134354,336.56,-16.56,39.19,2.120,-3.820,1.920
134366,337.12,-17.12,39.25,2.860,-3.730,3.460
134378,337.50,-17.56,39.50,4.430,-3.110,5.330
134392,337.88,-17.81,39.81,4.440,-2.940,6.600
134404,338.81,-17.75,40.31,2.030,-4.860,4.560
134416,339.12,-17.81,40.50,2.310,-5.080,5.490
134428,339.19,-18.12,40.69,0.110,-5.810,6.210
134442,339.31,-18.69,40.81,-1.380,-5.970,5.430
134454,339.56,-20.00,41.06,-8.810,-8.400,7.730
134466,339.75,-20.69,41.25,-11.960,-9.530,9.020
134478,339.94,-21.37,41.50,-15.550,-11.120,9.320
134492,340.00,-22.00,41.63,-16.540,-12.900,9.930
134504,339.63,-22.81,41.69,-14.410,-11.920,10.810
134516,339.38,-23.00,41.56,-10.470,-10.880,8.600
134528,339.38,-22.87,41.37,-8.580,-9.520,7.450
134542,339.56,-22.37,41.06,-9.210,-10.450,7.310
134554,340.31,-21.00,40.31,-2.280,-6.430,6.850
134566,340.75,-20.37,40.00,-0.440,-6.420,6.890
134578,341.25,-19.75,39.75,2.870,-4.050,6.630
134592,341.56,-19.12,39.50,9.620,-1.440,6.670
134604,341.19,-18.25,39.19,7.180,-0.540,6.680
134617,341.25,-18.19,39.06,3.570,-1.670,4.240
134629,341.88,-18.56,39.13,1.700,-1.660,1.350
134643,342.56,-18.94,39.19,3.100,-2.100,3.190
134655,343.69,-19.00,39.63,2.950,-4.590,4.250
134667,344.37,-18.87,39.81,2.850,-4.930,4.720
134679,344.56,-19.06,40.00,1.870,-6.050,5.760
134693,344.81,-19.25,40.19,0.850,-5.730,6.720
134705,345.06,-20.31,40.69,-6.610,-6.710,7.810
134717,345.25,-20.94,41.00,-8.250,-6.950,8.780
134729,345.44,-21.50,41.37,-13.870,-10.280,9.930
134743,345.56,-22.00,41.63,-14.480,-10.120,9.170
134755,345.37,-22.62,41.88,-15.690,-11.760,9.200
134767,345.19,-22.75,41.88,-13.690,-11.300,8.860
134779,345.19,-22.69,41.81,-11.430,-11.250,7.940
134793,345.31,-22.31,41.63,-9.130,-9.660,7.700
134805,345.81,-21.00,41.00,-5.280,-7.720,8.030
134817,346.06,-20.37,40.75,-4.120,-6.460,8.970
134829,346.37,-19.75,40.50,-1.680,-4.360,7.620
134843,346.56,-19.25,40.31,3.160,-2.690,6.270
134855,345.69,-18.37,40.00,8.620,0.010,5.750
134868,345.25,-18.12,39.88,8.510,0.820,6.120
134880,345.37,-18.37,39.81,0.470,-2.950,1.870
134894,345.81,-18.87,39.94,1.230,-2.330,0.760
134930,347.63,-19.25,40.75,2.570,-5.330,6.220
134944,347.69,-19.37,40.94,2.320,-4.860,6.300
134956,347.56,-20.31,41.25,-2.480,-4.790,7.600
134968,347.50,-20.88,41.37,-4.770,-5.220,7.740
134980,347.50,-21.50,41.56,-9.590,-7.140,7.850
134994,347.44,-22.13,41.75,-12.010,-6.880,8.140
135006,347.31,-22.94,42.06,-17.570,-9.710,7.810
135018,346.94,-23.25,42.06,-13.690,-11.090,8.860
135030,346.44,-23.44,42.13,-12.640,-12.060,10.260
135044,346.13,-23.38,42.06,-10.270,-10.910,9.630
135056,346.00,-22.44,41.75,-7.520,-8.490,8.420
135069,346.19,-21.69,41.50,-5.470,-8.110,8.060
135081,346.37,-21.06,41.25,-4.000,-6.840,7.840
135095,346.62,-20.37,41.06,-1.150,-5.220,6.820
135107,346.94,-19.25,40.75,2.670,-3.180,6.180
135119,346.62,-18.87,40.63,6.330,-2.030,5.080
135131,346.19,-18.62,40.63,7.240,-0.630,5.570
135145,346.06,-18.62,40.63,3.690,-2.060,4.230
135157,346.69,-19.25,40.88,4.260,-3.220,4.760
135169,347.00,-19.25,41.06,5.190,-2.570,6.450
135181,347.37,-19.12,41.25,4.160,-2.220,7.190
135195,347.75,-19.06,41.37,2.960,-3.130,6.240
135207,347.69,-19.62,41.75,0.620,-4.410,7.600
135219,347.63,-20.12,41.94,-1.220,-5.380,7.710
135231,347.56,-20.75,42.06,-7.910,-6.800,7.880
135245,347.44,-21.37,42.25,-11.340,-7.270,7.680
135257,347.31,-22.37,42.50,-17.730,-10.850,7.870
135269,347.06,-22.75,42.50,-16.030,-12.520,7.940
135281,346.50,-23.06,42.44,-14.350,-12.390,10.480
135295,346.06,-23.25,42.31,-11.760,-11.060,10.670
135307,345.75,-22.69,41.75,-7.790,-7.110,8.470
135319,345.81,-22.06,41.44,-6.650,-7.680,8.100
135331,345.81,-21.44,41.06,-4.390,-7.580,7.010
135345,345.88,-20.88,40.81,-0.820,-6.070,7.380
135357,345.94,-19.81,40.25,3.450,-4.380,7.050
135370,345.44,-19.50,40.06,8.460,-2.470,5.620
135382,344.94,-19.31,39.88,7.190,-1.310,6.730
135396,344.87,-19.37,39.75,3.290,-3.040,4.590
135408,345.50,-20.12,39.94,2.990,-3.560,4.800
135420,345.81,-20.31,40.12,4.110,-3.160,6.560
135432,346.25,-20.44,40.38,3.960,-2.520,7.360
135446,346.81,-20.37,40.50,3.160,-3.080,7.170
135458,347.19,-20.62,40.56,0.110,-5.160,5.950
135470,347.19,-21.00,40.69,-0.890,-4.800,6.550
135482,347.25,-21.44,40.75,-5.350,-5.720,7.130
135496,347.25,-21.94,40.81,-7.210,-6.810,7.560
135508,347.25,-22.94,41.06,-10.500,-8.660,8.280
135520,347.19,-23.31,41.19,-14.610,-10.210,9.670
135532,347.12,-23.56,41.19,-15.300,-10.900,9.390
135546,346.81,-23.81,41.13,-13.130,-10.820,9.910
135558,346.13,-24.00,40.88,-12.050,-8.600,9.160
135570,346.00,-23.69,40.56,-9.420,-7.830,7.670
135582,346.06,-23.00,40.25,-8.400,-7.640,7.250
135596,346.25,-22.37,39.94,-4.650,-7.410,6.830
135608,346.56,-21.12,39.38,-0.040,-6.030,7.830
135621,346.56,-20.56,39.06,2.790,-4.590,7.610
135633,346.00,-20.12,38.81,11.050,-0.380,7.880
135647,345.25,-19.81,38.50,9.260,0.040,8.190
135659,345.25,-20.19,38.13,0.970,-1.590,2.030
135671,345.63,-20.75,38.19,1.110,-2.460,2.940
135683,346.00,-21.12,38.44,2.400,-2.790,4.610
135697,346.50,-21.31,38.63,3.140,-2.590,5.600
135709,347.56,-21.69,39.06,3.100,-4.400,5.210
135721,347.69,-21.87,39.25,1.930,-5.060,5.460
135733,347.69,-22.19,39.44,-0.240,-5.620,5.910
135747,347.63,-22.69,39.56,-2.040,-5.960,6.840
135759,347.63,-23.87,39.88,-5.640,-5.010,8.520
135771,347.63,-24.63,40.19,-11.000,-6.640,10.470
135783,347.50,-25.31,40.44,-11.930,-6.790,10.340
135797,347.31,-26.06,40.75,-16.510,-7.810,10.730
135809,346.56,-26.81,41.06,-17.310,-10.370,9.330
135821,345.81,-27.00,41.06,-15.680,-11.050,9.850
135833,345.19,-27.00,41.00,-12.920,-10.420,8.970
135847,344.69,-26.62,40.88,-8.790,-9.440,7.730
135859,344.50,-25.31,40.38,-5.450,-9.690,5.820
135872,344.56,-24.56,40.19,-4.600,-8.490,7.300
135884,344.94,-23.87,40.12,-0.670,-6.500,7.440
135898,345.25,-23.25,40.00,0.520,-3.160,6.840
135935,346.00,-21.87,40.19,6.890,0.000,4.710
135948,346.06,-21.94,40.31,5.710,-0.440,4.010
135961,346.56,-22.62,40.75,4.640,-1.900,3.020
135973,346.94,-22.87,41.13,4.190,-3.040,4.690
135985,347.50,-23.12,41.44,2.890,-5.540,4.270
135999,347.69,-23.44,41.63,2.970,-4.640,5.310
136011,347.50,-24.31,42.13,-1.070,-5.750,8.830
136023,347.37,-25.00,42.31,-6.240,-4.970,9.310
136035,347.31,-25.75,42.56,-8.880,-5.860,9.820
136049,347.19,-26.50,42.88,-12.780,-8.150,8.650
136061,346.87,-27.75,43.38,-22.590,-11.020,6.160
136073,346.44,-28.06,43.44,-21.520,-12.030,6.500
136085,345.69,-28.31,43.44,-18.060,-12.920,8.700
136099,345.00,-28.31,43.38,-10.360,-10.910,9.500
136111,344.44,-27.00,42.81,-10.470,-10.400,7.890
136123,344.56,-26.12,42.44,-5.090,-8.430,6.330
136135,344.81,-25.25,42.19,-2.340,-5.880,7.350
136149,345.25,-24.44,42.00,0.010,-5.510,6.420
136161,346.19,-23.12,41.75,5.590,-2.000,4.690
136173,346.50,-22.69,41.69,7.380,-1.460,4.590
136185,346.62,-22.50,41.69,8.090,-0.990,4.020
136199,346.69,-22.50,41.69,6.070,-1.300,4.020
136211,347.50,-23.31,42.13,4.660,-2.140,2.720
136223,348.06,-23.69,42.44,4.420,-3.220,4.830
136235,348.62,-24.12,42.75,1.220,-3.990,4.460
136249,348.87,-24.31,42.88,0.820,-4.500,4.860
136261,348.31,-25.50,43.38,-1.240,-4.620,6.330
136273,348.06,-26.25,43.63,-5.660,-5.420,5.630
136285,347.81,-27.06,43.94,-8.640,-5.460,6.290
136299,347.69,-27.87,44.25,-8.950,-5.990,6.210
136311,347.19,-29.25,44.94,-13.210,-8.180,7.950
136323,347.00,-29.81,45.25,-13.990,-11.990,7.690
136335,346.87,-30.12,45.38,-15.050,-11.080,7.260
136349,346.69,-30.31,45.50,-11.690,-12.650,9.690
136361,346.06,-30.37,45.38,-11.650,-10.180,10.070
136374,346.00,-30.12,45.25,-10.580,-8.770,8.880
136386,346.06,-29.44,45.00,-9.840,-8.570,6.450
136400,346.37,-28.69,44.69,-8.060,-8.840,5.010
136412,347.31,-27.19,44.31,-3.860,-7.140,6.560
136424,348.00,-26.31,44.13,-2.470,-5.970,6.710
136436,348.62,-25.62,43.94,-2.070,-4.090,6.590
136450,349.31,-25.00,43.81,-1.450,-3.960,7.240
136462,350.06,-24.06,43.69,3.840,-1.210,6.240
136474,349.88,-23.75,43.63,3.330,-0.660,5.380
136486,349.56,-23.81,43.56,2.750,-0.080,3.310
136500,349.37,-24.00,43.56,-0.010,-2.020,2.470
136512,349.62,-24.94,44.00,2.380,-2.520,3.010
136524,349.75,-25.12,44.19,3.060,-2.590,5.840
136536,349.88,-25.12,44.44,2.120,-2.970,6.140
136550,350.00,-25.12,44.63,1.140,-3.990,5.600
136562,349.12,-25.75,45.12,-1.780,-4.360,6.030
136574,348.44,-26.37,45.31,-3.130,-5.270,5.970
136586,347.75,-27.06,45.56,-4.770,-5.630,4.550
136600,347.25,-27.87,45.69,-6.040,-6.960,2.920
136612,346.37,-29.56,46.06,-6.650,-9.920,2.380
136624,345.94,-30.62,46.19,-6.550,-10.180,2.580
136636,345.75,-31.69,46.25,-3.890,-9.710,3.110
136650,345.56,-32.69,46.31,-3.900,-7.130,5.090
136662,346.19,-34.50,46.31,-1.550,-6.340,5.020
136675,347.00,-35.38,46.44,-1.690,-9.970,0.660
136687,347.44,-36.13,46.19,-1.400,-8.210,1.760
136701,347.37,-36.94,45.81,-0.310,-7.900,3.460
136713,347.56,-39.13,45.00,1.690,-5.560,3.380
136725,347.75,-40.50,44.69,1.280,-5.460,3.060
136737,348.00,-42.19,44.63,0.600,-5.320,2.260
136751,348.25,-44.00,44.81,-2.480,-6.220,0.430
136763,348.38,-48.38,45.38,-5.720,-6.350,-1.080
136775,348.13,-50.75,45.75,-7.580,-6.690,-0.530
136787,347.56,-53.38,45.88,-8.290,-6.570,0.080
136801,346.81,-56.19,45.88,-8.640,-6.070,0.480
136813,344.62,-62.38,44.81,-10.980,-3.960,0.320
136825,343.44,-65.62,43.81,-12.140,-2.330,-0.280
136837,342.31,-68.81,42.44,-13.370,-0.800,-1.020
136851,341.31,-71.87,40.94,-15.780,1.160,-1.730
136863,340.00,-77.06,37.50,-17.080,2.630,-1.750
136876,339.81,-79.12,36.38,-17.170,2.410,-1.130
136888,339.81,-80.94,35.25,-16.490,1.450,-0.430
136902,339.94,-82.44,34.31,-15.680,1.270,-0.080
136938,341.00,-87.37,1.12,-12.550,2.800,0.960
136952,341.38,-88.37,0.50,-12.170,2.760,1.220
136964,342.19,-89.44,-179.50,-11.540,2.350,1.260
136976,342.69,-88.69,-179.12,-11.660,2.270,1.050
136988,343.19,-87.88,-178.81,-12.030,2.380,0.630
137002,343.75,-87.19,-178.56,-12.330,2.950,0.370
137014,344.69,-86.06,-178.12,-12.000,3.150,1.070
137026,345.06,-85.56,-177.94,-11.630,2.670,1.750
137038,345.44,-85.12,-177.81,-11.390,2.310,1.780
137052,345.81,-84.69,-177.69,-11.160,2.190,1.720
137064,346.56,-84.00,-177.62,-11.510,1.900,0.680
137076,346.94,-83.62,-177.62,-11.790,1.880,0.650
137088,347.25,-83.37,-177.62,-11.860,1.820,0.670
137102,347.56,-83.12,-159.87,-11.880,1.620,0.930
137114,348.13,-82.75,-161.19,-11.160,1.240,1.130
137127,348.38,-82.69,-161.69,-10.910,1.130,1.040
137139,348.62,-82.56,-162.37,-10.860,1.240,0.590
137153,348.87,-82.44,-163.12,-11.050,1.340,0.490
137165,349.25,-82.31,-164.62,-11.160,1.070,0.550
137177,349.44,-82.25,-165.44,-10.710,0.520,0.540
137189,349.69,-82.25,-166.44,-10.520,0.390,0.320
137203,349.88,-82.25,-167.37,-10.410,0.270,0.000
137215,350.31,-82.31,-169.62,-10.400,0.600,-0.460
137227,350.50,-82.37,-170.87,-10.400,0.650,-0.350
137239,350.75,-82.37,-172.37,-10.320,0.430,-0.280
137253,351.00,-82.44,-173.81,-10.000,-0.120,-0.240
137265,351.50,-82.50,-177.12,-9.810,-0.350,-0.900
137277,351.75,-82.56,-178.62,-9.960,-0.050,-1.260
137289,351.94,-82.62,179.94,-10.030,0.050,-1.190
137303,352.06,-82.75,178.69,-9.930,0.050,-0.970
137315,352.38,-82.88,176.12,-9.500,-0.470,-0.720
137327,352.50,-82.94,174.81,-9.270,-0.730,-0.810
137339,352.56,-83.00,173.62,-9.200,-0.760,-1.040
137353,352.69,-83.00,172.44,-9.520,-0.650,-1.280
137365,352.94,-83.06,169.75,-9.730,-0.640,-1.050
137378,353.06,-83.06,168.31,-9.700,-0.770,-0.810
137390,353.19,-83.00,167.06,-9.440,-1.130,-0.790
137404,353.37,-83.00,165.81,-9.420,-1.240,-0.910
137416,353.62,-82.94,163.56,-9.480,-1.150,-1.230
137428,353.75,-82.94,162.50,-9.640,-1.070,-0.980
137440,353.88,-82.88,161.56,-9.610,-1.090,-0.670
137454,354.06,-82.81,160.50,-9.550,-1.290,-0.420
137466,354.44,-82.69,158.50,-9.070,-1.770,-0.480
137478,354.63,-82.62,157.56,-9.070,-1.640,-0.660
137490,354.87,-82.56,156.75,-9.280,-1.490,-0.750
137504,355.12,-82.44,155.87,-9.660,-1.160,-0.600
137516,355.50,-82.31,154.69,-9.600,-1.380,-0.190
137528,355.69,-82.25,154.44,-9.280,-1.610,-0.180
137540,355.81,-82.19,154.31,-9.220,-1.510,-0.420
137554,356.00,-82.12,154.25,-9.300,-1.300,-0.560
137566,356.25,-82.00,154.31,-9.810,-0.630,-0.370
137578,356.38,-81.94,154.38,-9.760,-0.660,-0.160
137590,356.56,-81.87,154.38,-9.660,-0.890,-0.040
137604,356.69,-81.87,154.44,-9.420,-1.000,-0.280
137616,356.87,-81.75,154.63,-9.370,-0.560,-0.640
137628,356.94,-81.69,154.87,-9.440,-0.440,-0.610
137640,357.00,-81.69,155.12,-9.520,-0.360,-0.360
137654,357.06,-81.63,155.44,-9.470,-0.520,-0.190
137666,357.12,-81.50,156.31,-9.040,-0.810,-0.190
137679,357.06,-81.50,157.12,-8.800,-0.640,-0.450
137691,357.00,-81.44,158.00,-8.940,-0.520,-0.570
137705,356.87,-81.31,159.19,-9.120,-0.280,-0.580
137717,356.44,-81.12,162.62,-8.810,-0.350,0.220
137729,356.00,-80.94,165.25,-8.510,-0.390,0.220
137741,355.44,-80.75,168.44,-8.160,-0.140,0.200
137755,354.75,-80.38,172.37,-7.780,0.440,-0.010
137767,352.62,-79.25,-178.56,-7.940,0.820,-0.430
137779,351.19,-78.37,-173.69,-8.430,0.480,-0.980
137791,349.50,-77.25,-168.87,-8.630,0.230,-1.260
137805,347.56,-75.94,-164.31,-8.920,-0.070,-1.730
137817,343.37,-72.75,-156.81,-9.220,0.320,-3.020
137829,341.38,-71.06,-154.19,-9.230,0.840,-2.920
137841,339.38,-69.31,-152.12,-8.930,1.110,-3.010
137855,337.56,-67.62,-150.69,-7.950,1.550,-2.880
137867,334.25,-64.56,-148.75,-7.970,1.990,-2.380
137879,332.81,-63.13,-148.19,-7.960,2.290,-2.560
137891,331.31,-61.56,-147.75,-7.870,3.010,-4.030
137905,329.69,-60.00,-147.37,-8.200,3.650,-3.680
137941,323.94,-52.38,-147.44,-7.920,3.590,-7.480
137955,322.37,-50.56,-147.56,-9.500,3.990,-6.950
137967,320.19,-49.06,-147.25,-9.610,5.170,-7.370
137980,315.62,-46.50,-145.81,-9.150,5.370,-6.970
137992,313.44,-45.50,-144.94,-8.570,5.490,-6.590
138006,311.44,-44.63,-144.06,-8.220,5.650,-5.930
138018,308.06,-43.38,-142.62,-7.740,5.500,-6.430
138030,306.50,-42.88,-141.88,-7.570,5.390,-6.330
138042,304.94,-42.44,-141.12,-7.580,5.350,-6.230
138056,303.37,-42.06,-140.31,-7.400,5.090,-5.720
138068,300.75,-41.37,-138.88,-7.780,4.990,-5.460
138080,299.88,-41.13,-138.37,-7.840,5.120,-5.780
138092,299.37,-41.06,-137.94,-7.750,4.950,-5.740
138106,299.00,-41.00,-137.50,-7.210,5.040,-5.880
138118,298.62,-41.13,-136.56,-6.510,4.960,-4.550
138130,298.56,-41.31,-135.94,-6.560,4.840,-4.380
138142,298.69,-41.50,-135.56,-6.700,4.720,-4.650
138156,299.06,-41.69,-135.31,-7.060,4.930,-5.020
138168,300.69,-42.44,-135.25,-6.810,4.910,-5.630
138180,301.75,-42.88,-135.37,-7.000,4.850,-4.930
138192,302.81,-43.38,-135.50,-6.800,4.560,-4.520
138206,303.94,-43.81,-135.69,-6.580,4.130,-4.290
138218,305.50,-44.44,-136.44,-5.540,3.000,-3.960
138231,305.25,-44.19,-137.06,-5.630,4.010,-6.140
138243,305.37,-44.00,-137.56,-5.030,4.590,-6.480
138257,305.69,-44.13,-137.69,-6.310,4.370,-4.890
138269,306.69,-44.88,-137.75,-6.280,3.560,-4.450
138281,307.06,-45.12,-137.81,-6.120,3.680,-4.640
138293,307.31,-45.38,-138.00,-6.100,3.750,-4.630
138307,307.56,-45.56,-138.25,-6.180,3.770,-4.510
138319,308.06,-45.94,-138.81,-6.370,3.420,-4.270
138331,308.44,-46.06,-139.12,-6.380,3.220,-4.370
138343,308.75,-46.19,-139.56,-6.330,3.110,-4.500
138357,309.06,-46.31,-139.94,-6.270,3.130,-4.620
138369,309.94,-46.56,-141.00,-6.220,3.240,-4.340
138381,310.44,-46.56,-141.62,-6.180,3.120,-4.270
138393,310.94,-46.63,-142.25,-6.420,3.020,-4.630
138407,311.50,-46.63,-142.94,-6.540,3.220,-5.010
138419,312.25,-46.50,-144.19,-6.610,3.600,-5.440
138431,312.56,-46.44,-144.81,-6.650,3.700,-5.260
138443,312.88,-46.31,-145.44,-6.550,3.540,-5.120
138457,313.25,-46.19,-146.06,-6.420,3.410,-5.060
138469,314.12,-45.94,-147.50,-7.000,2.980,-6.060
138482,314.50,-45.81,-148.19,-7.140,2.940,-6.280
138494,314.88,-45.69,-148.75,-7.240,3.070,-6.290
138508,315.19,-45.56,-149.19,-7.200,3.200,-5.930
138520,315.62,-45.25,-150.00,-7.050,3.000,-5.820
138532,315.81,-45.12,-150.38,-6.970,3.180,-6.200
138544,316.06,-45.00,-150.75,-7.060,3.420,-6.210
138558,316.25,-44.88,-151.06,-7.090,3.480,-6.250
138570,316.56,-44.63,-151.75,-7.190,3.140,-5.960
138582,316.69,-44.50,-152.06,-7.300,3.000,-6.070
138594,316.81,-44.38,-152.31,-7.340,2.950,-6.240
138608,316.94,-44.31,-152.56,-7.380,2.990,-6.430
138620,317.25,-44.19,-153.12,-7.300,3.070,-6.060
138632,317.62,-44.19,-153.44,-7.300,2.800,-5.870
138644,317.87,-44.13,-153.75,-7.150,2.460,-5.650
138658,318.19,-44.13,-154.12,-7.200,2.370,-5.850
138670,318.94,-44.13,-154.75,-7.420,2.600,-6.370
138682,319.31,-44.13,-155.06,-7.370,2.790,-6.130
138694,319.62,-44.13,-155.37,-7.360,2.580,-5.880
138708,319.94,-44.13,-155.63,-7.330,2.450,-5.800
138720,320.56,-44.19,-156.12,-7.220,2.410,-6.110
138733,320.81,-44.19,-156.37,-7.290,2.510,-6.300
138745,321.06,-44.19,-156.50,-7.360,2.690,-6.320
138759,321.31,-44.19,-156.69,-7.440,2.680,-6.070
138771,321.62,-44.38,-156.81,-7.240,2.390,-5.840
138783,321.75,-44.44,-156.87,-7.200,2.450,-6.090
138795,321.87,-44.50,-156.87,-7.100,2.470,-6.360
138809,321.94,-44.50,-156.94,-7.260,2.510,-6.390
138821,322.06,-44.56,-157.00,-7.130,2.490,-5.770
138833,322.12,-44.63,-156.94,-7.070,2.680,-5.650
138845,322.25,-44.69,-157.00,-6.970,2.610,-5.860
138859,322.37,-44.75,-157.06,-7.010,2.680,-6.080
138871,322.69,-44.88,-157.25,-7.110,2.710,-6.190
138883,322.88,-44.94,-157.31,-7.060,2.570,-5.990
138895,323.06,-45.00,-157.44,-7.120,2.330,-5.580
138909,323.19,-45.00,-157.50,-7.000,2.020,-5.730
138945,323.56,-45.06,-157.81,-7.450,2.220,-5.450
138959,323.56,-45.00,-157.81,-7.410,2.090,-5.110
138971,323.56,-44.81,-157.94,-7.710,1.880,-5.660
138983,323.62,-44.69,-158.00,-8.140,2.080,-6.270
138995,323.56,-44.56,-158.00,-8.560,2.330,-6.770
139009,323.56,-44.50,-158.06,-9.270,2.480,-7.040
139021,323.69,-44.63,-158.12,-9.270,2.170,-6.570
139034,323.94,-44.75,-158.25,-9.080,1.870,-6.420
139046,324.31,-45.00,-158.31,-8.780,1.690,-6.510
139060,324.81,-45.25,-158.50,-8.520,1.620,-6.600
139072,326.19,-45.94,-159.06,-8.170,2.010,-5.970
139084,327.00,-46.25,-159.37,-8.080,1.820,-5.620
139096,327.87,-46.63,-159.81,-8.020,1.560,-5.210
139110,328.81,-47.06,-160.25,-7.720,1.300,-5.140
139122,330.94,-47.88,-161.19,-6.840,1.450,-5.420
139134,332.06,-48.25,-161.81,-6.700,1.740,-5.240
139146,333.31,-48.63,-162.44,-6.150,1.860,-4.620
139160,334.50,-49.00,-163.06,-6.030,1.770,-4.170
139172,336.94,-49.56,-164.50,-5.510,1.430,-4.020
139184,338.06,-49.88,-165.19,-5.250,1.510,-4.260
139196,339.12,-50.06,-165.88,-4.910,1.610,-4.120
139210,340.00,-50.31,-166.50,-4.860,1.690,-3.720
139222,341.25,-50.44,-167.56,-3.740,0.760,-2.270
139234,341.69,-50.38,-168.00,-3.320,0.300,-2.430
139246,342.06,-50.19,-168.37,-3.210,0.090,-3.050
139260,342.25,-49.81,-168.69,-3.610,0.480,-4.590
139272,342.00,-48.75,-168.87,-4.290,1.070,-5.470
139285,341.69,-48.06,-168.87,-4.400,1.230,-5.780
139297,341.31,-47.25,-168.87,-5.040,1.520,-6.840
139311,340.87,-46.44,-168.87,-5.610,1.660,-7.670
139323,340.12,-44.75,-168.94,-6.880,2.870,-9.770
139335,339.75,-44.00,-168.94,-7.090,3.020,-9.950
139347,2.19,-43.31,-168.94,-7.050,3.130,-9.880
139361,2.19,-42.62,-168.94,-7.050,3.050,-9.830
139373,2.12,-41.50,-169.06,-7.100,2.520,-9.610
139385,2.00,-41.00,-169.19,-7.010,2.430,-9.680
139397,1.81,-40.63,-169.37,-7.110,2.290,-9.450
139411,1.56,-40.19,-169.62,-7.150,1.950,-9.030
139423,1.06,-39.50,-170.00,-6.980,1.220,-8.250
139435,0.94,-39.19,-170.12,-6.800,0.570,-8.070
139447,0.81,-38.81,-170.19,-6.710,0.500,-8.200
139461,0.69,-38.50,-170.31,-6.640,0.490,-8.290
139473,0.62,-37.88,-170.38,-6.520,0.790,-7.590
139485,0.62,-37.56,-170.44,-6.560,0.750,-7.340
139497,0.62,-37.25,-170.44,-6.510,0.440,-7.300
139511,0.62,-36.88,-170.44,-6.530,0.200,-7.650
139523,0.75,-36.19,-170.44,-6.640,0.430,-8.120
139536,0.88,-35.88,-170.38,-6.860,0.670,-8.060
139548,0.94,-35.50,-170.38,-6.860,0.780,-7.750
139562,1.00,-35.25,-170.44,-6.950,0.600,-7.660
