frame,t_ms,wrist_x,wrist_y,index_mcp_x,index_mcp_y,middle_mcp_x,middle_mcp_y,ring_mcp_x,ring_mcp_y,hand_score,handedness
1193,39893.978,0.458721,1.010783,0.503374,0.721764,0.497473,0.720726,0.505995,0.753838,0.9912,Right
1194,39927.289,0.470359,1.018891,0.515955,0.750019,0.504646,0.751042,0.508991,0.786319,0.9982,Right
1195,39960.600,0.450058,1.029750,0.510812,0.765720,0.516644,0.800041,0.528450,0.857004,0.9888,Right
1196,39993.922,0.440182,1.045874,0.509445,0.826214,0.513573,0.870295,0.518659,0.930159,0.9687,Right
1197,40027.233,0.445635,1.047724,0.514187,0.830155,0.513684,0.879557,0.518314,0.944819,0.9865,Right
1198,40060.544,0.436573,1.020784,0.521263,0.816004,0.520473,0.861863,0.520908,0.926431,0.9864,Right
1199,40093.867,0.428139,0.999645,0.526396,0.800350,0.523001,0.860402,0.515594,0.936010,0.9897,Right
1200,40127.178,0.442205,1.019083,0.517199,0.760456,0.507627,0.759692,0.507687,0.793233,0.9913,Right
1201,40160.489,0.446188,0.998082,0.497172,0.726239,0.487310,0.719035,0.492290,0.746425,0.9918,Right
1202,40193.811,0.442199,1.002506,0.477175,0.719189,0.472621,0.714863,0.482550,0.741891,0.9903,Right
1203,40227.122,0.456331,1.011785,0.504041,0.741318,0.487194,0.734460,0.486523,0.765594,0.9961,Right
1204,40260.433,0.435017,1.035831,0.491960,0.749177,0.493595,0.785682,0.500973,0.848331,0.9909,Right
1205,40293.756,0.419021,1.053863,0.490973,0.806976,0.494164,0.841807,0.501276,0.898616,0.9848,Right
1206,40327.067,0.424829,1.077120,0.488995,0.832060,0.492070,0.885848,0.500236,0.956733,0.9818,Right
1207,40360.378,0.422821,1.043209,0.493701,0.818075,0.497506,0.874400,0.503857,0.945439,0.9825,Right
1208,40393.689,0.418905,0.996183,0.502039,0.782646,0.502661,0.818184,0.505117,0.875277,0.9847,Right
1209,40427.011,0.439743,1.015640,0.506654,0.764100,0.494310,0.767375,0.491607,0.803611,0.9961,Right
1210,40460.322,0.432538,0.992806,0.484040,0.716799,0.471357,0.716140,0.473161,0.750103,0.9940,Right
1211,40493.633,0.425573,0.992093,0.466180,0.709915,0.459880,0.709783,0.467366,0.741763,0.9929,Right
1212,40526.956,0.422054,0.997676,0.467680,0.728656,0.462195,0.728503,0.470212,0.762122,0.9935,Right
1213,40560.267,0.412107,1.019928,0.492922,0.739696,0.480722,0.773203,0.475281,0.836912,0.9932,Right
1214,40593.578,0.399688,1.042016,0.479451,0.799281,0.481720,0.832918,0.487527,0.887594,0.9812,Right
1215,40626.900,0.397150,1.054545,0.477954,0.822923,0.479720,0.868924,0.483659,0.934877,0.9848,Right
1216,40660.211,0.397960,1.042984,0.480603,0.811094,0.479514,0.850013,0.478984,0.910193,0.9713,Right
1217,40693.522,0.395245,1.016749,0.485056,0.785242,0.483651,0.838105,0.482650,0.912746,0.9826,Right
1218,40726.844,0.419841,1.022152,0.495115,0.746809,0.485928,0.747623,0.485734,0.785773,0.9934,Right
1219,40760.156,0.414203,1.012841,0.466770,0.715118,0.456610,0.713218,0.459487,0.746073,0.9889,Right
1220,40793.467,0.412321,1.002481,0.456993,0.711131,0.449919,0.713733,0.456384,0.747999,0.9866,Right
1221,40826.789,0.410141,1.002829,0.459447,0.726849,0.452777,0.727758,0.459343,0.762793,0.9916,Right
1222,40860.100,0.410108,1.019308,0.485744,0.753524,0.470255,0.760543,0.466251,0.805179,0.9959,Right
1223,40893.411,0.393565,1.040517,0.463504,0.785795,0.468332,0.818644,0.477543,0.873679,0.9832,Right
1224,40926.733,0.387427,1.042677,0.467160,0.803990,0.465609,0.853749,0.467685,0.924842,0.9829,Right
1225,40960.044,0.390550,1.024321,0.475135,0.801291,0.471098,0.842734,0.468287,0.905855,0.9795,Right
1226,40993.356,0.394344,1.014201,0.473237,0.777914,0.471613,0.809090,0.472784,0.867350,0.9827,Right
1227,41026.667,0.410290,1.017036,0.463966,0.737812,0.457853,0.741152,0.463671,0.781499,0.9957,Right
1228,41059.989,0.400218,0.995470,0.449065,0.712862,0.443428,0.713339,0.451370,0.745236,0.9902,Right
1229,41093.300,0.406286,1.000184,0.450676,0.703908,0.444261,0.702608,0.451160,0.733155,0.9848,Right
1230,41126.611,0.404482,1.010169,0.449051,0.727924,0.443585,0.727038,0.451983,0.759170,0.9866,Right
1231,41159.933,0.405180,1.042697,0.477033,0.757458,0.461970,0.763394,0.458186,0.806070,0.9886,Right
1232,41193.244,0.391187,1.053208,0.465901,0.786670,0.465825,0.816211,0.471150,0.871459,0.9756,Right
1233,41226.556,0.389331,1.052872,0.456470,0.778681,0.453034,0.825181,0.457060,0.896029,0.9849,Right
1234,41259.878,0.392778,1.045682,0.458348,0.799696,0.458208,0.841658,0.463410,0.903288,0.9755,Right
1235,41293.189,0.388725,1.021083,0.464166,0.790573,0.467540,0.836760,0.471793,0.902371,0.9794,Right
1236,41326.500,0.408376,1.025283,0.464137,0.750710,0.457966,0.753247,0.462094,0.793422,0.9946,Right
1237,41359.822,0.400889,1.002990,0.452488,0.722970,0.444310,0.727311,0.449342,0.762972,0.9906,Right
1238,41393.133,0.407859,1.004935,0.451187,0.715241,0.444332,0.714327,0.451218,0.745259,0.9856,Right
1239,41426.444,0.410901,1.009946,0.452060,0.726914,0.446686,0.730478,0.455359,0.766180,0.9847,Right
1240,41459.767,0.407909,1.034353,0.479038,0.766816,0.464129,0.768234,0.460668,0.807086,0.9919,Right
1241,41493.078,0.396962,1.045852,0.460206,0.781992,0.467029,0.813602,0.479073,0.868306,0.9829,Right
1242,41526.389,0.393891,1.058707,0.465115,0.810852,0.467197,0.848069,0.473056,0.909336,0.9777,Right
1243,41559.711,0.402819,1.047077,0.461646,0.783982,0.460870,0.831494,0.467947,0.902721,0.9922,Right
1244,41593.022,0.398064,1.034573,0.455812,0.786174,0.462048,0.820754,0.472668,0.876176,0.9766,Right
1245,41626.333,0.390793,1.005598,0.455330,0.760508,0.459665,0.791950,0.469252,0.848796,0.9925,Right
1246,41659.656,0.406277,1.005254,0.456685,0.736539,0.451513,0.739441,0.457938,0.776734,0.9958,Right
1247,41692.967,0.409634,1.003589,0.453258,0.714515,0.446779,0.715562,0.453620,0.750329,0.9916,Right
1248,41726.278,0.412753,1.007231,0.450418,0.725136,0.444759,0.728243,0.453577,0.763296,0.9880,Right
1249,41759.589,0.408140,1.018314,0.476126,0.748835,0.462500,0.754827,0.460612,0.795605,0.9968,Right
1250,41792.911,0.392415,1.035103,0.470248,0.774695,0.476297,0.808847,0.484649,0.865657,0.9800,Right
1251,41826.222,0.386739,1.042618,0.461475,0.795268,0.462016,0.844745,0.465916,0.913775,0.9713,Right
1252,41859.533,0.385623,1.044612,0.459371,0.802187,0.458899,0.843849,0.463097,0.905348,0.9815,Right
1253,41892.856,0.388517,1.024770,0.453504,0.779783,0.458713,0.822515,0.466399,0.886526,0.9818,Right
1254,41926.167,0.390320,1.002953,0.449140,0.751376,0.452075,0.780117,0.460735,0.835698,0.9942,Right
1255,41959.478,0.399878,1.000091,0.455423,0.725763,0.448867,0.730933,0.454042,0.770046,0.9957,Right
1256,41992.800,0.407910,1.003242,0.446232,0.708847,0.438490,0.709398,0.444047,0.741214,0.9901,Right
1257,42026.111,0.401427,1.011757,0.445266,0.713471,0.436847,0.715435,0.442770,0.750474,0.9877,Right
1258,42059.422,0.393868,1.025522,0.454793,0.748639,0.446087,0.749778,0.449540,0.785648,0.9938,Right
1259,42092.744,0.374561,1.032037,0.457552,0.754257,0.453815,0.787304,0.456303,0.849862,0.9835,Right
1260,42126.056,0.374816,1.053414,0.448500,0.783192,0.444578,0.821714,0.445690,0.886736,0.9805,Right
1261,42159.367,0.374449,1.055800,0.445166,0.793745,0.442820,0.837091,0.447715,0.903615,0.9733,Right
1262,42192.689,0.374112,1.031565,0.452915,0.780762,0.453155,0.819211,0.456670,0.881853,0.9811,Right
1263,42226.000,0.386046,1.022719,0.449726,0.748607,0.444258,0.757806,0.448296,0.801685,0.9935,Right
1264,42259.311,0.394190,1.007697,0.448007,0.719394,0.438055,0.726224,0.441220,0.766222,0.9877,Right
1265,42292.633,0.393934,1.005760,0.440766,0.715574,0.432415,0.719032,0.437634,0.754503,0.9888,Right
1266,42325.944,0.390378,1.017167,0.439171,0.726380,0.431316,0.730195,0.438309,0.768501,0.9875,Right
1267,42359.256,0.378180,1.028632,0.453224,0.750493,0.443833,0.759728,0.443743,0.804579,0.9831,Right
1268,42392.578,0.374385,1.041445,0.449213,0.778979,0.449727,0.801939,0.454768,0.854352,0.9817,Right
1269,42425.889,0.372652,1.043885,0.445519,0.790512,0.444711,0.825902,0.447705,0.886032,0.9768,Right
1270,42459.200,0.367176,1.037613,0.442394,0.793158,0.440314,0.838520,0.441987,0.905394,0.9696,Right
1271,42492.522,0.366410,1.023840,0.444141,0.764562,0.440922,0.810601,0.441030,0.883931,0.9896,Right
1272,42525.833,0.383013,1.023335,0.447401,0.743065,0.437552,0.748427,0.439455,0.791058,0.9941,Right
1273,42559.144,0.388358,1.009728,0.443166,0.719193,0.433217,0.725260,0.435367,0.764282,0.9900,Right
1274,42592.456,0.392968,1.003710,0.442955,0.706676,0.431725,0.712917,0.433314,0.752807,0.9885,Right
1275,42625.778,0.381864,1.013515,0.443153,0.729156,0.432635,0.731793,0.434939,0.769387,0.9855,Right
1276,42659.089,0.377775,1.021189,0.449360,0.746725,0.439356,0.756522,0.440538,0.801660,0.9875,Right
1277,42692.400,0.368180,1.030917,0.439706,0.762631,0.442837,0.792895,0.450232,0.852869,0.9753,Right
1278,42725.722,0.368100,1.037468,0.435273,0.778065,0.435990,0.823221,0.439601,0.890566,0.9705,Right
1279,42759.033,0.367214,1.037906,0.434505,0.779557,0.433539,0.828505,0.437182,0.897235,0.9604,Right
1280,42792.344,0.370298,1.022081,0.441741,0.770845,0.441945,0.802776,0.446885,0.861690,0.9741,Right
1281,42825.667,0.381045,1.007687,0.443909,0.741203,0.436280,0.753939,0.438444,0.799633,0.9912,Right
1282,42858.978,0.375262,0.998956,0.440462,0.733810,0.432746,0.742732,0.436769,0.786559,0.9920,Right
1283,42892.289,0.380737,1.007999,0.442024,0.742881,0.433781,0.749200,0.438007,0.790494,0.9862,Right
1284,42925.611,0.372194,1.006317,0.440258,0.750544,0.439048,0.773631,0.444394,0.825816,0.9875,Right
1285,42958.922,0.363637,1.035342,0.442179,0.774252,0.441835,0.822902,0.444946,0.897333,0.9771,Right
1286,42992.233,0.372246,1.053076,0.439559,0.782253,0.441249,0.833680,0.448534,0.907311,0.9882,Right
1287,43025.556,0.384959,1.073374,0.441701,0.788007,0.439387,0.829152,0.446090,0.897079,0.9873,Right
1288,43058.867,0.393478,1.079193,0.439555,0.799399,0.443227,0.839975,0.455033,0.901066,0.9812,Right
1289,43092.178,0.397145,1.084610,0.441611,0.818137,0.444188,0.850768,0.455838,0.905470,0.9906,Right
1290,43125.500,0.394207,1.079147,0.443463,0.826222,0.447993,0.852069,0.458332,0.900108,0.9888,Right
1291,43158.811,0.390799,1.084987,0.439388,0.836682,0.443148,0.863901,0.453425,0.913320,0.9905,Right
1292,43192.122,0.376511,1.072771,0.428254,0.830891,0.436111,0.875201,0.446365,0.934015,0.9817,Right
1293,43225.444,0.363077,1.051183,0.424858,0.822690,0.430554,0.880317,0.438468,0.950467,0.9806,Right
1294,43258.756,0.348327,1.039950,0.407184,0.808887,0.413593,0.845538,0.422160,0.903034,0.9925,Right
1295,43292.067,0.334090,1.024823,0.397251,0.789303,0.400664,0.825387,0.407279,0.885521,0.9815,Right
1296,43325.378,0.322208,1.002408,0.395724,0.780874,0.392981,0.809410,0.393870,0.863558,0.9794,Right
1297,43358.700,0.325666,0.990234,0.400115,0.742574,0.389014,0.752711,0.386968,0.798353,0.9958,Right
1298,43392.011,0.325688,0.989680,0.389961,0.723493,0.377355,0.730146,0.376121,0.771232,0.9869,Right
1299,43425.322,0.331194,1.007110,0.387987,0.712181,0.372616,0.713132,0.368893,0.748520,0.9920,Right
1300,43458.644,0.315655,1.010058,0.379153,0.697364,0.365247,0.697703,0.363321,0.733596,0.9880,Right
1301,43491.956,0.296770,1.006594,0.375892,0.700036,0.362161,0.698115,0.359177,0.730223,0.9878,Right
1302,43525.267,0.280152,1.007199,0.375833,0.706760,0.359427,0.703618,0.352671,0.737010,0.9919,Right
1303,43558.589,0.262721,1.017153,0.370480,0.719162,0.353563,0.717182,0.342322,0.753197,0.9867,Right
1304,43591.900,0.238394,1.011295,0.359985,0.730150,0.342330,0.731638,0.330325,0.771433,0.9799,Right
1305,43625.211,0.219053,0.998219,0.354898,0.731378,0.336826,0.735097,0.322944,0.778475,0.9790,Right
1306,43658.533,0.206125,0.997493,0.342626,0.743181,0.326750,0.745258,0.314795,0.786076,0.9883,Right
1307,43691.844,0.184850,0.982785,0.335219,0.739335,0.320523,0.740163,0.307463,0.781186,0.9941,Right
1308,43725.156,0.156875,0.971243,0.319984,0.727960,0.304533,0.726490,0.290403,0.768412,0.9952,Right
1309,43758.478,0.137107,0.939119,0.311858,0.708822,0.293673,0.708295,0.275780,0.753468,0.9944,Right
1310,43791.789,0.117068,0.914647,0.303614,0.691591,0.283582,0.693879,0.262319,0.739720,0.9927,Right
1311,43825.100,0.106297,0.889686,0.296309,0.674035,0.275494,0.675260,0.252040,0.722114,0.9918,Right
1312,43858.422,0.099924,0.862266,0.285923,0.649820,0.265440,0.656045,0.243125,0.706308,0.9892,Right
1313,43891.733,0.096224,0.834753,0.284387,0.630261,0.262902,0.635764,0.238274,0.685063,0.9890,Right
1314,43925.044,0.094062,0.818014,0.273136,0.617808,0.253595,0.622725,0.230289,0.668208,0.9907,Right
1315,43958.356,0.095149,0.788746,0.273674,0.598795,0.250043,0.600296,0.223297,0.643145,0.9940,Right
1316,43991.678,0.096818,0.771682,0.283219,0.579785,0.256458,0.578359,0.227962,0.620830,0.9941,Right
1317,44024.989,0.103592,0.749140,0.292401,0.565635,0.262783,0.558701,0.230382,0.596767,0.9953,Right
1318,44058.300,0.114826,0.733273,0.297368,0.549191,0.268622,0.544005,0.236152,0.580047,0.9943,Right
1319,44091.622,0.123294,0.731340,0.307408,0.545748,0.280035,0.537389,0.248756,0.568934,0.9952,Right
1320,44124.933,0.133847,0.734707,0.311785,0.545079,0.288074,0.536473,0.259977,0.566555,0.9950,Right
1321,44158.244,0.136889,0.732550,0.316199,0.549046,0.291819,0.537639,0.264210,0.565756,0.9948,Right
1322,44191.567,0.132365,0.736886,0.306741,0.539422,0.283141,0.534083,0.256086,0.564827,0.9944,Right
1323,44224.878,0.123652,0.731326,0.296002,0.539132,0.269182,0.528640,0.241312,0.554063,0.9963,Right
1324,44258.189,0.112658,0.732069,0.282061,0.534431,0.254724,0.523867,0.225676,0.548911,0.9957,Right
1325,44291.511,0.109409,0.723036,0.268807,0.527383,0.243350,0.520589,0.214017,0.547252,0.9960,Right
1326,44324.822,0.120034,0.721806,0.282671,0.529865,0.253349,0.518743,0.220595,0.543807,0.9970,Right
1327,44358.133,0.131295,0.719045,0.292425,0.533296,0.263158,0.519385,0.231068,0.542503,0.9982,Right
1328,44391.456,0.144062,0.719665,0.304456,0.534892,0.275084,0.521715,0.242425,0.543410,0.9982,Right
1329,44424.767,0.147315,0.713652,0.309153,0.530878,0.277779,0.518116,0.244646,0.540478,0.9976,Right
1330,44458.078,0.139448,0.704238,0.292793,0.518125,0.261369,0.507717,0.228891,0.532704,0.9976,Right
1331,44491.400,0.132341,0.693467,0.284553,0.504714,0.251728,0.495933,0.217930,0.521394,0.9982,Right
1332,44524.711,0.131502,0.692256,0.280050,0.499819,0.245774,0.489851,0.209885,0.515721,0.9988,Right
1333,44558.022,0.131964,0.686153,0.282301,0.500074,0.245990,0.489417,0.209956,0.517721,0.9987,Right
1334,44591.344,0.139239,0.687255,0.286599,0.505194,0.252288,0.495622,0.218202,0.523967,0.9987,Right
1335,44624.656,0.145627,0.694100,0.296874,0.517790,0.264342,0.508441,0.229601,0.534528,0.9987,Right
1336,44657.967,0.145110,0.696256,0.305936,0.526767,0.271837,0.513803,0.236015,0.541815,0.9987,Right
1337,44691.278,0.139680,0.693390,0.299612,0.518678,0.265492,0.510647,0.229450,0.539996,0.9983,Right
1338,44724.600,0.132658,0.694433,0.285950,0.512958,0.252206,0.504238,0.216739,0.534165,0.9987,Right
1339,44757.911,0.124698,0.692453,0.273160,0.503348,0.237764,0.496026,0.201858,0.528272,0.9985,Right
1340,44791.222,0.118402,0.688084,0.264939,0.502365,0.229082,0.494159,0.193040,0.527362,0.9988,Right
1341,44824.544,0.121245,0.684921,0.266747,0.503462,0.229420,0.494882,0.192925,0.528481,0.9988,Right
1342,44857.856,0.124686,0.684365,0.275446,0.509745,0.240613,0.503682,0.204642,0.536581,0.9990,Right
1343,44891.167,0.125419,0.682003,0.283527,0.513691,0.251383,0.509398,0.216761,0.540899,0.9985,Right
1344,44924.489,0.119091,0.677174,0.282987,0.512274,0.250206,0.508988,0.215033,0.544349,0.9981,Right
1345,44957.800,0.110297,0.675397,0.273961,0.512693,0.240155,0.505668,0.203764,0.536818,0.9975,Right
1346,44991.111,0.099253,0.683119,0.259198,0.507265,0.225876,0.502768,0.189111,0.535264,0.9981,Right
1347,45024.433,0.088839,0.683977,0.244072,0.501368,0.210508,0.497343,0.174312,0.531135,0.9983,Right
1348,45057.744,0.083684,0.685630,0.239937,0.505848,0.204365,0.499832,0.167823,0.535250,0.9987,Right
1349,45091.056,0.087452,0.696449,0.244265,0.513828,0.208657,0.508969,0.171389,0.544636,0.9988,Right
1350,45124.378,0.090060,0.699386,0.251410,0.520571,0.219062,0.516899,0.185022,0.553770,0.9988,Right
1351,45157.689,0.094629,0.710827,0.265003,0.533410,0.232699,0.525302,0.200183,0.563306,0.9984,Right
1352,45191.000,0.103242,0.724740,0.274648,0.534770,0.246711,0.531567,0.218392,0.570768,0.9970,Right
1353,45224.322,0.111035,0.732042,0.287580,0.550244,0.264217,0.555722,0.239156,0.595890,0.9960,Right
1354,45257.633,0.128133,0.762166,0.299232,0.562849,0.283430,0.570884,0.262511,0.615469,0.9969,Right
1355,45290.944,0.129623,0.776599,0.304191,0.576804,0.291616,0.588852,0.273699,0.632970,0.9948,Right
1356,45324.267,0.125348,0.780685,0.302634,0.574200,0.286069,0.586185,0.264219,0.631118,0.9952,Right
1357,45357.578,0.107912,0.774125,0.288404,0.569260,0.270422,0.576725,0.247653,0.619595,0.9941,Right
1358,45390.889,0.083886,0.755588,0.269688,0.551988,0.245065,0.557426,0.217234,0.599012,0.9929,Right
1359,45424.211,0.057043,0.758064,0.244334,0.542727,0.217150,0.542625,0.187539,0.580022,0.9914,Right
1360,45457.522,0.044042,0.744990,0.225888,0.531937,0.197419,0.528287,0.166471,0.564764,0.9962,Right
1361,45490.833,0.047281,0.742011,0.219102,0.516416,0.191035,0.515817,0.160534,0.552181,0.9965,Right
1362,45524.156,0.056281,0.746065,0.224338,0.527552,0.198011,0.521685,0.169964,0.554255,0.9967,Right
1363,45557.467,0.072857,0.753320,0.245771,0.535280,0.220036,0.529401,0.193378,0.563398,0.9960,Right
1364,45590.778,0.087153,0.776050,0.259136,0.546598,0.234544,0.541034,0.211160,0.576124,0.9943,Right
1365,45624.089,0.093883,0.795217,0.268309,0.563315,0.246028,0.559981,0.224231,0.596433,0.9902,Right
1366,45657.411,0.092026,0.813079,0.268074,0.575786,0.246569,0.579403,0.224418,0.621756,0.9905,Right
1367,45690.722,0.082228,0.820668,0.260949,0.590692,0.236793,0.596024,0.211369,0.643074,0.9936,Right
1368,45724.033,0.060459,0.821374,0.241777,0.589334,0.214409,0.595694,0.185623,0.641189,0.9935,Right
1369,45757.356,0.047525,0.814578,0.233869,0.580484,0.202613,0.585177,0.169434,0.631761,0.9957,Right
1370,45790.667,0.047694,0.797033,0.231563,0.565458,0.200577,0.573435,0.169276,0.620896,0.9952,Right
1371,45823.978,0.061327,0.781205,0.247997,0.559778,0.216119,0.567364,0.184109,0.617282,0.9978,Right
1372,45857.300,0.080192,0.768682,0.267806,0.558620,0.240211,0.567580,0.210100,0.615959,0.9973,Right
1373,45890.611,0.093592,0.755662,0.281865,0.564030,0.260026,0.578349,0.233112,0.627721,0.9973,Right
1374,45923.922,0.108905,0.746477,0.301669,0.562168,0.281986,0.580309,0.254834,0.628754,0.9965,Right
1375,45957.244,0.106833,0.738862,0.300592,0.560803,0.281673,0.578502,0.254818,0.626606,0.9962,Right
1376,45990.556,0.089622,0.741020,0.275752,0.559652,0.260775,0.579078,0.238348,0.628984,0.9925,Right
1377,46023.867,0.069029,0.735991,0.252519,0.564668,0.234380,0.583543,0.208305,0.637232,0.9963,Right
1378,46057.189,0.057054,0.738867,0.250858,0.567083,0.225421,0.591752,0.193863,0.647502,0.9841,Right
1379,46090.500,0.042926,0.724060,0.236406,0.564692,0.209101,0.591489,0.176019,0.649920,0.9864,Right
1380,46123.811,0.048705,0.707202,0.239769,0.562407,0.212803,0.594532,0.180430,0.658009,0.9937,Right
1381,46157.133,0.061468,0.697010,0.256102,0.564461,0.231812,0.601263,0.200355,0.663315,0.9927,Right
1382,46190.444,0.081221,0.690603,0.277406,0.566328,0.257486,0.608790,0.228657,0.671247,0.9959,Right
1383,46223.756,0.101568,0.679959,0.301086,0.562569,0.283797,0.608077,0.256269,0.669907,0.9952,Right
1384,46257.067,0.114578,0.675819,0.316242,0.555487,0.300424,0.599017,0.272693,0.660264,0.9975,Right
1385,46290.389,0.113739,0.649776,0.317849,0.550632,0.303451,0.590472,0.276062,0.647249,0.9955,Right
1386,46323.700,0.105277,0.643845,0.311360,0.547777,0.295273,0.591330,0.266667,0.650732,0.9941,Right
1387,46357.011,0.087803,0.628115,0.290942,0.542363,0.273622,0.589168,0.242920,0.650534,0.9939,Right
1388,46390.333,0.068714,0.624792,0.268097,0.541918,0.247910,0.589286,0.215814,0.652433,0.9963,Right
1389,46423.644,0.054045,0.622963,0.249005,0.538324,0.227223,0.587234,0.195043,0.652805,0.9970,Right
1390,46456.956,0.061652,0.625684,0.253825,0.542376,0.231501,0.591217,0.200349,0.654870,0.9959,Right
1391,46490.278,0.074982,0.633599,0.269426,0.547989,0.247992,0.601279,0.217003,0.666206,0.9953,Right
1392,46523.589,0.097594,0.637571,0.298519,0.552697,0.278628,0.605719,0.248310,0.668403,0.9952,Right
1393,46556.900,0.119302,0.652103,0.319167,0.553876,0.304774,0.604989,0.278261,0.666727,0.9971,Right
1394,46590.222,0.128960,0.657664,0.327778,0.558385,0.313819,0.607314,0.286681,0.671722,0.9972,Right
1395,46623.533,0.122818,0.675471,0.322557,0.563895,0.308735,0.617553,0.282685,0.683779,0.9948,Right
1396,46656.844,0.102202,0.676337,0.301544,0.579658,0.285759,0.636997,0.257769,0.706809,0.9945,Right
1397,46690.167,0.078682,0.690426,0.277520,0.590814,0.258915,0.654256,0.229852,0.727380,0.9949,Right
1398,46723.478,0.053454,0.698065,0.247743,0.597772,0.229891,0.662454,0.201922,0.736979,0.9952,Right
1399,46756.789,0.043513,0.693685,0.237692,0.599054,0.220370,0.667992,0.193804,0.746343,0.9916,Right
1400,46790.111,0.051709,0.698846,0.248420,0.598942,0.232128,0.664687,0.205763,0.739990,0.9944,Right
1401,46823.422,0.074550,0.701581,0.278552,0.606033,0.261967,0.669641,0.235701,0.741476,0.9920,Right
1402,46856.733,0.098060,0.706065,0.309755,0.595991,0.295057,0.656858,0.268452,0.727181,0.9945,Right
1403,46890.056,0.117857,0.713346,0.328663,0.593260,0.317187,0.652838,0.293912,0.725317,0.9953,Right
1404,46923.367,0.122487,0.711386,0.335239,0.593041,0.321013,0.649951,0.293494,0.722869,0.9967,Right
1405,46956.678,0.105737,0.710984,0.315956,0.596597,0.304619,0.656939,0.279308,0.730552,0.9927,Right
1406,46989.989,0.077326,0.717372,0.291261,0.602594,0.274642,0.670626,0.245699,0.748260,0.9946,Right
1407,47023.311,0.047715,0.719709,0.257193,0.615856,0.236273,0.684260,0.206548,0.762190,0.9916,Right
1408,47056.622,0.025622,0.721543,0.229864,0.619280,0.211122,0.690464,0.181855,0.773030,0.9954,Right
1409,47089.933,0.021317,0.727586,0.227648,0.620621,0.210315,0.691604,0.182328,0.775760,0.9930,Right
1410,47123.256,0.040475,0.737188,0.252778,0.626601,0.234118,0.698250,0.206315,0.779270,0.9939,Right
1411,47156.567,0.061009,0.739655,0.285225,0.625576,0.270754,0.691372,0.243756,0.768028,0.9940,Right
1412,47189.878,0.090367,0.749576,0.316112,0.620988,0.303059,0.687806,0.277998,0.767381,0.9895,Right
1413,47223.200,0.105663,0.759712,0.329727,0.623216,0.318622,0.692147,0.294619,0.772925,0.9954,Right
1414,47256.511,0.098619,0.775013,0.324770,0.631304,0.314029,0.694840,0.288480,0.774498,0.9921,Right
1415,47289.822,0.074047,0.775733,0.298694,0.640850,0.285913,0.711861,0.259970,0.796772,0.9872,Right
1416,47323.144,0.038036,0.768061,0.265483,0.642753,0.248548,0.721964,0.221411,0.812601,0.9889,Right
1417,47356.456,0.007029,0.783846,0.217395,0.648351,0.200146,0.732258,0.175040,0.826275,0.9923,Right
1418,47389.767,-0.006303,0.775914,0.201105,0.639683,0.182432,0.722261,0.155384,0.816428,0.9952,Right
1419,47423.089,0.004616,0.775736,0.211920,0.638486,0.194463,0.716383,0.167602,0.807393,0.9932,Right
1420,47456.400,0.029201,0.761283,0.246641,0.631234,0.231751,0.706939,0.205379,0.796075,0.9956,Right
1421,47489.711,0.055496,0.767452,0.286623,0.628415,0.272404,0.700282,0.247157,0.785967,0.9924,Right
1422,47523.033,0.085713,0.773013,0.316643,0.631827,0.306054,0.700725,0.281841,0.785104,0.9924,Right
1423,47556.344,0.088604,0.780446,0.319467,0.632665,0.307732,0.701210,0.282547,0.786456,0.9951,Right
1424,47589.656,0.065361,0.776417,0.299126,0.633438,0.287295,0.707871,0.262325,0.797246,0.9902,Right
1425,47622.967,0.034403,0.765074,0.268150,0.637277,0.252568,0.717170,0.224998,0.810955,0.9922,Right
1426,47656.289,-0.000555,0.786174,0.216362,0.643508,0.198131,0.730767,0.171755,0.828085,0.9936,Right
1427,47689.600,-0.018770,0.783639,0.191703,0.639324,0.170297,0.722390,0.140823,0.818608,0.9943,Right
1428,47722.911,-0.010730,0.776759,0.199740,0.634927,0.181423,0.714523,0.153945,0.808523,0.9919,Right
1429,47756.233,0.019711,0.763955,0.237706,0.634625,0.219741,0.714238,0.192936,0.805301,0.9926,Right
1430,47789.544,0.049761,0.762865,0.285720,0.634094,0.271377,0.710587,0.246566,0.800066,0.9886,Right
1431,47822.856,0.084850,0.778351,0.322120,0.635604,0.312427,0.707997,0.288422,0.796669,0.9912,Right
1432,47856.178,0.093467,0.791112,0.330477,0.640824,0.319693,0.713199,0.294166,0.801467,0.9953,Right
1433,47889.489,0.072914,0.778877,0.315818,0.639945,0.304017,0.712674,0.278898,0.800873,0.9910,Right
1434,47922.800,0.035143,0.765840,0.280399,0.636305,0.264175,0.711161,0.234458,0.801636,0.9881,Right
1435,47956.122,0.005375,0.753198,0.236866,0.630387,0.217839,0.709126,0.187690,0.801252,0.9910,Right
1436,47989.433,-0.009333,0.747262,0.208944,0.622227,0.189552,0.704570,0.160021,0.799227,0.9947,Right
1437,48022.744,0.003087,0.752419,0.219271,0.621454,0.200142,0.701197,0.171348,0.792134,0.9914,Right
1438,48056.067,0.034235,0.758616,0.252752,0.626804,0.238038,0.704700,0.213252,0.793961,0.9935,Right
1439,48089.378,0.063651,0.758273,0.296731,0.624813,0.282401,0.699657,0.258134,0.787420,0.9903,Right
1440,48122.689,0.093000,0.767242,0.328811,0.628466,0.317762,0.700405,0.293973,0.786230,0.9911,Right
