frame,t_ms,wrist_x,wrist_y,index_mcp_x,index_mcp_y,middle_mcp_x,middle_mcp_y,ring_mcp_x,ring_mcp_y,hand_score,handedness
3049,101725.956,0.189766,0.790852,0.301506,0.470221,0.292258,0.470694,0.293940,0.508852,0.9931,Right
3050,101759.278,0.193612,0.795702,0.308415,0.479724,0.299855,0.483755,0.302238,0.527795,0.9926,Right
3051,101792.589,0.181234,0.793473,0.296040,0.481252,0.289358,0.481642,0.294628,0.521941,0.9938,Right
3052,101825.900,0.164160,0.790881,0.279034,0.474787,0.273129,0.479314,0.274672,0.514847,0.9941,Right
3053,101859.222,0.145427,0.791347,0.256601,0.471826,0.247423,0.476542,0.244400,0.511893,0.9934,Right
3054,101892.533,0.135023,0.781163,0.236989,0.444217,0.231763,0.469938,0.223383,0.510117,0.9943,Right
3055,101925.844,0.132455,0.780991,0.234684,0.439925,0.227368,0.460455,0.221800,0.498955,0.9928,Right
3056,101959.167,0.136351,0.783660,0.237031,0.449792,0.230807,0.464655,0.229313,0.499359,0.9932,Right
3057,101992.478,0.151703,0.785006,0.257767,0.450579,0.250930,0.462713,0.248726,0.500727,0.9944,Right
3058,102025.789,0.171749,0.791434,0.274522,0.460008,0.269583,0.469246,0.270368,0.505900,0.9956,Right
3059,102059.111,0.180867,0.798939,0.294443,0.484520,0.284601,0.487885,0.285170,0.527861,0.9901,Right
3060,102092.422,0.173461,0.804124,0.287151,0.487415,0.281643,0.490978,0.284740,0.527777,0.9905,Right
3061,102125.733,0.160069,0.805080,0.273701,0.480193,0.267210,0.486483,0.268007,0.522485,0.9929,Right
3062,102159.056,0.134925,0.797031,0.243694,0.467964,0.239102,0.482986,0.234378,0.518970,0.9927,Right
3063,102192.367,0.124738,0.790228,0.235093,0.446428,0.226797,0.465834,0.219706,0.506134,0.9915,Right
3064,102225.678,0.128613,0.789727,0.235369,0.441626,0.224177,0.458197,0.219343,0.499633,0.9918,Right
3065,102258.989,0.141571,0.789365,0.245230,0.453282,0.237497,0.464465,0.236468,0.503085,0.9912,Right
3066,102292.311,0.156910,0.791290,0.257898,0.462144,0.255065,0.476101,0.254180,0.510938,0.9952,Right
3067,102325.622,0.168221,0.793161,0.270476,0.474704,0.266283,0.483089,0.267078,0.515704,0.9911,Right
3068,102358.933,0.164584,0.790239,0.267078,0.476574,0.261208,0.480009,0.265911,0.515114,0.9893,Right
3069,102392.256,0.155626,0.782569,0.252866,0.462636,0.248432,0.472863,0.251865,0.509267,0.9947,Right
3070,102425.567,0.151662,0.782865,0.243347,0.455205,0.238906,0.467234,0.241184,0.501442,0.9938,Right
3071,102458.878,0.151455,0.778268,0.245000,0.454643,0.239374,0.464500,0.242565,0.499286,0.9943,Right
3072,102492.200,0.158330,0.785432,0.250114,0.455282,0.247080,0.467202,0.250790,0.504819,0.9953,Right
3073,102525.511,0.175375,0.779729,0.275481,0.469595,0.268417,0.469836,0.272181,0.503755,0.9907,Right
3074,102558.822,0.189513,0.775054,0.287908,0.471721,0.281853,0.469159,0.286715,0.501074,0.9854,Right
3075,102592.144,0.194568,0.769651,0.287228,0.464732,0.283571,0.465511,0.289668,0.495601,0.9871,Right
3076,102625.456,0.186980,0.760526,0.275972,0.451422,0.272620,0.457203,0.279449,0.489274,0.9935,Right
3077,102658.767,0.169016,0.763791,0.257934,0.440990,0.250759,0.446123,0.254651,0.480904,0.9954,Right
3078,102692.089,0.160346,0.768934,0.246447,0.435712,0.239093,0.444398,0.241728,0.479138,0.9947,Right
3079,102725.400,0.163192,0.764580,0.251174,0.434210,0.243781,0.444951,0.248344,0.482921,0.9966,Right
3080,102758.711,0.178859,0.766441,0.267301,0.438231,0.260301,0.441509,0.265681,0.475519,0.9916,Right
3081,102792.033,0.193176,0.764357,0.278967,0.440541,0.274564,0.439413,0.282926,0.470372,0.9872,Right
3082,102825.344,0.198569,0.752196,0.282198,0.434439,0.280201,0.436174,0.289108,0.464709,0.9885,Right
3083,102858.656,0.194084,0.748885,0.277721,0.433734,0.270569,0.435966,0.278289,0.469918,0.9895,Right
3084,102891.978,0.182685,0.753056,0.260755,0.426810,0.253425,0.437948,0.258265,0.473682,0.9962,Right
3085,102925.289,0.173661,0.762969,0.255986,0.428273,0.246787,0.435370,0.250834,0.473656,0.9958,Right
3086,102958.600,0.174610,0.767194,0.257395,0.427620,0.251991,0.436364,0.259189,0.470989,0.9942,Right
3087,102991.922,0.187198,0.769862,0.275130,0.438088,0.266217,0.438167,0.272326,0.471960,0.9897,Right
3088,103025.233,0.198291,0.762346,0.280468,0.436211,0.274603,0.434561,0.284016,0.466424,0.9861,Right
3089,103058.544,0.199416,0.750372,0.284471,0.437023,0.277534,0.434762,0.286071,0.464917,0.9878,Right
3090,103091.856,0.189208,0.751574,0.278022,0.433251,0.271080,0.434828,0.278117,0.467120,0.9901,Right
3091,103125.178,0.174864,0.763475,0.260430,0.428926,0.252847,0.443205,0.256060,0.481642,0.9959,Right
3092,103158.489,0.162004,0.773501,0.254780,0.433480,0.244094,0.441476,0.246459,0.479987,0.9950,Right
3093,103191.800,0.153561,0.778262,0.248628,0.434491,0.238309,0.443012,0.241066,0.481925,0.9943,Right
3094,103225.122,0.149939,0.779935,0.246589,0.441008,0.237396,0.447083,0.240005,0.482978,0.9949,Right
3095,103258.433,0.147767,0.781316,0.243880,0.435631,0.236507,0.445716,0.239121,0.482386,0.9945,Right
3096,103291.744,0.148318,0.778983,0.243029,0.428553,0.240458,0.446035,0.241647,0.481300,0.9956,Right
3097,103325.067,0.152396,0.782067,0.248848,0.430301,0.245698,0.445747,0.247794,0.483588,0.9952,Right
3098,103358.378,0.162902,0.782758,0.266713,0.429768,0.262953,0.449689,0.261582,0.489603,0.9955,Right
3099,103391.689,0.177171,0.786637,0.289905,0.445387,0.281071,0.447545,0.283087,0.485792,0.9899,Right
3100,103425.011,0.192704,0.784818,0.310714,0.459997,0.300266,0.455646,0.303144,0.491212,0.9912,Right
3101,103458.322,0.207222,0.783697,0.327713,0.475755,0.318083,0.473131,0.320540,0.509392,0.9916,Right
3102,103491.633,0.212433,0.789571,0.327892,0.473996,0.320823,0.472011,0.324927,0.510047,0.9896,Right
3103,103524.956,0.198197,0.790478,0.312185,0.481708,0.309290,0.480777,0.316197,0.516035,0.9909,Right
3104,103558.267,0.183002,0.790973,0.296015,0.465904,0.290778,0.472526,0.293516,0.509857,0.9933,Right
3105,103591.578,0.174495,0.787190,0.284717,0.455567,0.278040,0.461496,0.281647,0.500211,0.9930,Right
3106,103624.900,0.179630,0.787845,0.291944,0.443778,0.284328,0.454674,0.284650,0.494479,0.9940,Right
3107,103658.211,0.195759,0.786912,0.321091,0.467140,0.311991,0.467596,0.314382,0.504608,0.9927,Right
3108,103691.522,0.229002,0.786100,0.342400,0.495438,0.335559,0.491033,0.339370,0.522315,0.9926,Right
3109,103724.844,0.251973,0.780568,0.372362,0.488338,0.366656,0.481187,0.372746,0.515706,0.9869,Right
3110,103758.156,0.265044,0.773025,0.384729,0.481409,0.380619,0.474538,0.387414,0.507589,0.9905,Right
3111,103791.467,0.271015,0.778811,0.389285,0.484581,0.385345,0.478221,0.392719,0.517490,0.9926,Right
3112,103824.778,0.264280,0.783005,0.388304,0.491887,0.382678,0.485565,0.388169,0.523453,0.9909,Right
3113,103858.100,0.253687,0.787667,0.371455,0.503232,0.371846,0.497010,0.379708,0.534877,0.9881,Right
3114,103891.411,0.249109,0.793761,0.363386,0.506150,0.362370,0.500984,0.370288,0.538641,0.9894,Right
3115,103924.722,0.253120,0.798349,0.360615,0.510602,0.357397,0.501835,0.365712,0.538245,0.9867,Right
3116,103958.044,0.256853,0.799280,0.363728,0.501721,0.364465,0.498129,0.375120,0.536417,0.9917,Right
3117,103991.356,0.271824,0.791686,0.372090,0.502770,0.375201,0.495658,0.387448,0.532660,0.9951,Right
3118,104024.667,0.271390,0.786652,0.376393,0.491481,0.381741,0.486061,0.395480,0.524512,0.9937,Right
3119,104057.989,0.265848,0.783868,0.374721,0.481690,0.379712,0.477197,0.393956,0.519356,0.9932,Right
3120,104091.300,0.256450,0.783368,0.369818,0.484282,0.369372,0.480453,0.378604,0.520823,0.9936,Right
3121,104124.611,0.243162,0.793217,0.354718,0.494916,0.353487,0.489385,0.363357,0.529623,0.9934,Right
3122,104157.933,0.237082,0.796769,0.343355,0.499054,0.343518,0.495549,0.352791,0.534614,0.9912,Right
3123,104191.244,0.245059,0.797602,0.346994,0.504292,0.342532,0.497803,0.350999,0.535249,0.9908,Right
3124,104224.556,0.251615,0.803352,0.355543,0.498734,0.353373,0.494085,0.362567,0.531509,0.9920,Right
3125,104257.878,0.262169,0.798843,0.361771,0.499168,0.363575,0.492842,0.376506,0.530677,0.9929,Right
3126,104291.189,0.267689,0.789651,0.367929,0.491159,0.370683,0.484604,0.384803,0.521287,0.9935,Right
3127,104324.500,0.261919,0.784227,0.373677,0.488612,0.371264,0.484112,0.380928,0.521842,0.9921,Right
3128,104357.822,0.245579,0.780083,0.357347,0.485980,0.353698,0.481251,0.362896,0.518249,0.9956,Right
3129,104391.133,0.235998,0.786698,0.338315,0.486568,0.332928,0.480310,0.341186,0.517501,0.9924,Right
3130,104424.444,0.219527,0.785431,0.321466,0.483649,0.315750,0.481110,0.324475,0.515329,0.9943,Right
3131,104457.756,0.214630,0.797642,0.314596,0.486715,0.310778,0.486713,0.320046,0.524336,0.9924,Right
3132,104491.078,0.222964,0.805676,0.329058,0.493330,0.321745,0.492891,0.327930,0.530332,0.9906,Right
3133,104524.389,0.240350,0.805116,0.344423,0.499407,0.342594,0.498563,0.351318,0.538207,0.9942,Right
3134,104557.700,0.247836,0.809151,0.351592,0.501378,0.352780,0.495638,0.364861,0.532226,0.9939,Right
3135,104591.022,0.243711,0.800238,0.352377,0.498519,0.350412,0.493357,0.360342,0.529233,0.9904,Right
3136,104624.333,0.229064,0.793807,0.335831,0.488820,0.331857,0.490389,0.338745,0.530146,0.9914,Right
3137,104657.644,0.207045,0.796567,0.310139,0.489438,0.304361,0.490555,0.310887,0.529590,0.9943,Right
3138,104690.967,0.179007,0.806188,0.282151,0.489868,0.274848,0.487963,0.279533,0.524009,0.9899,Right
3139,104724.278,0.154318,0.813578,0.256296,0.478598,0.248745,0.482915,0.250483,0.520097,0.9906,Right
3140,104757.589,0.141899,0.815494,0.243680,0.476717,0.232485,0.485899,0.230122,0.524322,0.9924,Right
3141,104790.911,0.129909,0.807121,0.229114,0.466736,0.217813,0.482820,0.212657,0.521775,0.9916,Right
3142,104824.222,0.124070,0.809478,0.219364,0.471392,0.204076,0.483622,0.197034,0.525263,0.9933,Right
3143,104857.533,0.112768,0.814195,0.210317,0.477629,0.190998,0.484448,0.182998,0.522260,0.9919,Right
3144,104890.856,0.105055,0.820029,0.200160,0.477143,0.180623,0.487712,0.172066,0.529652,0.9926,Right
3145,104924.167,0.110299,0.821848,0.207291,0.475166,0.187205,0.484528,0.177917,0.527443,0.9953,Right
3146,104957.478,0.125392,0.818675,0.227382,0.481949,0.209018,0.489813,0.201387,0.527010,0.9947,Right
3147,104990.800,0.139270,0.817296,0.245804,0.485968,0.228035,0.491737,0.220857,0.530090,0.9944,Right
3148,105024.111,0.148533,0.811330,0.256446,0.486687,0.239935,0.490597,0.234084,0.527376,0.9939,Right
3149,105057.422,0.145980,0.800708,0.246388,0.480717,0.231124,0.487585,0.225216,0.524367,0.9918,Right
3150,105090.744,0.132286,0.798393,0.230056,0.476215,0.211400,0.480551,0.204333,0.519146,0.9947,Right
3151,105124.056,0.114375,0.799884,0.213685,0.478777,0.193478,0.480270,0.184857,0.513685,0.9917,Right
3152,105157.367,0.111785,0.804862,0.208848,0.465795,0.190031,0.474454,0.180294,0.514211,0.9916,Right
3153,105190.678,0.130337,0.801722,0.237512,0.471819,0.215882,0.475909,0.204345,0.508975,0.9962,Right
3154,105224.000,0.147243,0.795594,0.249373,0.472434,0.231286,0.476776,0.224452,0.511866,0.9958,Right
3155,105257.311,0.157441,0.793014,0.257414,0.479087,0.242294,0.481077,0.238484,0.514264,0.9946,Right
3156,105290.622,0.155498,0.794072,0.262411,0.479516,0.246142,0.480911,0.240190,0.514265,0.9931,Right
3157,105323.944,0.148497,0.788446,0.245679,0.471944,0.229300,0.480499,0.222722,0.517439,0.9939,Right
3158,105357.256,0.132348,0.792408,0.228537,0.470035,0.210262,0.473876,0.203298,0.509220,0.9921,Right
3159,105390.567,0.121849,0.797009,0.223247,0.465972,0.202880,0.475304,0.193536,0.516381,0.9946,Right
3160,105423.889,0.133315,0.796032,0.229436,0.459146,0.209392,0.466337,0.200265,0.507240,0.9964,Right
3161,105457.200,0.149162,0.790058,0.245919,0.464687,0.228856,0.471590,0.223183,0.507876,0.9944,Right
3162,105490.511,0.171038,0.787061,0.268393,0.467345,0.254033,0.474447,0.249701,0.512786,0.9945,Right
3163,105523.833,0.189821,0.787568,0.286652,0.467245,0.277356,0.475904,0.276092,0.513538,0.9939,Right
3164,105557.144,0.198845,0.794042,0.301106,0.478564,0.293462,0.479437,0.295039,0.513710,0.9917,Right
3165,105590.456,0.203877,0.802520,0.307184,0.494557,0.302070,0.495963,0.304808,0.526051,0.9827,Right
3166,105623.778,0.197436,0.802393,0.300845,0.498242,0.295601,0.499187,0.300428,0.532518,0.9886,Right
3167,105657.089,0.183957,0.808118,0.282482,0.492575,0.277557,0.501899,0.279446,0.532686,0.9894,Right
3168,105690.400,0.172984,0.809531,0.270500,0.489642,0.261006,0.495656,0.261236,0.532351,0.9909,Right
3169,105723.722,0.172095,0.802576,0.267847,0.481948,0.259427,0.488207,0.261644,0.521992,0.9926,Right
3170,105757.033,0.181669,0.801189,0.278204,0.471497,0.275695,0.487619,0.274412,0.522989,0.9972,Right
3171,105790.344,0.205898,0.807661,0.311874,0.498277,0.301679,0.501827,0.303825,0.539343,0.9926,Right
3172,105823.667,0.228661,0.804704,0.333337,0.505257,0.324473,0.503864,0.327804,0.537530,0.9897,Right
3173,105856.978,0.232538,0.801309,0.340218,0.502399,0.333059,0.500382,0.337924,0.533928,0.9848,Right
3174,105890.289,0.224375,0.799114,0.327593,0.504680,0.324282,0.505238,0.331062,0.538510,0.9892,Right
3175,105923.611,0.204140,0.797336,0.310238,0.500278,0.301846,0.498114,0.304344,0.532968,0.9883,Right
3176,105956.922,0.183921,0.803032,0.282976,0.484916,0.278182,0.491850,0.279432,0.523574,0.9900,Right
3177,105990.233,0.181730,0.807168,0.273833,0.486141,0.267381,0.491822,0.271240,0.525307,0.9914,Right
3178,106023.556,0.186383,0.809201,0.282759,0.477670,0.280826,0.494197,0.281307,0.529621,0.9968,Right
3179,106056.867,0.210351,0.806358,0.315365,0.500609,0.306184,0.504133,0.307437,0.540399,0.9912,Right
3180,106090.178,0.235219,0.799789,0.337158,0.503164,0.327993,0.500712,0.331245,0.531425,0.9882,Right
3181,106123.489,0.246766,0.797947,0.342203,0.499279,0.336176,0.495858,0.344459,0.530537,0.9887,Right
3182,106156.811,0.241208,0.790669,0.341880,0.504124,0.336592,0.503249,0.343262,0.537869,0.9926,Right
3183,106190.122,0.226146,0.795921,0.323688,0.501732,0.322823,0.504991,0.330501,0.540603,0.9919,Right
3184,106223.433,0.204784,0.797616,0.301501,0.494091,0.299022,0.496345,0.304350,0.527960,0.9885,Right
3185,106256.756,0.183216,0.804346,0.276605,0.485278,0.273324,0.493644,0.276842,0.528046,0.9927,Right
3186,106290.067,0.181309,0.803827,0.274385,0.482957,0.267708,0.487913,0.271875,0.522914,0.9912,Right
3187,106323.378,0.185465,0.800888,0.276344,0.474185,0.274381,0.488225,0.275917,0.520535,0.9950,Right
3188,106356.700,0.195616,0.802463,0.292853,0.478550,0.288950,0.484388,0.291981,0.517817,0.9938,Right
3189,106390.011,0.198626,0.803633,0.295050,0.489195,0.291051,0.496045,0.293676,0.525321,0.9941,Right
3190,106423.322,0.192510,0.801195,0.289076,0.488542,0.285027,0.491614,0.290823,0.523220,0.9926,Right
3191,106456.644,0.179804,0.802948,0.275161,0.489439,0.271181,0.497253,0.275528,0.529629,0.9924,Right
3192,106489.956,0.175497,0.815545,0.270804,0.495005,0.265259,0.500219,0.270568,0.534748,0.9929,Right
3193,106523.267,0.184421,0.827213,0.283383,0.496729,0.276647,0.505090,0.279804,0.546280,0.9908,Right
3194,106556.589,0.201111,0.824615,0.299960,0.505727,0.297123,0.516554,0.302710,0.551846,0.9953,Right
3195,106589.900,0.223761,0.826512,0.328108,0.521298,0.321058,0.522617,0.325853,0.560036,0.9931,Right
3196,106623.211,0.246855,0.829830,0.346122,0.525060,0.341831,0.527357,0.347808,0.566659,0.9948,Right
3197,106656.533,0.263303,0.837502,0.362990,0.529803,0.362737,0.528497,0.373399,0.567764,0.9925,Right
3198,106689.844,0.280328,0.834866,0.361908,0.526036,0.382094,0.535332,0.404271,0.580434,0.9973,Right
3199,106723.156,0.294658,0.851451,0.366057,0.527988,0.391551,0.541660,0.417994,0.593075,0.9976,Right
3200,106756.467,0.311789,0.854592,0.386939,0.533774,0.412174,0.552264,0.437699,0.603612,0.9960,Right
3201,106789.789,0.317584,0.847696,0.387492,0.531712,0.414532,0.549575,0.440757,0.601049,0.9965,Right
3202,106823.100,0.317102,0.850574,0.390266,0.532931,0.415021,0.551127,0.439540,0.602999,0.9959,Right
3203,106856.411,0.314773,0.843961,0.387883,0.534737,0.411767,0.553302,0.435550,0.605282,0.9961,Right
3204,106889.733,0.318437,0.847005,0.386969,0.533583,0.412097,0.551803,0.437175,0.604833,0.9967,Right
3205,106923.044,0.315022,0.847531,0.391511,0.534766,0.417667,0.555166,0.443176,0.607973,0.9957,Right
3206,106956.356,0.329067,0.842756,0.400156,0.532336,0.428187,0.550962,0.454766,0.602968,0.9941,Right
3207,106989.678,0.332753,0.831363,0.411205,0.530037,0.436285,0.546102,0.460378,0.596197,0.9953,Right
3208,107022.989,0.333691,0.824621,0.405819,0.527788,0.430851,0.542457,0.455141,0.592637,0.9973,Right
3209,107056.300,0.328631,0.833789,0.395171,0.520618,0.421487,0.537154,0.446707,0.587440,0.9956,Right
3210,107089.622,0.318774,0.837927,0.383981,0.529400,0.408314,0.546058,0.432786,0.595316,0.9958,Right
3211,107122.933,0.311095,0.842624,0.377461,0.535174,0.401058,0.550555,0.425179,0.599936,0.9968,Right
3212,107156.244,0.305836,0.848584,0.372655,0.535443,0.396966,0.552468,0.421670,0.602639,0.9975,Right
3213,107189.567,0.307164,0.848569,0.378791,0.533686,0.404296,0.553368,0.429716,0.604794,0.9961,Right
3214,107222.878,0.319346,0.844267,0.383321,0.536096,0.411555,0.553550,0.438897,0.604114,0.9970,Right
3215,107256.189,0.318060,0.838022,0.389486,0.539131,0.415136,0.552364,0.440721,0.600667,0.9964,Right
3216,107289.511,0.315095,0.839267,0.381407,0.526718,0.407144,0.546676,0.431206,0.598076,0.9960,Right
3217,107322.822,0.293801,0.840894,0.363180,0.514303,0.387475,0.535185,0.410997,0.588815,0.9970,Right
3218,107356.133,0.275330,0.850560,0.348588,0.524896,0.370852,0.542190,0.394100,0.593288,0.9972,Right
3219,107389.456,0.269287,0.855014,0.336883,0.524627,0.360746,0.544045,0.384752,0.598646,0.9969,Right
3220,107422.767,0.270880,0.854442,0.347024,0.527127,0.367906,0.543099,0.390191,0.594577,0.9973,Right
3221,107456.078,0.283752,0.859896,0.350082,0.526273,0.375704,0.547140,0.401674,0.601844,0.9962,Right
3222,107489.389,0.292298,0.853706,0.373003,0.532422,0.396636,0.552822,0.420247,0.606669,0.9959,Right
3223,107522.711,0.310331,0.850913,0.376731,0.535401,0.403353,0.551457,0.429935,0.601887,0.9974,Right
3224,107556.022,0.305874,0.842785,0.376329,0.531521,0.401734,0.546378,0.426967,0.596525,0.9962,Right
3225,107589.333,0.290645,0.848963,0.365513,0.521968,0.389389,0.538896,0.412340,0.591187,0.9977,Right
3226,107622.656,0.277999,0.850538,0.349289,0.522938,0.373358,0.541191,0.397372,0.594816,0.9977,Right
3227,107655.967,0.271614,0.853789,0.350796,0.525937,0.371005,0.541553,0.392469,0.594127,0.9972,Right
3228,107689.278,0.278729,0.849964,0.356007,0.526697,0.376449,0.546492,0.397363,0.600033,0.9970,Right
3229,107722.600,0.293486,0.854410,0.367139,0.529117,0.392401,0.548328,0.417262,0.601413,0.9966,Right
3230,107755.911,0.307692,0.848774,0.384771,0.533816,0.408392,0.549391,0.432427,0.598528,0.9965,Right
3231,107789.222,0.307228,0.835485,0.386259,0.536447,0.406731,0.546774,0.428305,0.594512,0.9963,Right
3232,107822.544,0.297365,0.837587,0.370489,0.520033,0.394089,0.537739,0.416696,0.588371,0.9967,Right
3233,107855.856,0.283082,0.842138,0.361714,0.523987,0.382009,0.537441,0.402499,0.586364,0.9980,Right
3234,107889.167,0.277470,0.852665,0.349640,0.518602,0.373280,0.535616,0.396585,0.588392,0.9969,Right
3235,107922.489,0.278312,0.850591,0.353508,0.519269,0.376597,0.538693,0.400256,0.591834,0.9965,Right
3236,107955.800,0.293908,0.853472,0.366934,0.530155,0.390624,0.548777,0.414529,0.601308,0.9967,Right
3237,107989.111,0.303973,0.849956,0.386391,0.541536,0.410838,0.556595,0.434714,0.605143,0.9962,Right
3238,108022.433,0.315249,0.839100,0.387624,0.532616,0.410861,0.548726,0.433859,0.598029,0.9944,Right
3239,108055.744,0.305210,0.837832,0.376576,0.520509,0.400615,0.537788,0.424111,0.588983,0.9968,Right
3240,108089.056,0.286258,0.840351,0.360482,0.512393,0.384664,0.528937,0.408793,0.581252,0.9976,Right
3241,108122.367,0.278546,0.844551,0.346789,0.517461,0.372242,0.530642,0.397756,0.580996,0.9970,Right
3242,108155.689,0.278584,0.847941,0.345403,0.519048,0.370640,0.532682,0.396788,0.584429,0.9978,Right
3243,108189.000,0.282745,0.849236,0.357684,0.521442,0.382196,0.540602,0.407354,0.594811,0.9967,Right
3244,108222.311,0.297292,0.853235,0.375777,0.534722,0.401036,0.553786,0.425560,0.605018,0.9962,Right
3245,108255.633,0.308301,0.841333,0.386814,0.532287,0.408508,0.546461,0.430098,0.596391,0.9945,Right
3246,108288.944,0.299619,0.836455,0.373390,0.527387,0.398815,0.539537,0.423712,0.588048,0.9972,Right
3247,108322.256,0.286788,0.835228,0.362091,0.523186,0.386043,0.534790,0.409675,0.582586,0.9981,Right
3248,108355.578,0.272128,0.848956,0.347155,0.520255,0.369877,0.533368,0.392987,0.583617,0.9972,Right
3249,108388.889,0.269024,0.852466,0.343542,0.515908,0.366573,0.533108,0.390502,0.584299,0.9963,Right
3250,108422.200,0.277691,0.856348,0.345340,0.519358,0.369808,0.538195,0.394934,0.592374,0.9960,Right
3251,108455.522,0.281460,0.851540,0.363103,0.534872,0.385076,0.544113,0.408010,0.591591,0.9974,Right
3252,108488.833,0.291483,0.848449,0.366700,0.533803,0.390625,0.548001,0.414432,0.598257,0.9977,Right
3253,108522.144,0.279180,0.843207,0.361910,0.533989,0.384717,0.546025,0.407302,0.594279,0.9971,Right
3254,108555.467,0.266724,0.846166,0.351457,0.521661,0.369948,0.532371,0.388632,0.580126,0.9976,Right
3255,108588.778,0.247506,0.848453,0.349522,0.533938,0.355733,0.535061,0.367648,0.576295,0.9925,Right
3256,108622.089,0.228365,0.854399,0.327610,0.527974,0.333295,0.535778,0.345329,0.583394,0.9960,Right
3257,108655.411,0.211727,0.856244,0.316133,0.533934,0.308874,0.536366,0.315939,0.583025,0.9958,Right
3258,108688.722,0.187814,0.863511,0.287244,0.534160,0.282873,0.541054,0.289535,0.582628,0.9953,Right
3259,108722.033,0.167523,0.861709,0.262181,0.531353,0.258507,0.540453,0.264039,0.580753,0.9930,Right
3260,108755.356,0.151064,0.863632,0.243426,0.522682,0.237041,0.533581,0.239531,0.576229,0.9923,Right
3261,108788.667,0.138829,0.858349,0.228938,0.513925,0.222266,0.526014,0.223581,0.566294,0.9910,Right
3262,108821.978,0.127720,0.852320,0.216043,0.505091,0.207488,0.521307,0.205632,0.564304,0.9917,Right
3263,108855.300,0.121029,0.850263,0.211657,0.501957,0.198506,0.515222,0.195620,0.560251,0.9915,Right
3264,108888.611,0.124448,0.847755,0.214003,0.499580,0.200022,0.511775,0.197873,0.557744,0.9941,Right
3265,108921.922,0.135757,0.855215,0.231989,0.513600,0.216600,0.519902,0.213371,0.560966,0.9948,Right
3266,108955.244,0.145884,0.861332,0.238457,0.518936,0.228941,0.528465,0.229955,0.567521,0.9933,Right
3267,108988.556,0.155743,0.860146,0.254951,0.524922,0.246942,0.533331,0.247618,0.572253,0.9899,Right
3268,109021.867,0.159219,0.862547,0.249261,0.532318,0.243830,0.537951,0.248605,0.571110,0.9912,Right
3269,109055.178,0.145421,0.856224,0.237641,0.521625,0.229914,0.532999,0.230760,0.571308,0.9921,Right
3270,109088.500,0.128747,0.851484,0.217677,0.507144,0.207280,0.521934,0.203742,0.564256,0.9929,Right
3271,109121.811,0.121288,0.852612,0.209323,0.505122,0.195002,0.518524,0.189529,0.563690,0.9940,Right
3272,109155.122,0.125846,0.847185,0.215521,0.506079,0.199796,0.517481,0.196074,0.561450,0.9946,Right
3273,109188.444,0.144154,0.842379,0.224168,0.504179,0.212653,0.513982,0.213503,0.553375,0.9943,Right
3274,109221.756,0.155752,0.836758,0.246772,0.503556,0.235637,0.512071,0.236183,0.554094,0.9948,Right
3275,109255.067,0.162005,0.836925,0.260026,0.508260,0.249731,0.514793,0.250572,0.553605,0.9931,Right
3276,109288.389,0.159023,0.835700,0.261853,0.515195,0.251119,0.521257,0.250344,0.557400,0.9924,Right
3277,109321.700,0.152945,0.821859,0.251569,0.499009,0.239030,0.510369,0.234371,0.547740,0.9895,Right
3278,109355.011,0.147451,0.813875,0.244249,0.489932,0.227610,0.499066,0.221654,0.539409,0.9951,Right
3279,109388.333,0.147138,0.813739,0.247821,0.494457,0.231206,0.502911,0.223757,0.542805,0.9949,Right
3280,109421.644,0.158818,0.818312,0.265295,0.506056,0.249199,0.508384,0.242798,0.542380,0.9944,Right
3281,109454.956,0.186393,0.811755,0.281104,0.497595,0.273545,0.508720,0.271334,0.542248,0.9929,Right
3282,109488.278,0.208023,0.821210,0.311066,0.515786,0.302576,0.515283,0.304160,0.547744,0.9882,Right
3283,109521.589,0.230122,0.820603,0.328743,0.528562,0.321880,0.524478,0.326063,0.554937,0.9875,Right
3284,109554.900,0.242644,0.825093,0.338820,0.536419,0.333395,0.530242,0.339147,0.558857,0.9870,Right
3285,109588.222,0.243686,0.832660,0.341956,0.544856,0.335196,0.541099,0.339501,0.573786,0.9873,Right
3286,109621.533,0.235348,0.839575,0.331115,0.544278,0.325419,0.543189,0.331993,0.578578,0.9911,Right
3287,109654.844,0.220904,0.841781,0.314083,0.549986,0.309488,0.553076,0.315381,0.584715,0.9909,Right
3288,109688.156,0.215375,0.844023,0.303385,0.537197,0.298218,0.541605,0.302549,0.575815,0.9896,Right
3289,109721.478,0.218821,0.829441,0.313639,0.522000,0.305462,0.526516,0.306658,0.560127,0.9914,Right
3290,109754.789,0.229162,0.823683,0.315937,0.521166,0.311725,0.525630,0.315570,0.555609,0.9908,Right
3291,109788.100,0.235497,0.826393,0.328839,0.530204,0.322587,0.527348,0.326480,0.555042,0.9866,Right
3292,109821.422,0.236913,0.821627,0.327513,0.525260,0.322119,0.525681,0.326482,0.554473,0.9854,Right
3293,109854.733,0.227936,0.812194,0.322126,0.514539,0.312752,0.514318,0.312550,0.545620,0.9898,Right
3294,109888.044,0.210892,0.804291,0.307673,0.505395,0.294105,0.505616,0.289890,0.536581,0.9919,Right
3295,109921.367,0.189852,0.804621,0.283560,0.509640,0.267428,0.509018,0.261751,0.539852,0.9876,Right
3296,109954.678,0.172829,0.809579,0.259515,0.509545,0.242706,0.512751,0.236237,0.545952,0.9901,Right
