265.81,-45.94,9.81,-6.970,-1.820,6.140
134065,321.94,-10.13,5.56,-7.630,10.540,9.930
134077,322.25,-10.25,5.56,-7.790,12.030,9.270
134089,322.37,-10.00,5.75,-2.970,11.010,11.010
134103,322.56,-9.75,6.00,-5.020,10.800,12.300
134115,322.06,-8.81,6.44,-4.370,7.730,8.850
134127,321.37,-8.44,6.75,-4.060,6.070,11.540
134139,320.37,-8.31,6.94,-4.930,3.410,10.710
134153,319.25,-8.38,6.94,-2.360,0.720,10.020
134165,316.81,-8.31,6.87,0.380,-9.690,11.060
134177,315.87,-8.25,6.87,2.850,-11.270,9.140
134189,315.31,-7.87,7.37,6.200,-15.580,9.350
134203,315.00,-7.44,8.00,1.630,-15.530,10.600
134215,314.94,-8.38,7.19,-4.530,-14.440,12.240
134227,315.19,-9.13,6.50,1.430,-12.240,8.830
134239,315.44,-9.56,6.19,-1.250,-9.680,8.120
134253,316.00,-10.00,5.94,-0.270,-5.270,7.890
134265,318.50,-10.06,6.00,1.180,-4.300,8.010
134277,319.75,-9.94,6.31,-2.440,-3.270,11.230
134289,320.88,-10.13,6.44,-2.810,2.470,13.110
134303,321.81,-10.38,6.50,-0.740,6.290,12.270
134315,323.00,-10.75,6.50,-6.650,8.930,11.480
134328,323.25,-10.81,6.37,-6.110,9.990,11.040
134340,323.38,-10.75,6.25,-5.690,13.820,8.540
134354,323.56,-10.56,6.12,-2.150,13.400,7.970
134366,323.44,-9.31,6.06,-5.600,8.830,6.670
134378,323.25,-8.88,6.12,-3.520,7.330,3.860
134390,322.75,-8.44,6.37,-4.410,6.660,5.330
134404,322.12,-8.19,6.62,-3.370,3.800,9.380
134416,319.44,-8.44,6.75,-1.690,-1.920,9.790
134428,318.00,-8.94,6.56,-0.840,-5.300,6.220
134440,316.56,-9.38,6.37,0.740,-6.740,7.290
134454,315.25,-9.75,6.31,0.500,-12.130,6.850
134466,313.69,-9.94,6.81,1.720,-17.070,9.770
134478,313.56,-10.31,6.94,-1.970,-15.230,9.940
134490,313.56,-10.69,6.37,-4.520,-14.640,11.490
134504,314.12,-11.19,5.62,-0.720,-15.400,8.790
134516,315.56,-11.38,5.00,-4.390,-10.940,7.470
134528,316.50,-11.50,4.87,-1.840,-8.250,5.680
134540,317.81,-11.56,4.81,0.980,-4.580,6.450
134554,319.06,-11.50,5.00,-3.420,-0.140,8.530
134566,321.50,-11.75,5.25,-6.270,1.900,11.940
134579,322.31,-12.00,5.37,-9.010,4.560,13.030
134591,322.94,-12.44,5.44,-7.790,9.910,11.210
134605,323.25,-12.63,5.37,-9.710,12.720,11.480
134617,324.31,-11.94,5.37,-1.140,12.390,13.720
134629,324.69,-10.81,5.44,-4.440,12.660,13.130
134641,325.06,-10.13,5.31,-4.410,11.350,9.650
134655,325.19,-9.56,5.31,-3.880,10.520,4.800
134667,324.56,-8.63,5.81,-3.780,0.920,10.530
134679,323.50,-8.69,5.75,-3.870,-0.620,10.210
134691,322.31,-9.00,5.44,-1.970,-4.160,10.640
134705,321.00,-9.50,5.12,2.260,-10.280,10.810
134717,319.06,-10.38,4.69,0.810,-15.230,10.890
134729,318.50,-10.69,4.75,0.550,-16.690,12.230
134741,318.31,-11.00,4.75,-0.320,-15.300,12.160
134755,318.37,-11.31,4.37,-1.170,-14.460,13.290
134767,319.94,-11.75,3.69,0.710,-13.990,10.740
134779,320.75,-11.63,3.81,-6.090,-11.970,11.130
134791,321.44,-12.13,3.69,-6.550,-3.460,4.550
134805,322.69,-12.31,3.69,-2.000,-2.290,10.120
134817,324.88,-12.63,4.31,-3.700,0.080,12.410
134830,325.75,-12.88,4.56,-2.970,1.670,13.680
134842,326.19,-13.38,4.75,-4.290,9.220,11.700
134856,326.31,-14.00,4.94,-5.260,11.400,10.970
134868,326.00,-15.31,5.06,-2.820,15.460,9.940
134906,325.87,-14.25,5.00,-5.960,11.090,9.940
134918,325.31,-13.44,4.94,-4.150,6.980,6.980
134930,324.81,-13.06,4.94,-5.180,2.620,6.240
134942,323.87,-12.81,4.75,-5.880,-0.360,7.500
134956,322.63,-12.88,4.50,-5.440,-5.790,7.140
134968,320.56,-13.44,4.19,-0.680,-10.310,7.940
134980,319.87,-13.50,4.06,-1.180,-14.260,10.390
134992,319.56,-13.44,4.00,1.110,-15.440,10.670
135006,319.62,-13.19,3.94,0.920,-15.810,11.460
135018,320.88,-13.31,3.06,1.690,-12.720,8.450
135030,322.06,-13.19,2.69,2.220,-12.510,8.460
135042,323.13,-13.00,2.62,-4.660,-12.240,7.160
135056,324.00,-13.38,2.50,5.540,-7.100,3.370
135068,326.62,-13.62,3.06,-0.670,-2.090,5.940
135081,327.81,-14.06,3.44,-3.890,-0.780,8.750
135093,328.69,-14.63,3.87,-5.940,2.330,12.950
135107,329.31,-15.31,4.12,-6.660,3.820,13.580
135119,330.00,-16.87,4.44,-6.570,7.840,10.260
135131,330.12,-17.56,4.44,-6.340,12.920,7.270
135143,330.19,-17.81,4.62,-4.410,12.670,8.320
135157,330.37,-17.62,5.06,-4.890,12.170,11.440
135169,330.56,-17.06,5.44,-6.470,8.040,7.310
135181,330.56,-16.50,5.87,-3.170,7.650,10.150
135193,330.31,-15.94,6.06,-4.980,3.130,10.300
135207,329.81,-15.69,6.06,-5.770,-1.440,9.780
135219,328.19,-15.56,5.44,-0.680,-7.770,9.030
135231,327.69,-15.63,5.25,0.110,-13.420,10.410
135243,327.31,-15.63,5.12,1.000,-15.740,10.380
135257,327.25,-15.63,5.19,1.570,-16.580,11.480
135269,328.37,-15.75,5.06,-0.540,-14.260,12.780
135281,329.63,-16.06,4.69,1.140,-13.830,10.680
135293,330.94,-16.12,4.50,1.100,-13.790,9.980
135307,332.06,-16.31,4.56,-6.510,-11.110,6.940
135319,334.75,-17.00,5.00,-2.570,-3.730,8.460
135331,336.12,-17.37,5.37,-1.350,-2.180,7.020
135343,337.50,-17.75,5.75,-5.120,0.100,11.110
135357,338.62,-18.31,6.12,-5.300,1.650,11.510
135369,340.12,-19.94,6.81,-7.210,5.640,12.650
135382,340.56,-20.75,6.87,-7.650,9.170,12.380
135394,340.94,-21.44,6.81,-7.020,10.590,12.420
135408,341.31,-21.69,6.87,-6.290,12.250,12.370
135420,342.62,-20.81,7.00,-6.410,11.010,12.880
135432,343.25,-20.25,6.75,-6.740,10.000,7.630
135444,343.75,-19.50,6.81,-1.760,9.550,2.860
135458,344.13,-18.44,7.06,-3.990,5.970,7.700
135470,343.63,-17.37,7.00,-5.990,0.530,7.490
135482,342.81,-17.37,6.69,-0.150,-5.710,8.260
135494,342.06,-17.37,6.37,1.010,-8.290,8.030
135508,341.56,-17.50,6.12,2.580,-11.790,9.770
135520,341.38,-17.81,6.00,1.200,-17.100,12.210
135532,341.81,-17.75,6.06,-0.520,-16.180,13.180
135544,342.50,-17.75,5.87,-0.950,-14.910,13.240
135558,343.56,-17.81,5.44,-0.200,-14.580,11.380
135570,345.94,-17.62,5.31,-6.390,-5.980,3.900
135582,347.12,-17.75,5.25,2.100,-3.450,6.030
135594,348.44,-17.44,5.56,-2.140,3.410,7.630
135608,349.75,-17.56,5.87,-0.970,1.160,8.380
135620,351.81,-18.25,6.37,-2.040,6.410,11.570
135632,352.50,-18.75,6.50,-4.380,9.770,10.050
135644,353.06,-19.25,6.62,-4.560,10.880,9.820
135658,353.37,-19.56,6.69,-7.990,12.020,9.110
135670,353.50,-19.44,6.81,-6.570,9.550,11.600
135683,353.44,-19.06,6.69,-8.750,7.090,9.600
135695,353.06,-18.69,6.44,-9.530,5.730,7.320
135709,352.50,-18.19,6.37,-5.240,3.240,10.060
135721,350.56,-17.75,5.31,-3.790,-1.590,6.930
135733,349.37,-17.62,4.81,-1.060,-5.600,8.480
135745,348.25,-17.56,4.25,-1.510,-9.150,9.160
135759,347.19,-17.56,3.81,-0.920,-11.510,7.480
135771,346.13,-17.81,3.56,1.600,-16.160,9.390
135783,346.25,-18.12,3.62,-0.850,-12.880,10.140
135795,346.44,-18.19,3.06,-1.940,-14.200,11.060
135809,346.75,-18.31,2.44,-1.870,-12.940,10.540
135821,348.06,-18.75,1.87,-1.820,-6.900,5.150
135833,349.19,-19.00,2.00,-1.240,-6.460,5.000
135845,350.31,-19.12,2.25,-2.670,-4.110,7.030
135859,351.44,-19.06,2.69,-6.680,2.040,8.940
135871,353.25,-19.69,3.19,-5.560,3.810,9.430
135910,354.75,-20.62,3.81,-10.150,7.960,14.850
135922,355.37,-20.56,3.81,-3.900,8.740,11.390
135934,355.50,-19.94,3.75,-5.580,10.620,11.370
135946,355.50,-19.25,3.50,-5.760,9.080,9.380
135960,355.44,-18.56,3.44,-4.790,6.940,6.980
135972,354.44,-17.25,3.62,-4.860,3.960,10.460
135984,353.31,-17.00,3.37,-2.340,2.140,8.280
135996,352.06,-17.00,2.94,0.260,0.930,6.820
136010,350.69,-17.19,2.44,0.190,-1.100,7.980
136022,347.88,-17.75,1.19,0.040,-10.460,6.170
136034,346.87,-18.00,0.75,0.100,-13.700,8.300
136046,346.31,-18.31,0.75,-1.570,-13.790,8.580
136060,346.44,-19.06,0.75,-3.110,-12.760,9.080
136072,346.62,-19.81,-0.75,-2.730,-14.090,10.840
136084,347.19,-19.87,-1.31,-3.260,-13.240,10.330
136096,347.88,-20.00,-1.69,-2.420,-7.070,7.620
136110,348.94,-20.06,-1.75,-2.940,-2.280,8.440
136122,351.44,-19.94,-1.19,-4.840,0.310,13.500
136134,352.56,-20.19,-1.00,-4.260,3.810,12.400
136146,353.62,-20.50,-0.81,-4.200,9.650,12.150
136160,354.50,-20.75,-0.62,-4.380,11.820,12.310
136172,355.37,-20.75,-0.44,-7.810,18.030,8.830
136185,355.69,-20.50,-0.31,-1.520,15.280,8.850
136197,355.75,-19.87,-0.13,-4.300,16.110,9.550
136211,355.62,-19.37,-0.06,-7.020,10.910,7.990
136223,354.63,-18.56,0.06,-3.500,7.530,8.520
136235,353.69,-18.25,0.00,-4.180,5.590,8.740
136247,352.31,-18.19,-0.25,-1.150,1.470,6.690
136261,350.87,-18.31,-0.69,-1.940,-0.030,7.690
136273,347.94,-18.87,-1.75,-0.950,-6.030,7.720
136285,346.56,-19.31,-2.19,-0.180,-8.530,8.680
136297,345.50,-19.50,-2.50,-1.060,-9.900,10.050
136311,344.75,-19.62,-2.62,-1.730,-10.670,10.590
136323,344.19,-20.44,-3.50,-3.840,-9.650,10.710
136335,344.50,-20.88,-4.06,-2.390,-9.260,10.190
136347,345.06,-21.12,-4.44,-4.230,-6.900,5.450
136361,345.69,-21.37,-4.56,-2.610,-6.990,5.590
136373,347.81,-21.69,-4.06,-0.680,-2.560,6.410
136385,349.06,-21.69,-3.56,-4.550,2.720,9.460
136397,350.19,-21.87,-3.06,-4.920,0.230,10.660
136411,351.19,-22.19,-2.56,-5.230,3.330,11.280
136423,352.69,-22.94,-1.94,-6.720,8.740,11.240
136435,353.00,-23.12,-1.81,-8.070,11.460,9.780
136447,353.06,-23.25,-1.81,-8.830,13.600,9.210
136461,353.19,-23.25,-1.75,-3.910,13.320,8.800
136473,353.31,-22.06,-1.56,-5.670,13.360,9.660
136486,353.12,-21.37,-1.62,-5.820,11.280,7.990
136498,352.75,-20.75,-1.50,-3.740,9.820,6.670
136512,352.19,-20.19,-1.37,-2.790,6.610,9.220
136524,349.81,-19.37,-1.87,-3.430,1.690,9.100
136536,348.19,-19.50,-2.56,-0.500,-0.480,6.930
136548,346.62,-19.87,-3.31,-1.170,-1.950,8.000
136562,345.12,-20.25,-4.06,-0.140,-4.630,8.820
136574,342.62,-21.19,-5.31,-1.550,-11.100,10.590
136586,341.75,-21.37,-5.69,-3.220,-11.440,12.370
136598,341.44,-21.81,-6.00,-3.770,-11.320,13.650
136612,341.31,-22.25,-6.50,-3.780,-10.970,13.150
136624,342.56,-23.12,-7.56,-1.130,-11.430,11.340
136636,343.31,-23.25,-7.62,-8.370,-3.730,8.570
136648,343.88,-23.56,-7.69,-2.500,-2.590,9.780
136662,345.06,-24.06,-7.62,0.190,-0.380,7.370
136674,347.31,-24.63,-6.81,-4.490,7.280,11.400
136687,348.25,-24.87,-6.44,-4.190,10.070,11.250
136699,349.06,-25.19,-6.06,-4.880,11.170,10.430
136713,349.62,-25.31,-5.75,-8.630,15.650,8.390
136725,350.13,-25.56,-5.31,-6.430,15.300,8.310
136737,350.38,-25.25,-4.94,-4.450,14.110,9.080
136749,350.38,-24.50,-4.69,-8.370,10.680,7.410
136763,350.19,-23.81,-4.62,-8.520,8.540,5.740
136775,349.19,-22.56,-4.25,-7.120,4.350,8.080
136787,348.19,-22.06,-4.44,-4.900,1.120,7.720
136799,347.06,-21.81,-4.81,-3.240,-0.200,7.730
136813,345.63,-21.50,-5.31,-2.560,-2.490,9.290
136825,343.06,-21.25,-6.50,1.120,-9.090,8.790
136837,342.13,-21.12,-6.75,3.450,-14.200,9.940
136849,341.81,-21.12,-6.25,-2.090,-9.860,9.280
136863,341.81,-21.50,-5.94,-7.420,-8.690,11.380
136875,341.56,-21.37,-7.56,-6.520,-10.660,10.130
136913,342.50,-21.94,-9.00,-0.760,-3.460,8.710
136925,345.06,-21.75,-8.13,-4.140,-2.980,6.440
136937,346.56,-21.94,-7.56,-6.950,-0.120,9.670
136949,347.50,-21.94,-6.94,-6.310,4.860,11.290
136963,348.50,-22.56,-6.44,-4.370,6.980,12.830
136975,349.81,-23.50,-5.50,-5.040,10.300,13.560
136988,350.25,-23.69,-5.19,-5.550,11.150,12.000
137000,350.44,-23.62,-5.00,-7.470,13.280,10.560
137014,350.62,-23.38,-4.81,-3.280,11.360,9.750
137026,350.87,-22.13,-4.37,-7.240,8.920,7.880
137038,350.62,-21.44,-4.37,-6.120,7.280,6.200
137050,350.13,-20.75,-4.37,-2.980,6.250,6.500
137064,349.50,-20.19,-4.44,-4.090,5.790,8.410
137076,347.50,-19.75,-5.31,-1.460,0.490,6.310
137088,346.25,-19.69,-5.81,-1.200,-2.260,8.110
137100,345.19,-19.81,-6.31,-1.440,-5.970,6.850
137114,344.19,-20.12,-6.94,-0.220,-6.630,7.840
137126,342.75,-20.88,-7.69,-0.260,-9.090,9.390
137138,342.37,-21.12,-8.06,-0.930,-6.520,11.370
137150,342.06,-21.50,-8.75,-0.440,-7.180,10.040
137164,342.00,-21.94,-9.56,-0.310,-7.600,9.780
137176,342.13,-23.06,-10.75,-1.690,-3.120,4.960
137188,342.25,-23.56,-10.94,-0.820,-1.300,7.780
137200,342.50,-24.06,-11.19,0.650,-5.010,6.040
137214,343.06,-24.56,-11.25,-0.120,-2.820,6.410
137226,344.25,-26.19,-11.69,0.620,-3.130,5.190
137238,344.75,-27.06,-12.00,-1.930,-2.930,4.820
137250,344.94,-28.19,-12.44,-1.570,-1.500,3.660
137264,344.87,-29.50,-13.31,1.810,-1.460,3.200
137276,345.44,-32.38,-15.13,3.540,-1.080,0.870
137289,346.06,-33.88,-15.69,2.880,-1.490,2.010
137301,347.12,-35.31,-16.00,1.430,-1.130,3.010
137315,348.87,-37.19,-15.94,1.010,-1.430,4.090
137327,353.50,-41.75,-15.38,-4.080,-5.180,3.610
137339,355.31,-43.25,-15.81,-4.910,-0.190,4.370
137351,356.87,-44.69,-16.81,-7.100,-0.790,4.030
137365,358.63,-46.63,-18.06,-7.440,0.150,4.620
137377,1.94,-51.13,-22.31,-8.380,2.100,1.500
137389,3.87,-53.75,-25.00,-8.040,3.050,-0.850
137401,6.00,-56.37,-27.94,-7.810,3.490,-1.310
137415,8.19,-58.69,-31.06,-8.530,4.170,-1.450
137427,13.13,-63.13,-37.44,-10.970,3.600,-1.760
137439,16.25,-65.50,-40.19,-11.460,4.280,-0.410
137451,19.62,-67.81,-43.13,-11.680,4.060,-0.800
137465,23.06,-70.19,-46.25,-14.290,5.730,-1.550
137477,30.44,-75.50,-56.25,-11.790,4.450,-5.430
137490,34.13,-77.81,-63.87,-11.350,4.280,-6.260
137502,37.69,-79.44,-70.37,-12.740,2.580,-5.910
137516,40.94,-80.87,-75.56,-14.330,3.770,-5.510
137528,46.25,-83.44,-6.44,-16.270,1.990,-3.150
137540,48.44,-84.62,-5.31,-14.920,2.760,-3.120
137552,50.31,-85.62,-175.62,-11.970,5.940,-0.940
137566,52.56,-86.87,-176.94,-10.300,2.500,-0.120
137578,57.69,-89.25,-179.50,-14.860,-0.070,-0.990
137590,59.69,-89.19,179.44,-15.630,-0.020,-0.630
137602,61.31,-88.44,178.75,-15.680,0.000,-0.550
137616,62.69,-87.62,178.25,-15.370,-0.420,-0.130
137628,65.06,-86.19,177.75,-13.570,-0.350,0.080
137640,66.12,-85.81,177.62,-13.420,-0.470,0.000
137652,67.06,-85.75,177.62,-12.990,-0.190,-0.660
137666,67.81,-85.81,177.56,-12.680,-0.480,-1.230
137678,68.00,-86.31,177.62,-13.590,0.440,0.230
137690,67.44,-86.87,177.87,-14.590,0.510,1.070
137702,66.94,-87.19,178.06,-13.340,-0.260,0.040
137716,66.69,-87.19,178.00,-11.870,0.280,-0.190
137728,65.94,-86.87,177.75,-11.380,-1.200,0.480
137740,65.37,-86.87,177.81,-11.030,-0.860,1.000
137752,64.81,-86.81,177.87,-11.910,-1.760,0.980
137766,64.31,-86.75,177.87,-12.820,-1.730,1.340
137778,63.56,-86.56,177.62,-11.480,-1.040,1.030
137791,63.13,-86.56,177.56,-11.960,-1.230,1.190
137803,62.81,-86.63,177.50,-12.160,-1.460,1.480
137817,62.44,-86.69,177.38,-12.000,-1.320,1.150
137829,61.81,-86.69,177.25,-11.270,-1.370,0.790
137841,61.50,-86.69,177.19,-10.760,-1.110,1.170
137853,61.06,-86.81,177.31,-10.770,-1.410,1.430
137867,60.63,-86.94,177.38,-10.200,-1.720,1.200
137879,59.69,-87.31,177.62,-9.470,-1.210,0.650
137917,58.69,-87.81,178.31,-9.750,-1.280,0.030
137929,58.06,-87.94,178.75,-9.960,-0.740,-0.380
137941,57.75,-87.88,179.00,-9.700,-0.770,-0.270
137953,57.44,-87.69,179.19,-9.680,-0.740,-0.020
137967,57.06,-87.37,179.44,-9.320,-0.670,-0.490
137979,56.31,-86.69,179.94,-9.030,-0.990,-0.870
137991,55.94,-86.31,-179.81,-9.430,-0.700,-0.410
138003,55.56,-85.87,-179.56,-9.860,-0.860,-0.360
138017,55.12,-85.50,-179.31,-11.720,-0.840,0.000
138029,54.25,-84.69,-178.81,-10.660,0.670,-1.090
138041,53.94,-84.37,-178.50,-11.180,-0.490,-0.890
138053,53.50,-84.06,-178.12,-11.460,-0.010,-0.290
138067,53.19,-83.75,-177.87,-11.550,-0.290,-0.040
138079,52.56,-83.06,-156.75,-10.520,0.090,-0.980
138092,52.25,-82.75,-155.63,-10.310,0.080,-0.860
138104,52.00,-82.50,-154.69,-9.740,0.350,-0.790
138118,51.75,-82.25,-153.62,-10.240,-0.350,-1.100
138130,51.13,-81.69,-152.12,-9.590,-0.330,-1.660
138142,50.81,-81.44,-151.81,-8.630,-0.230,-1.150
138154,50.56,-81.25,-151.69,-8.390,-0.110,-0.950
138168,50.31,-81.19,-151.31,-9.070,-0.560,-0.760
138180,50.00,-81.25,-150.81,-8.560,0.000,-1.720
138192,50.00,-81.44,-150.56,-8.980,-0.010,-1.370
138204,49.94,-81.56,-150.44,-9.120,0.400,-0.580
138218,49.94,-81.69,-151.00,-9.440,-0.300,-0.560
138230,49.88,-81.75,-153.44,-9.990,0.100,-0.510
138242,49.81,-81.75,-155.31,-10.190,0.660,-0.120
138254,49.94,-81.75,-157.25,-10.280,1.440,0.470
138268,49.94,-81.75,-158.56,-10.760,1.280,0.390
138280,50.19,-81.63,-158.81,-10.760,1.420,0.050
138292,50.50,-81.44,-158.94,-10.250,1.170,-0.020
