265.81,-45.94,9.81,-6.970,-1.820,6.140
127903,326.94,-3.37,13.81,-2.640,-4.960,7.290
127915,328.06,-3.12,13.56,-0.700,0.080,6.730
127929,329.19,-2.69,13.50,1.950,-0.660,6.810
127941,331.69,-1.75,13.75,-0.790,2.980,12.240
127953,332.75,-1.44,13.88,-1.770,5.050,12.160
127965,333.63,-1.25,14.00,-2.750,6.770,11.690
127979,334.25,-1.00,14.06,-2.700,6.630,11.220
127991,335.19,-0.25,14.25,0.870,8.500,10.960
128003,335.44,0.25,14.31,-0.550,7.420,10.680
128015,335.56,0.69,14.25,-2.500,6.830,9.600
128029,335.19,0.88,14.19,-1.270,4.720,5.510
128041,333.63,1.00,14.50,1.370,1.220,9.070
128053,332.56,0.69,14.50,1.560,-4.400,8.670
128065,331.44,0.25,14.31,1.880,-4.860,6.930
128079,330.31,-0.19,14.19,2.130,-7.850,7.930
128091,328.56,-0.75,13.94,1.430,-12.500,9.190
128104,328.06,-0.81,13.81,1.510,-13.790,9.790
128116,327.87,-0.75,13.69,0.430,-13.510,10.790
128130,327.94,-0.88,13.25,0.200,-12.860,10.040
128142,328.94,-0.94,12.19,1.020,-12.480,9.940
128154,329.56,-0.75,11.81,-3.780,-12.110,7.850
128166,330.25,-1.00,11.38,2.920,-4.820,5.760
128180,331.44,-0.94,11.25,1.460,-5.960,6.800
128192,333.38,-0.81,11.50,-2.870,1.850,12.670
128204,334.06,-0.81,11.69,-1.440,2.560,12.200
128216,334.62,-1.00,11.81,-2.680,3.710,13.720
128230,335.00,-1.25,11.81,-3.550,5.010,12.050
128242,335.38,-1.25,11.75,1.220,8.030,11.650
128254,335.31,-0.88,11.75,-2.230,9.300,11.990
128266,335.00,-0.75,11.63,-1.880,8.670,9.000
128280,334.37,-0.69,11.69,0.140,7.910,5.950
128292,332.56,-0.75,11.94,-2.620,2.910,11.170
128304,331.25,-1.06,11.88,0.610,-0.670,9.650
128316,329.81,-1.44,11.69,2.230,-3.010,9.430
128330,328.37,-1.81,11.50,2.250,-6.250,8.110
128342,326.12,-2.12,11.56,5.310,-14.170,10.610
128355,325.62,-2.12,11.88,3.290,-12.960,9.650
128368,325.56,-2.62,11.81,-1.140,-13.270,11.110
128381,325.06,-3.19,11.00,0.480,-12.450,8.080
128394,324.75,-5.00,9.25,-1.260,-10.850,8.750
128406,325.00,-5.56,8.75,-2.140,-8.580,8.100
128418,325.81,-5.81,8.38,0.950,-7.490,7.020
128431,326.94,-5.56,8.25,-1.110,-5.350,5.900
128444,329.56,-4.94,8.19,-3.700,2.250,9.040
128456,330.75,-4.62,8.25,-0.480,1.020,10.500
128468,331.81,-4.44,8.31,-2.940,3.350,11.650
128482,332.75,-4.37,8.38,-2.360,4.590,11.220
128494,333.87,-4.25,8.50,-5.330,8.220,10.820
128506,334.25,-4.06,8.50,-3.200,7.570,10.440
128518,334.56,-3.50,8.56,-0.930,6.890,10.620
128532,334.75,-2.81,8.69,-2.730,6.570,11.210
128544,334.25,-2.00,8.75,-3.920,5.780,7.360
128556,333.56,-1.81,9.00,1.340,5.490,8.530
128568,332.62,-1.69,9.44,-2.400,1.550,11.460
128582,331.38,-1.87,9.75,-1.450,-0.280,11.010
128594,328.25,-2.62,10.00,1.100,-5.680,10.730
128606,326.69,-3.00,10.06,0.480,-7.630,9.820
128618,325.25,-3.44,10.19,2.080,-9.250,9.300
128632,324.00,-3.69,10.31,1.240,-12.230,10.760
128644,322.69,-3.87,10.69,-1.270,-12.560,11.870
128656,322.44,-4.06,10.50,-2.680,-12.670,12.890
128668,322.56,-4.25,10.13,-0.170,-11.890,11.530
128682,323.00,-4.31,9.69,0.420,-10.760,11.460
128694,324.31,-4.06,9.00,-0.350,-3.840,5.250
128706,325.44,-3.69,8.88,1.340,3.000,6.590
128718,326.81,-3.25,8.88,4.210,-5.080,8.520
128732,328.12,-2.75,9.13,-2.150,2.820,10.790
128744,330.37,-2.62,9.31,0.080,6.920,12.110
128756,331.13,-2.50,9.31,-0.380,7.140,11.510
128768,331.75,-2.25,9.44,-2.800,9.090,11.390
128782,332.12,-2.00,9.50,-4.480,9.520,8.810
128794,332.25,-1.37,9.75,0.190,8.920,9.720
128806,332.06,-0.88,9.88,-3.640,6.540,8.720
128818,331.69,-0.62,9.94,-4.080,5.500,6.740
128832,330.87,-0.44,10.06,-1.710,4.640,5.070
128844,328.50,-0.69,10.63,-2.920,-1.390,8.800
128882,323.31,-2.69,10.88,-0.710,-8.810,8.920
128894,320.50,-3.69,11.12,-0.050,-11.660,11.630
128907,319.50,-3.87,11.25,-0.310,-13.190,11.720
128919,318.94,-4.00,11.38,-1.790,-12.990,12.840
128933,318.63,-4.19,11.25,-2.270,-12.850,13.580
128945,319.00,-4.75,10.38,-1.890,-11.600,10.650
128957,319.44,-4.75,10.00,-0.390,-4.340,3.300
128969,320.19,-4.75,9.75,2.090,-6.150,6.850
128983,321.13,-4.37,9.94,-0.190,-2.670,11.380
128995,323.25,-4.00,10.13,1.000,4.180,11.450
129007,324.31,-3.87,10.31,0.460,3.180,13.080
129019,325.19,-3.81,10.44,-1.180,5.270,13.120
129033,325.87,-3.75,10.44,-4.150,6.600,10.410
129045,326.31,-3.81,10.50,-5.550,9.150,9.780
129057,326.31,-3.81,10.50,-1.440,7.470,10.460
129069,326.19,-3.50,10.63,-4.130,7.180,10.570
129083,325.87,-3.19,10.63,-5.100,6.350,9.310
129095,324.44,-2.75,10.81,-3.290,4.830,9.730
129107,323.38,-2.75,11.00,-4.420,2.870,10.130
129119,321.87,-3.06,11.06,-2.160,1.660,9.340
129133,320.19,-3.62,11.06,-0.220,-1.510,9.010
129145,316.75,-5.19,11.19,1.780,-6.050,8.450
129158,315.37,-5.87,11.38,3.380,-10.930,9.050
129170,314.56,-5.87,11.94,5.260,-14.320,8.610
129184,314.12,-5.56,12.63,-4.850,-14.190,15.350
129196,313.37,-6.19,11.69,-6.870,-15.260,13.330
129208,313.00,-7.06,10.81,-1.060,-11.420,9.390
129220,312.88,-7.75,10.25,-3.320,-7.110,9.530
129234,313.06,-8.31,9.81,0.140,-5.190,8.210
129246,315.19,-7.56,9.56,-1.620,-0.860,8.690
129258,316.50,-6.81,9.63,0.870,1.680,8.600
129270,318.06,-6.12,9.69,-4.390,-1.500,8.390
129284,319.25,-5.75,9.75,-0.410,0.630,11.150
129296,321.19,-5.25,9.81,-3.430,4.460,11.490
129308,321.94,-5.00,9.81,-5.380,6.820,9.320
129320,322.44,-4.69,9.75,-4.350,7.950,8.900
129334,322.75,-4.44,9.69,-1.510,7.620,9.850
129346,323.13,-3.25,9.94,-3.730,6.650,10.800
129358,323.06,-2.81,9.88,-4.380,6.850,8.800
129370,322.63,-2.56,9.88,-2.000,7.160,6.260
129384,321.81,-2.37,10.19,0.030,7.310,7.630
129396,319.25,-2.94,10.56,0.530,0.930,8.110
129408,317.62,-3.69,10.56,-0.120,-0.870,8.960
129420,315.94,-4.44,10.69,1.210,-7.250,8.140
129434,314.44,-5.00,10.75,2.090,-9.960,10.370
129446,312.81,-4.87,11.44,5.140,-16.220,10.000
129459,312.63,-4.44,11.94,-5.610,-15.470,16.000
129471,312.50,-4.50,11.63,-6.570,-14.060,14.640
129485,312.44,-5.06,10.75,-2.290,-12.980,11.240
129497,312.63,-6.19,9.50,0.660,-2.670,5.640
129509,313.31,-6.37,9.13,4.300,-3.460,6.770
129521,314.63,-5.94,9.00,4.160,-3.890,8.470
129535,316.06,-5.37,9.06,-0.860,1.560,7.990
129547,318.81,-4.62,9.13,-3.370,2.920,11.330
129559,320.19,-4.56,9.19,-3.230,1.700,12.470
129571,321.44,-4.37,9.25,-2.500,2.390,11.710
129585,322.37,-4.37,9.25,-5.680,1.320,12.070
129597,323.56,-4.31,9.13,-3.750,7.600,11.860
129609,323.94,-4.19,9.00,-3.360,10.030,9.430
129621,324.25,-4.00,8.94,0.090,8.840,10.180
129635,324.50,-3.44,9.00,-1.600,8.880,11.440
129647,324.37,-2.62,9.13,-2.820,8.510,7.550
129659,323.87,-2.44,9.44,0.060,7.760,8.020
129671,323.13,-2.37,9.81,-1.650,3.720,9.300
129685,322.00,-2.56,10.13,-1.870,0.800,9.720
129697,319.19,-3.62,10.38,0.830,-3.520,8.850
129710,317.75,-4.19,10.50,0.320,-9.460,10.390
129722,316.44,-4.69,10.56,2.090,-11.010,9.800
129736,315.44,-5.06,10.69,1.230,-12.490,11.650
129748,314.38,-5.50,11.00,-1.390,-13.440,13.330
129760,314.31,-5.75,10.81,-1.150,-13.150,12.630
129772,314.69,-6.19,10.31,1.150,-12.500,11.040
129786,315.37,-6.31,9.81,1.020,-12.280,10.450
129798,316.94,-6.25,9.19,1.700,-5.630,3.770
129810,318.00,-6.25,9.00,4.210,-5.240,7.400
129822,319.37,-6.06,9.00,-1.560,3.340,9.450
129836,320.50,-6.06,9.19,0.930,0.180,9.630
129848,322.63,-6.25,9.50,-4.260,6.150,11.280
129886,323.87,-7.00,9.81,-7.340,9.840,8.820
129898,324.19,-6.75,10.00,-5.130,7.680,9.820
129911,324.19,-6.37,10.06,-5.580,6.800,7.490
129923,324.06,-6.06,10.19,-4.250,4.040,6.110
129937,323.75,-5.75,10.50,-3.070,2.320,9.020
129949,322.25,-5.37,11.06,-5.280,-0.870,9.080
129961,320.94,-5.62,11.12,-0.800,-4.790,8.600
129973,319.56,-6.00,11.12,0.750,-8.330,10.400
129987,318.25,-6.31,11.06,-0.010,-10.900,9.840
129999,316.19,-6.87,11.25,3.110,-17.000,11.010
130011,315.75,-6.75,11.69,-1.140,-15.370,12.410
130023,315.75,-6.87,11.88,-3.780,-14.300,12.660
130037,315.81,-7.25,11.31,-0.370,-14.770,9.950
130049,316.94,-7.87,10.19,-1.240,-12.660,10.770
130061,317.69,-7.87,9.94,-0.100,-5.880,6.810
130073,318.56,-8.00,9.69,2.200,-6.450,7.270
130087,319.69,-7.87,9.69,0.680,0.180,9.450
130099,322.31,-7.37,10.06,-1.080,1.140,12.690
130111,323.50,-7.31,10.13,-2.290,6.170,13.540
130123,324.37,-7.25,10.25,-2.360,5.860,12.470
130137,325.13,-7.12,10.31,-5.440,8.870,11.320
130149,326.12,-6.75,10.31,-4.990,11.030,9.830
130161,326.44,-6.37,10.31,0.160,9.130,9.700
130173,326.69,-5.62,10.44,-4.190,7.960,8.700
130187,326.81,-4.87,10.38,-4.300,6.100,7.660
130199,326.37,-3.69,10.31,-1.210,3.890,6.430
130212,325.75,-3.31,10.44,-2.700,-0.020,7.040
130224,324.81,-3.31,10.44,-1.200,-2.210,8.500
130238,323.62,-3.50,10.38,0.460,-4.560,6.820
130250,320.69,-4.44,10.00,1.100,-10.330,6.590
130262,319.37,-5.06,9.81,1.910,-11.830,7.920
130274,318.31,-5.56,9.75,0.990,-13.890,9.520
130288,317.56,-5.81,9.88,-2.650,-15.150,11.410
130300,317.13,-6.25,9.38,-2.620,-15.640,11.470
130312,317.37,-6.69,8.69,-1.380,-14.470,10.250
130324,317.87,-6.81,8.13,-4.950,-12.200,8.050
130338,318.50,-6.75,7.81,-2.650,-8.210,7.510
130350,320.37,-6.56,7.44,-1.370,-7.730,9.420
130362,321.75,-6.12,7.50,-4.390,2.730,12.580
130374,322.81,-5.81,7.69,-0.200,-0.820,12.930
130388,323.87,-5.50,7.75,-2.110,6.510,14.700
130400,325.38,-4.94,7.69,-2.610,11.810,9.940
130412,325.87,-4.69,7.75,-5.890,13.510,10.220
130424,326.19,-4.44,7.81,0.950,11.610,10.210
130438,326.50,-4.00,8.00,-3.050,12.160,9.630
130450,326.44,-2.81,8.25,-3.640,8.180,6.930
130463,326.06,-2.31,8.50,-2.030,3.900,8.030
130475,325.50,-2.00,8.75,-4.230,1.730,6.120
130489,324.56,-2.00,8.88,-1.990,-0.610,7.830
130501,321.94,-2.56,9.19,1.780,-7.270,9.540
130513,320.63,-2.94,9.19,2.200,-8.850,7.200
130525,319.62,-3.19,9.31,3.250,-10.740,8.280
130539,318.69,-3.44,9.50,3.680,-14.890,10.090
130551,318.25,-3.62,9.31,-4.740,-12.180,12.820
130563,318.37,-4.19,8.63,0.270,-13.750,8.020
130575,318.56,-4.50,8.19,-0.240,-11.610,8.290
130589,319.00,-4.81,7.94,-1.980,-9.370,7.200
130601,320.81,-4.87,7.75,0.830,-6.730,6.170
130613,322.00,-4.69,7.94,-0.260,-1.970,8.050
130625,323.13,-4.37,8.19,-2.420,-6.990,9.590
130639,324.06,-4.44,8.38,-5.310,1.440,12.040
130651,325.38,-4.50,8.50,-2.050,5.120,14.330
130663,325.75,-4.44,8.50,-5.200,7.710,13.310
130675,325.94,-4.31,8.38,-4.190,12.590,11.350
130689,326.06,-4.06,8.38,-0.350,11.670,10.550
130701,326.00,-2.94,8.44,-4.190,12.110,11.470
130713,325.62,-2.62,8.44,-1.510,9.500,5.900
130725,324.94,-2.25,8.63,-0.480,8.800,6.570
130739,324.06,-2.12,8.81,-3.270,5.350,10.090
130751,321.50,-2.56,8.88,0.110,-1.500,9.440
130764,320.12,-2.94,8.81,2.030,-5.260,10.650
130776,318.81,-3.12,8.75,3.230,-6.980,8.230
130790,318.06,-3.00,8.94,12.220,-17.760,9.390
130802,317.50,-2.25,9.75,-3.020,-14.600,14.020
130814,317.31,-2.81,8.94,-7.760,-14.280,14.220
130826,317.06,-3.87,7.94,-0.450,-13.250,9.130
130840,316.94,-4.81,7.44,1.000,-11.160,7.160
130852,318.00,-5.56,7.06,3.780,-6.510,7.900
130890,321.75,-4.37,7.44,-0.890,-2.330,8.930
130902,323.87,-4.06,7.81,-3.010,1.910,11.670
130914,324.69,-3.94,8.00,-2.730,4.170,11.880
130926,325.31,-3.69,8.06,-5.770,6.950,11.940
130940,325.94,-3.37,8.13,-4.610,7.150,10.360
130952,326.81,-2.06,8.13,0.040,7.610,9.960
130964,326.94,-1.12,8.13,-3.140,8.480,10.550
130976,326.81,-0.50,8.06,-2.610,7.410,8.500
130990,326.50,0.00,8.25,-0.050,7.240,5.450
131002,325.13,0.37,8.81,-0.890,1.840,9.220
131015,324.06,0.19,9.06,2.960,0.080,8.150
131027,322.81,0.00,9.19,1.910,-1.020,9.370
131041,321.62,-0.37,9.25,1.590,-7.510,10.580
131053,319.56,-1.00,9.44,2.560,-10.570,10.900
131065,318.94,-1.12,9.56,2.120,-12.980,11.750
131077,318.56,-1.19,9.63,-0.010,-13.200,12.580
131091,318.44,-1.50,9.31,-1.110,-12.420,13.680
131103,319.19,-2.06,8.31,2.240,-11.200,11.240
131115,319.81,-1.94,8.06,-2.160,-10.520,9.220
131127,320.44,-2.00,7.94,-1.250,-5.930,6.740
131141,321.37,-2.00,7.87,2.050,-4.540,7.040
131153,323.69,-1.75,8.13,-0.530,1.860,10.890
131165,324.81,-1.69,8.25,0.450,0.260,11.680
131177,325.69,-1.69,8.50,-1.270,6.460,13.040
131191,326.37,-1.69,8.69,-2.390,8.050,12.390
131203,326.88,-1.87,8.94,-4.860,10.190,10.690
131216,327.00,-1.87,8.94,-0.640,11.420,8.860
131228,327.13,-1.37,8.94,-0.150,10.630,9.700
131242,327.06,-0.69,8.94,-3.130,9.710,8.900
131254,326.56,0.06,9.00,-1.610,5.050,4.660
131266,326.00,0.37,9.31,-1.020,3.680,6.920
131278,325.19,0.44,9.56,-2.370,0.740,8.830
131292,323.87,0.13,9.63,0.300,-3.370,7.460
131304,321.25,-0.69,9.50,1.130,-7.200,7.810
131316,320.06,-1.25,9.50,1.420,-10.370,8.330
131328,319.06,-1.75,9.50,1.290,-14.350,8.700
131342,318.37,-2.12,9.63,0.640,-15.510,9.690
131354,318.06,-2.87,9.38,-0.490,-15.580,10.880
131366,318.56,-3.31,8.94,0.980,-15.290,9.530
131378,319.37,-3.31,8.69,1.180,-14.510,9.040
131392,320.25,-3.06,8.63,-0.910,-14.230,10.120
131404,321.94,-3.56,8.06,3.040,-5.620,5.410
131416,322.94,-3.50,8.00,1.030,-0.010,8.090
131428,324.19,-3.37,8.19,-2.760,0.250,11.340
131442,325.19,-3.25,8.50,-4.680,1.040,12.690
131454,326.19,-3.62,8.94,-4.530,6.800,11.450
131467,326.31,-4.00,9.13,-5.420,10.220,9.240
131479,326.31,-4.19,9.31,-4.070,9.570,10.710
131493,326.44,-3.87,9.56,-0.910,8.780,12.390
131505,326.25,-3.00,9.63,-3.600,10.310,8.270
131517,325.94,-2.56,9.75,-1.350,9.590,7.600
131529,325.38,-2.19,10.00,0.010,7.280,9.260
131543,324.56,-2.06,10.00,-4.410,1.080,8.600
131555,321.81,-2.69,9.81,0.660,-3.060,8.360
131567,320.50,-3.19,9.69,2.190,-6.400,9.540
131579,319.31,-3.75,9.63,2.120,-11.950,9.330
131593,318.37,-4.19,9.69,1.630,-13.850,10.930
131605,317.50,-4.62,9.88,-0.960,-15.500,13.270
131617,317.56,-4.94,9.63,-1.360,-15.530,12.950
131629,318.06,-5.37,9.06,0.850,-15.010,10.850
131643,318.81,-5.50,8.75,1.450,-13.920,10.100
131655,320.63,-5.37,8.44,-1.720,-7.340,8.930
131667,321.69,-5.62,8.13,2.120,-1.530,5.860
131679,323.00,-5.50,8.19,-1.840,3.860,11.500
131693,324.37,-5.44,8.38,0.400,0.020,11.820
131705,326.50,-5.44,8.81,-2.850,5.400,13.250
131718,327.13,-5.69,9.00,-3.670,11.070,12.660
131730,327.56,-5.94,9.13,-5.570,12.520,11.680
131744,327.81,-6.12,9.19,-4.760,13.260,10.910
131756,328.25,-5.25,9.31,-4.550,11.390,10.770
131768,328.25,-4.75,9.19,-5.730,9.980,8.280
131780,328.00,-4.37,9.13,-5.450,8.540,3.870
131794,327.50,-3.94,9.44,-1.150,4.990,9.090
131806,325.44,-3.75,9.75,-3.510,0.790,7.150
131818,323.87,-4.06,9.69,-0.410,-2.760,7.580
131830,322.19,-4.56,9.69,2.040,-7.380,7.910
131844,320.63,-5.12,9.63,0.320,-9.810,7.900
131856,318.25,-6.12,9.75,0.730,-15.700,8.650
131894,317.44,-7.25,9.25,-1.270,-15.200,9.210
131906,318.69,-7.44,8.63,-1.280,-12.950,8.430
131918,319.56,-7.25,8.50,-3.590,-9.660,9.170
131930,320.63,-7.44,8.13,3.450,-3.820,5.120
131944,321.94,-7.37,8.00,-1.280,-2.680,8.230
131956,324.44,-7.25,8.13,-5.270,-0.790,10.630
131968,325.38,-7.37,8.25,-5.780,4.570,14.030
131980,326.00,-7.37,8.38,-7.100,5.970,13.510
131994,326.44,-7.50,8.44,-7.580,8.130,12.070
132006,326.94,-7.50,8.44,-0.710,10.460,10.090
132019,327.06,-6.94,8.56,-1.690,12.330,12.510
132031,326.94,-6.44,8.63,-4.480,11.800,11.170
132045,326.75,-6.12,8.69,-2.840,10.140,5.970
132057,325.69,-5.44,9.44,-3.270,4.350,10.900
132069,324.37,-5.44,9.56,-4.640,3.030,11.640
132081,322.75,-5.69,9.44,0.000,-1.970,8.690
132095,320.88,-6.19,9.19,1.780,-4.450,8.340
132107,317.19,-7.44,8.69,2.820,-14.250,8.160
132119,315.81,-8.00,8.75,3.790,-16.560,8.510
132131,314.81,-8.31,9.19,-0.640,-16.480,11.100
132145,314.25,-9.00,9.19,-2.950,-16.550,10.700
132157,313.94,-10.44,7.81,-2.110,-17.270,10.250
132169,314.19,-10.88,7.31,-4.730,-15.200,10.860
132181,314.69,-11.38,6.81,2.830,-11.440,8.520
132195,315.87,-11.44,6.37,0.240,-6.460,6.640
132207,318.94,-10.69,6.56,-4.860,-3.370,12.620
132219,320.50,-10.50,6.62,-4.540,2.910,13.150
132231,321.81,-10.44,6.69,-2.030,3.950,13.510
132245,322.75,-10.50,6.87,-4.380,10.280,13.750
132257,323.81,-10.63,7.00,-6.840,14.880,10.600
132270,324.12,-10.50,6.94,-4.440,17.010,8.900
132282,324.50,-10.06,7.00,0.910,14.310,9.370
132296,324.62,-9.13,7.12,-5.820,12.880,8.880
132308,324.50,-8.00,7.37,-3.890,9.110,1.580
132320,324.12,-7.50,7.81,-2.520,7.220,7.770
132332,323.31,-7.19,8.19,-5.380,1.680,9.910
132346,321.94,-7.25,8.25,-2.690,-1.780,8.340
132358,318.88,-7.69,8.06,0.320,-10.240,9.100
132370,317.44,-7.94,8.00,1.480,-13.140,8.400
132382,316.31,-8.13,8.00,3.240,-16.040,9.000
132396,315.50,-8.13,8.19,3.940,-17.570,8.730
132408,314.94,-8.38,7.94,-3.420,-14.250,9.860
132420,315.19,-8.94,7.25,-0.150,-15.250,7.200
132432,315.56,-9.31,6.69,-3.530,-10.360,6.300
132446,315.94,-9.69,6.31,-0.460,-7.000,5.060
132458,318.19,-10.06,5.87,1.680,-2.750,2.890
132470,319.81,-9.94,6.19,-5.800,-1.420,10.430
132482,321.13,-9.94,6.50,-3.400,-2.030,10.790
132496,322.37,-10.19,6.56,-5.550,0.970,11.110
132508,324.00,-11.00,6.94,-7.600,5.640,13.160
132521,324.50,-11.38,7.12,-7.710,9.530,14.320
132533,324.81,-11.56,7.19,-7.320,11.170,14.970
132547,324.94,-11.56,7.12,-0.810,13.180,12.620
132559,325.50,-10.31,7.19,-4.420,14.000,12.870
132571,325.50,-9.75,7.00,-4.900,12.810,9.090
132583,325.19,-9.25,7.12,-0.710,10.740,5.540
132597,324.69,-8.75,7.50,-1.410,7.040,10.160
132609,322.31,-8.75,7.75,-1.210,-1.700,8.430
132621,320.56,-9.31,7.75,1.310,-3.360,6.360
132633,318.88,-10.00,7.62,2.420,-7.840,9.650
132647,317.25,-10.50,7.44,0.390,-10.660,8.850
132659,314.94,-11.31,7.50,1.020,-16.870,10.480
132671,314.25,-11.50,7.62,-1.410,-16.060,11.620
132683,314.00,-11.88,7.31,-1.780,-15.200,10.070
132697,314.19,-12.56,6.69,0.610,-14.070,9.530
132709,315.25,-13.06,5.94,-2.290,-7.530,2.420
132721,316.19,-13.25,5.87,1.640,0.050,6.770
132733,317.37,-13.19,6.00,0.460,-5.370,7.410
132747,318.75,-13.06,6.25,-3.160,1.070,9.870
132759,321.13,-13.25,6.62,-3.990,2.800,11.710
132772,322.06,-13.56,6.75,-6.050,7.320,11.540
132784,322.56,-13.75,6.87,-7.820,9.060,11.500
132798,323.00,-14.00,7.06,-8.210,12.320,11.500
132810,323.62,-13.81,7.37,-2.590,10.940,12.700
132822,323.69,-13.19,7.50,-6.080,11.490,12.100
132834,323.75,-12.63,7.62,-5.890,10.160,6.110
132848,323.50,-12.19,7.94,-3.380,8.490,8.600
132860,321.87,-11.63,8.44,-1.840,-0.180,8.100
132898,317.56,-12.31,8.06,0.470,-10.200,8.850
132910,315.37,-12.37,8.44,2.410,-17.940,10.760
132922,314.81,-12.25,8.94,-2.420,-16.160,12.760
132934,314.56,-12.63,8.88,-4.040,-16.460,11.370
132948,314.69,-13.31,8.19,-1.050,-15.120,9.790
132960,315.56,-14.25,7.31,-3.420,-10.750,7.290
132972,316.25,-14.63,7.19,0.580,-4.470,5.950
132984,317.44,-14.69,7.37,0.120,-6.080,8.910
132998,318.81,-14.50,7.75,-3.420,-1.610,11.970
133010,321.19,-14.75,8.44,-2.800,8.160,12.710
133022,322.06,-15.06,8.69,-4.630,9.550,12.040
133034,322.75,-15.31,8.94,-7.140,11.400,11.810
133048,323.13,-15.50,9.13,-8.330,13.910,11.070
133060,323.50,-15.06,9.31,-3.670,11.760,11.360
133073,323.50,-14.31,9.38,-6.290,9.940,10.370
133085,323.44,-13.75,9.25,-8.350,6.710,4.660
133099,323.00,-13.31,9.31,-4.420,5.930,4.690
133111,321.19,-12.94,9.44,-1.940,-1.500,7.920
133123,319.94,-13.25,9.31,-0.920,-3.330,7.000
133135,318.56,-13.50,9.13,0.560,-7.100,9.180
133149,317.19,-13.62,8.81,-0.500,-9.620,7.380
133161,315.25,-13.44,9.13,-0.500,-15.180,11.310
133173,315.12,-13.62,9.75,1.460,-17.350,7.070
133185,315.19,-14.06,9.63,-5.150,-14.220,10.690
133199,315.12,-14.63,8.75,0.110,-15.410,6.620
133211,315.75,-15.81,7.50,-4.050,-10.850,5.950
133223,316.25,-16.19,7.19,2.020,-8.790,4.180
133235,317.44,-16.31,7.19,-0.270,-3.720,5.840
133249,318.69,-16.12,7.44,-3.270,-6.970,8.840
133261,321.25,-16.00,8.06,-6.480,1.390,12.290
133273,322.25,-16.19,8.19,-7.270,1.880,12.850
133285,322.94,-16.31,8.31,-9.290,2.730,13.000
133299,323.38,-16.50,8.38,-7.510,10.140,13.900
133311,323.87,-16.50,8.31,-5.500,14.190,11.090
133324,324.19,-16.00,8.19,-0.240,12.420,10.890
133336,324.37,-14.94,8.25,-6.490,13.370,11.770
133350,324.37,-14.13,8.19,-5.500,11.830,7.290
133362,323.87,-13.06,8.50,-4.120,5.010,10.220
133374,323.13,-12.56,8.81,-5.990,3.060,8.510
133386,321.94,-12.50,8.88,-4.620,0.030,8.110
133400,320.50,-12.88,8.75,0.210,-3.730,8.510
133412,317.50,-13.56,8.38,0.950,-13.190,9.510
133424,316.31,-13.75,8.31,3.410,-15.980,10.600
133436,315.50,-13.56,8.56,2.830,-17.440,11.260
133450,315.06,-13.56,8.88,-1.640,-15.890,12.130
133462,315.25,-14.25,7.87,-0.680,-13.640,9.070
133474,315.81,-14.69,7.31,0.070,-10.400,8.530
133486,316.44,-14.75,7.12,-2.700,-8.330,9.330
133500,317.13,-14.87,7.00,-1.940,-4.850,6.120
133512,319.25,-15.25,7.12,-2.850,4.700,13.220
133524,320.19,-15.19,7.37,-1.050,0.940,13.480
133536,321.25,-15.38,7.50,-4.200,7.180,13.380
133550,321.94,-15.63,7.69,-6.840,11.310,12.820
133562,322.63,-15.88,7.87,-9.490,13.280,8.940
133575,322.69,-15.75,7.81,-7.860,14.850,8.690
133587,322.88,-15.38,7.87,-5.910,12.840,9.530
133601,322.75,-14.56,7.87,-6.340,10.330,6.720
133613,322.12,-13.38,8.13,-4.570,4.880,7.780
133625,321.56,-12.94,8.44,-7.010,2.650,7.690
133637,320.56,-12.75,8.50,-5.130,-1.160,6.870
133651,319.31,-12.81,8.38,-2.190,-3.660,7.550
133663,316.69,-13.06,7.81,1.360,-12.770,7.400
133675,315.62,-13.13,7.56,3.890,-15.750,8.110
133687,315.00,-12.88,7.69,3.490,-17.320,8.280
133701,314.69,-12.56,7.87,-4.600,-14.090,11.200
133713,315.12,-13.06,6.75,-1.240,-15.510,6.990
133725,315.69,-13.38,6.19,-2.140,-12.060,8.730
133737,316.38,-13.31,5.87,-2.200,-9.390,6.550
133751,317.25,-13.38,5.62,-0.370,-7.500,4.470
133763,319.75,-13.13,5.56,-4.180,0.570,11.720
133776,321.00,-13.00,5.62,-4.830,-1.350,12.040
133788,322.19,-13.00,5.50,-6.770,1.180,11.990
133802,323.00,-12.94,5.50,-9.060,8.260,12.430
133814,323.81,-12.75,5.37,-9.950,12.590,10.100
133826,323.87,-12.56,5.31,-6.770,14.050,9.000
133838,324.12,-12.19,5.31,-4.090,12.550,12.800
133852,324.12,-11.25,5.50,-5.940,12.060,10.870
133864,323.81,-10.00,5.75,-1.260,9.070,9.150
133902,321.37,-8.75,6.87,-4.120,-0.290,9.880
133914,318.56,-9.06,6.87,1.510,-9.290,11.530
133926,317.13,-9.06,6.75,1.520,-10.720,9.440
133938,316.00,-9.06,6.62,3.600,-12.920,9.380
133952,315.25,-8.94,6.62,2.270,-15.470,10.780
133964,314.56,-8.63,6.69,-1.330,-13.330,12.640
133976,314.81,-9.00,6.12,2.050,-12.320,8.580
133988,315.31,-9.31,5.56,3.190,-8.980,4.000
134002,315.94,-9.31,5.37,-0.190,-8.940,7.060
134014,317.69,-9.44,5.56,1.950,-3.590,7.670
134027,318.88,-9.69,5.56,-2.820,1.750,12.250
134039,319.87,-9.81,5.62,-2.690,0.490,13.470
134053,320.81,-9.94,5.69,-4.300,4.460,11.460
