230654,359.25,-21.19,28.50,-3.550,-4.270,8.080
230666,359.00,-20.94,28.19,-3.270,-4.480,8.140
230679,358.94,-20.75,28.06,-3.520,-4.560,8.290
230691,358.94,-20.50,27.94,-3.920,-4.350,8.220
230705,358.87,-20.25,27.81,-4.120,-4.060,8.110
230717,358.75,-19.81,27.62,-2.650,-3.590,7.970
230729,358.94,-19.44,27.62,-0.830,-3.960,8.570
230741,359.19,-19.00,27.50,-1.630,-4.270,7.900
230755,359.37,-18.50,27.44,-1.670,-4.920,9.040
230767,359.81,-17.31,27.13,-1.780,-5.330,8.450
230779,0.13,-16.69,26.94,-1.600,-5.960,8.010
230791,0.50,-16.00,26.75,-0.870,-6.060,7.630
230805,1.06,-15.38,26.69,-0.250,-6.220,7.030
230817,2.44,-13.88,26.94,-1.010,-5.990,7.020
230829,3.12,-13.13,27.06,-0.870,-6.020,6.700
230841,3.94,-12.37,27.25,-2.070,-5.670,8.470
230855,4.50,-11.81,27.31,-2.100,-5.610,7.200
230867,5.25,-10.94,27.13,-2.430,-3.080,8.350
230880,5.56,-10.50,27.00,-0.570,-2.820,8.920
230892,5.69,-10.06,26.81,-3.270,0.020,9.960
230906,5.50,-9.69,26.50,-3.920,0.120,11.140
230918,4.69,-8.75,25.88,-2.660,1.000,10.960
230930,4.06,-8.31,25.56,-3.280,1.800,10.570
230942,3.31,-8.00,25.25,-2.660,1.720,9.330
230956,2.50,-7.75,25.00,-2.340,1.390,8.900
230968,1.06,-7.50,24.75,-0.970,0.640,9.080
230980,0.44,-7.50,24.44,-2.340,-0.390,8.380
231017,357.87,-7.44,24.12,0.640,-9.410,8.740
231029,356.25,-7.62,23.94,1.730,-11.170,9.790
231041,355.75,-7.62,23.75,2.240,-10.540,10.500
231055,355.56,-7.62,23.31,2.260,-9.590,9.770
231068,355.56,-7.44,22.62,0.900,-10.950,6.680
231080,355.56,-6.81,21.62,0.170,-7.490,6.280
231092,355.37,-6.44,21.19,0.900,-9.000,5.450
231106,355.19,-6.00,20.94,0.390,-5.580,6.030
231118,355.50,-5.44,20.62,-0.640,-3.560,9.690
231131,355.56,-5.50,20.50,-3.700,-0.930,8.660
231143,355.50,-5.69,20.50,-4.320,2.200,10.810
231157,355.19,-5.94,20.50,-2.720,1.550,11.580
231169,354.13,-6.37,20.56,-4.010,4.710,11.420
231181,353.50,-6.44,20.69,-2.600,4.890,10.920
231193,352.81,-6.50,20.81,-2.320,4.530,10.820
231207,352.00,-6.37,21.06,-1.140,3.940,10.420
231219,350.69,-5.94,21.75,-1.600,2.020,11.660
231231,349.94,-5.94,21.75,-1.440,2.370,8.320
231243,349.06,-6.06,21.69,-0.620,0.580,7.070
231257,348.00,-6.31,21.75,-1.780,-4.420,6.740
231269,345.63,-7.00,22.06,1.060,-9.930,7.790
231281,344.75,-7.50,22.31,1.660,-13.650,9.690
231293,344.13,-7.87,22.44,1.750,-14.140,10.170
231307,343.75,-8.25,22.19,0.870,-13.200,10.580
231319,343.75,-8.44,21.00,-1.560,-12.240,5.290
231332,343.63,-8.25,20.62,-1.640,-8.820,4.230
231344,343.56,-7.94,20.25,0.140,-6.330,8.440
231358,343.88,-7.62,19.87,0.600,-4.500,8.480
231370,344.69,-7.56,19.50,-3.820,2.040,8.840
231382,344.81,-7.75,19.50,-3.890,3.250,11.370
231394,344.75,-8.00,19.50,-4.600,6.430,9.290
231408,344.31,-8.25,19.62,-3.120,7.950,11.480
231420,344.00,-8.31,20.06,-2.240,6.970,11.460
231432,343.94,-8.13,20.44,-2.440,6.400,9.880
231444,343.75,-7.87,20.88,-3.210,5.750,9.090
231458,343.37,-7.56,21.31,-3.100,5.230,10.260
231470,342.62,-7.44,21.69,-1.940,-2.290,8.090
231482,341.88,-7.50,21.87,-2.200,-3.930,7.370
231494,340.87,-7.75,22.19,-2.000,-6.810,8.200
231508,339.69,-8.00,22.50,0.380,-12.310,8.580
231520,337.38,-8.88,23.25,0.820,-15.910,11.300
231532,336.62,-9.25,23.25,0.610,-14.280,11.770
231544,336.37,-9.44,22.87,1.070,-15.010,11.380
231558,336.37,-9.44,22.19,1.020,-13.890,9.050
231570,336.37,-9.00,20.88,-0.190,-5.820,4.650
231583,336.37,-8.56,20.31,2.270,-4.270,7.680
231595,336.75,-8.13,19.87,1.790,-2.110,6.890
231609,337.25,-7.94,19.62,-3.210,0.600,9.160
231621,337.88,-8.13,19.44,-3.600,3.750,11.520
231633,337.88,-8.38,19.44,-4.250,4.850,10.670
231645,337.75,-8.69,19.31,-2.570,6.240,10.670
231659,337.56,-8.81,19.31,-1.910,6.120,10.690
231671,337.00,-8.88,19.62,-3.930,5.590,10.640
231683,336.56,-8.94,19.81,-2.180,4.840,7.940
231695,336.06,-8.94,20.19,-2.350,4.230,10.110
231709,335.50,-9.06,20.50,-2.250,2.300,9.990
231721,333.87,-9.63,21.19,-3.040,-5.160,8.340
231733,332.56,-10.13,21.62,-2.670,-6.730,7.680
231745,331.00,-10.81,22.06,-2.580,-8.690,8.090
231759,329.31,-11.63,22.37,-2.160,-11.420,8.920
231771,326.00,-13.38,22.31,2.740,-12.330,7.990
231784,324.94,-13.94,22.25,0.560,-12.230,9.250
231796,324.37,-14.31,22.00,-0.930,-12.960,7.820
231810,324.25,-14.56,21.62,-1.370,-12.420,5.690
231822,324.69,-14.31,20.94,-1.930,-7.520,3.980
231834,325.06,-14.06,20.44,0.680,-7.260,5.750
231846,325.75,-13.56,20.06,-0.290,-6.300,7.240
231860,326.81,-13.19,19.87,-3.490,-3.760,8.520
231872,328.75,-12.94,19.81,-5.790,-1.600,9.620
231884,329.38,-12.94,19.81,-6.480,0.690,11.270
231896,329.75,-13.06,19.81,-5.260,2.800,13.140
231910,329.87,-13.25,19.75,-5.160,5.210,11.780
231922,329.44,-13.38,19.50,-2.790,8.660,10.110
231934,329.25,-13.19,19.50,-3.360,7.820,12.620
231946,329.13,-12.94,19.62,-3.060,6.870,10.530
231960,329.06,-12.75,19.87,-1.790,6.630,8.190
231972,329.13,-12.19,20.44,-2.670,0.030,8.920
231985,328.88,-12.00,20.62,-1.920,-1.780,7.100
232022,326.75,-13.13,21.56,-1.390,-12.270,9.170
232034,325.06,-14.81,22.06,1.410,-15.270,9.760
232046,324.62,-15.31,22.25,1.150,-15.320,11.090
232060,324.94,-15.50,22.37,-0.380,-14.360,10.190
232073,325.50,-15.38,22.06,-0.740,-12.370,6.870
232085,327.13,-14.44,21.25,-1.400,-9.180,3.830
232097,327.50,-13.75,20.62,0.560,-7.680,4.400
232111,328.37,-12.88,20.31,-1.120,-5.340,8.040
232123,330.94,-11.63,20.25,-5.280,-1.570,8.890
232135,331.87,-11.25,20.37,-6.060,0.350,10.680
232147,332.56,-11.06,20.44,-6.800,4.690,10.410
232161,333.06,-11.06,20.44,-5.500,6.040,10.180
232173,333.81,-11.12,20.56,-2.290,7.620,9.050
232185,334.19,-10.88,20.69,-1.430,6.410,11.270
232197,334.69,-10.44,20.94,-2.080,5.700,10.190
232211,335.25,-10.25,21.19,-2.420,4.730,8.610
232223,336.31,-9.69,21.62,-1.530,-0.700,8.700
232236,336.69,-9.56,21.75,-1.790,-3.280,8.160
232248,336.94,-9.63,21.94,-1.830,-6.590,8.430
232262,337.06,-9.88,22.19,0.160,-12.330,9.670
232274,337.38,-10.75,22.69,1.680,-16.690,11.380
232286,337.81,-11.12,22.87,1.470,-16.340,12.080
232298,338.44,-11.25,22.69,2.740,-16.590,11.530
232312,339.38,-11.00,22.19,3.280,-16.100,10.520
232324,341.12,-10.00,21.37,-1.850,-7.180,6.460
232336,341.06,-9.50,21.00,2.420,-4.290,9.220
232348,341.44,-9.06,20.75,2.260,-1.970,8.310
232362,342.00,-8.81,20.69,-2.710,0.350,10.900
232374,342.62,-8.81,20.75,-3.360,4.750,9.040
232386,342.50,-8.88,20.56,-1.860,7.320,7.900
232398,342.37,-8.75,20.37,-0.030,7.550,8.560
232412,342.44,-8.44,20.44,-1.540,7.650,8.560
232424,342.81,-7.87,20.75,-1.710,4.290,6.830
232437,343.12,-7.62,20.94,-2.800,1.370,6.990
232449,343.37,-7.44,21.00,-3.150,-0.320,7.120
232463,343.56,-7.25,21.12,-3.490,-4.620,7.920
232475,343.69,-7.19,21.31,-2.250,-12.460,9.210
